match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_shotOffTarget,player_sofascoreId,stat_dispossessed,captain,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_accurateCross,stat_blockedScoringAttempt,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed,stat_hitWoodwork
11453060,home,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,25.0,20.0,11.0,6.0,15.0,15.0,5.0,10.0,7.0,1.0,1.0,2.0,1.0,1.0,90.0,31.0,6.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,35.0,31.0,,,14.0,14.0,17.0,23.0,3.0,,,,,,90.0,53.0,6.8,8.0,0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Luiz Felipe,luiz-felipe,L. Felipe,D,5,187.0,1042,M,850035,EUR,858988800,D,5,5,False,44.0,38.0,2.0,1.0,34.0,38.0,4.0,6.0,3.0,,,,,,90.0,56.0,6.9,6.0,0,,3.0,4.0,,,5.0,3.0,,,2.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,55.0,51.0,3.0,2.0,45.0,48.0,6.0,7.0,5.0,,,,,,90.0,69.0,6.7,4.0,0,,5.0,4.0,,,7.0,,,,2.0,,4.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400,D,28,28,False,20.0,19.0,,,9.0,9.0,10.0,12.0,4.0,,,,,,45.0,36.0,6.6,6.0,1,1.0,5.0,3.0,4.0,2.0,1.0,,2.0,,,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,63.0,58.0,3.0,1.0,33.0,35.0,25.0,28.0,11.0,,,,,,90.0,76.0,6.8,5.0,0,,6.0,4.0,1.0,1.0,3.0,1.0,,1.0,3.0,,1.0,3.0,,1.0,1.0,,,,1.0,,Fabinho,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,28.0,25.0,,,6.0,7.0,19.0,21.0,2.0,,,,,,73.0,35.0,6.7,4.0,0,,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,nglkante,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Faisal Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,951,M,966452,EUR,997660800,M,16,16,False,43.0,40.0,,,20.0,20.0,20.0,23.0,6.0,,,,,,90.0,61.0,7.3,6.0,0,,3.0,8.0,5.0,4.0,,,,4.0,,,,,1.0,,1.0,Faisal,Al-Ghamdi,1.0,1.0,,,1.0,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000,F,90,90,False,6.0,4.0,,,2.0,3.0,2.0,3.0,,,,,,,10.0,7.0,6.7,2.0,1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11453060,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184.0,194410,M,3306,EUR,566870400,F,9,9,False,38.0,35.0,2.0,2.0,11.0,11.0,24.0,27.0,3.0,,,,,,90.0,52.0,10.0,7.0,6,,1.0,2.0,,,,,3.0,2.0,1.0,2.0,,,1.0,,3.0,,,,,2.0,KBenz9,,True,1.0,1.0,4.0,3.0,1.0,,,,,,,
