match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_totalOffside
10411397,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,43.0,29.0,17.0,3.0,27.0,29.0,2.0,14.0,1.0,1.0,1.0,1.0,11.0,3.0,5.0,90.0,59.0,7.3,14.0,0.0,0.0,0.00154333,0,-0.1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411397,home,Monza,Marlon,,,marlon,Marlon,D,4,182,529,M,,331853,EUR,810432000,D,4,4,False,65.0,59.0,5.0,3.0,45.0,48.0,14.0,17.0,7.0,1.0,,,7.0,,,90.0,74.0,6.4,7.0,0.6363,0.0,0.00647957,1,,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411397,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,3,3,False,40.0,32.0,4.0,1.0,27.0,32.0,5.0,8.0,1.0,,,6.0,4.0,,,90.0,50.0,6.3,10.0,0.0,0.0,0.00425984,0,,1.0,3.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
10411397,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,,100565,EUR,665366400,D,5,5,False,36.0,28.0,6.0,1.0,12.0,17.0,16.0,19.0,4.0,1.0,,4.0,7.0,,,86.0,48.0,6.2,10.0,0.0985,0.0,0.048684,1,,3.0,4.0,1.0,,,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10411397,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,M,19,19,False,45.0,31.0,3.0,2.0,15.0,21.0,16.0,28.0,4.0,3.0,2.0,1.0,5.0,,,76.0,67.0,6.8,24.0,0.0,0.0,0.0221566,0,,,1.0,,2.0,,,,,,,,5.0,,4.0,,,,,,,,,,,,,,
10411397,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,55.0,44.0,,,23.0,28.0,21.0,28.0,3.0,2.0,1.0,,6.0,,,90.0,67.0,6.9,14.0,0.0,0.0,0.0529226,0,,1.0,4.0,,1.0,,,,2.0,,1.0,3.0,1.0,2.0,1.0,True,,,,,,,,,,,,,
10411397,home,Monza,Nicolò Rovella,,,nicolo-rovella,N. Rovella,M,6,179,2966,M,,937324,EUR,1007424000,M,6,6,False,84.0,77.0,4.0,2.0,38.0,39.0,41.0,49.0,5.0,1.0,1.0,,5.0,,,90.0,105.0,7.3,9.0,0.0214,0.0,0.202937,1,,,3.0,1.0,1.0,,,3.0,1.0,2.0,,2.0,,1.0,4.0,,2.0,,,,,,,,,,,,
10411397,home,Monza,Stefano Sensi,,,stefano-sensi,S. Sensi,M,6,168,1044,M,,294313,EUR,807580800,M,12,12,False,61.0,55.0,6.0,6.0,32.0,33.0,23.0,29.0,5.0,1.0,1.0,,7.0,,,76.0,73.0,7.4,7.0,0.0562,0.4213,0.0190175,1,,1.0,2.0,,2.0,2.0,,1.0,,,2.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,
10411397,home,Monza,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,32.0,24.0,2.0,,11.0,13.0,13.0,19.0,5.0,1.0,,2.0,5.0,,,90.0,47.0,6.6,9.0,0.1083,0.0,0.0206756,2,,4.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,
10411397,home,Monza,Dany Mota,,,dany-mota,D. Mota,F,47,180,827,M,,838907,EUR,894067200,F,47,47,False,27.0,20.0,1.0,1.0,2.0,3.0,18.0,26.0,5.0,3.0,1.0,,2.0,,,87.0,44.0,6.7,15.0,0.0156,0.0,0.0245457,1,,1.0,9.0,1.0,3.0,3.0,,,1.0,4.0,,1.0,2.0,,2.0,,,,,2.0,,,,,,,,,
10411397,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,17,17,False,35.0,32.0,,,11.0,13.0,21.0,24.0,3.0,4.0,,,2.0,,,69.0,50.0,6.0,11.0,0.144,0.8073,0.0617847,1,,,5.0,,1.0,,,2.0,,1.0,,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,
10411397,home,Monza,Andrea Petagna,,,andrea-petagna,A. Petagna,F,37,190,474,M,,295973,EUR,804470400,F,37,37,True,8.0,6.0,,,1.0,2.0,5.0,6.0,1.0,,,,2.0,,,21.0,12.0,6.8,3.0,0.1035,0.1443,0.0027667,1,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,
10411397,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,28,28,True,3.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,,,14.0,8.0,7.0,1.0,0.0108,0.0,7.588e-05,1,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
10411397,home,Monza,Salvatore Molina,,,salvatore-molina,S. Molina,M,79,177,75,M,,165735,EUR,694224000,D,79,79,True,13.0,8.0,1.0,,4.0,6.0,4.0,7.0,1.0,,,,2.0,,,14.0,17.0,6.2,6.0,0.0,0.0,0.00251106,0,,,3.0,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,
10411397,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,55,55,True,6.0,5.0,,,5.0,6.0,,,1.0,,,1.0,2.0,,,8.0,8.0,6.7,1.0,0.0,0.0,3.107e-05,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411397,home,Monza,Christian Gytkjær,,,christian-gytkjaer,C. Gytkjær,F,9,185,437,M,,78939,EUR,641952000,F,9,9,True,4.0,4.0,,,2.0,2.0,2.0,2.0,1.0,,,,,,,3.0,5.0,,,0.0,0.0,0.020658,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
