match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,captain,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_totalTackle,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_accurateCross,stat_goalAssist,stat_goals
11067390,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,9.0,9.0,1.0,1.0,9.0,9.0,6.0,3.0,3.0,2.0,2.0,90.0,18.0,6.5,0.0,0.0,3.359e-05,0,-0.5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067390,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,48.0,41.0,2.0,1.0,14.0,16.0,5.0,,,,,73.0,64.0,6.4,0.0272,0.0,0.0245064,1,,27.0,34.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
11067390,home,Fluminense,Nino,,,nino,Nino,D,33,188,1659,M,870788,EUR,860630400,D,33,33,False,60.0,57.0,3.0,2.0,34.0,35.0,3.0,,,,,90.0,72.0,6.4,0.0,0.0,0.00539774,0,,23.0,25.0,,1.0,2.0,6.0,5.0,,2.0,4.0,4.0,True,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067390,home,Fluminense,Marlon,,,marlon,Marlon,D,4,182,529,M,331853,EUR,810432000,D,4,4,False,23.0,23.0,2.0,2.0,20.0,20.0,2.0,,,,,29.0,25.0,6.4,0.0,0.0,0.00059542,0,,3.0,3.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
11067390,home,Fluminense,Marcelo,,,marcelo,Marcelo,D,,174,26297,M,17787,EUR,579398400,D,12,12,False,71.0,50.0,11.0,6.0,20.0,23.0,4.0,,,,,73.0,94.0,7.0,0.0879,0.0,0.106961,3,,30.0,50.0,2.0,,,1.0,4.0,1.0,,,25.0,,1.0,1.0,2.0,,1.0,,3.0,Marcelo12,1.0,2.0,3.0,2.0,1.0,,,,,,,,,
11067390,home,Fluminense,André,André,,andre,André,M,7,176,9120,M,1035996,EUR,995241600,M,7,7,False,86.0,84.0,4.0,3.0,44.0,44.0,9.0,,,,,90.0,90.0,6.8,0.0,0.0,0.0182653,0,,40.0,42.0,,,,1.0,,,,,2.0,,,,,1.0,2.0,,,Andre7,1.0,,,,,,,,,,,,,
11067390,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,58.0,51.0,2.0,1.0,12.0,13.0,2.0,,,,,90.0,76.0,7.0,0.0162,0.0776,0.103394,1,,39.0,48.0,3.0,,,4.0,6.0,,1.0,1.0,15.0,,4.0,3.0,,,,,2.0,jhonariasa,,,2.0,,1.0,2.0,1.0,,,,,,,
11067390,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,65.0,60.0,1.0,1.0,24.0,27.0,3.0,,,,,45.0,69.0,6.9,0.0518,0.0,0.0475628,1,,36.0,38.0,,,,1.0,1.0,,,1.0,5.0,,,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,
11067390,home,Fluminense,Keno,,,keno,Keno,M,11,174,1898,M,787607,EUR,621388800,M,11,11,False,26.0,22.0,,,2.0,2.0,2.0,,,,,64.0,41.0,7.2,0.1134,0.0,0.178798,3,,20.0,25.0,1.0,,1.0,3.0,6.0,1.0,,1.0,9.0,,6.0,4.0,,,1.0,,1.0,,,2.0,,2.0,2.0,,,1.0,,,,,,
11067390,home,Fluminense,Germán Cano,,,german-cano,G. Cano,F,14,176,8244,M,33238,EUR,568080000,F,14,14,False,12.0,10.0,,,5.0,5.0,1.0,,,,,90.0,21.0,6.8,0.1603,0.381,0.0167107,3,,5.0,9.0,2.0,,,1.0,,,,2.0,7.0,,,,,,,,,germancano14,,2.0,,2.0,1.0,,1.0,,1.0,,,,,
