match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_errorLeadToAShot,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_punches
14131901,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,8.0,8.0,1.0,1.0,0.0,7.0,7.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0,90.0,17.0,6.6,0.0001245,0.2687,0,-0.0678,0.01,-0.01,-0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131901,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,37.0,34.0,,,0.0,8.0,8.0,26.0,29.0,1.0,,,,,45.0,45.0,6.9,0.109291,,0,,0.25,0.02,-0.08,,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131901,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,87.0,76.0,8.0,4.0,0.0,20.0,25.0,56.0,62.0,5.0,,,,,90.0,99.0,7.2,0.149116,,0,,0.31,0.41,-0.14,,3.0,1.0,5.0,6.0,3.0,1.0,,,13.0,1.0,,,4.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14131901,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,97.0,86.0,6.0,2.0,0.0,28.0,29.0,58.0,68.0,4.0,,,,,90.0,114.0,6.7,0.0962191,,3,,0.31,0.3,-0.42,,,,10.0,13.0,4.0,,,2.0,13.0,1.0,,,5.0,7.0,1.0,,,,,True,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0818,0.0607,-0.21,,,,,,,
14131901,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,D,26,26,False,70.0,66.0,1.0,1.0,0.0,15.0,16.0,51.0,54.0,5.0,,,,,90.0,101.0,6.9,0.235176,,0,,0.47,-0.14,-0.15,,6.0,3.0,,4.0,1.0,4.0,,,10.0,3.0,,,3.0,5.0,1.0,,1.0,4.0,1.0,,,,,,,,3.0,,,,,,,,,,
14131901,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,69.0,62.0,5.0,4.0,0.0,14.0,15.0,48.0,54.0,5.0,,,,,90.0,96.0,7.2,0.169771,,0,,0.32,-0.06,-0.06,,9.0,2.0,1.0,6.0,,4.0,,1.0,19.0,3.0,,,,3.0,1.0,,,3.0,1.0,,,1.0,,,,,2.0,,,,,,,,,,
14131901,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,8,185,34088,M,richardrios,1015292,EUR,959904000,M,20,20,False,60.0,54.0,4.0,2.0,0.0,9.0,10.0,45.0,50.0,4.0,,,,,72.0,76.0,7.3,0.387239,,5,,0.37,0.34,0.17,,3.0,,3.0,7.0,,2.0,,2.0,11.0,2.0,,,2.0,5.0,,,,2.0,3.0,,,,,1.0,2.0,,2.0,0.1492,0.2017,-0.25,1.0,2.0,,,,,
14131901,home,Benfica,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,,1087316,EUR,990489600,M,5,5,False,151.0,143.0,16.0,14.0,0.0,28.0,29.0,115.0,122.0,5.0,,,,,90.0,164.0,8.3,0.194788,,0,,0.66,0.52,-0.03,,1.0,1.0,1.0,3.0,,2.0,,,10.0,,,,1.0,4.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,
14131901,home,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,21,177,8800,M,andreasschjelderup,1100952,EUR,1086048000,M,21,21,False,46.0,36.0,2.0,,0.0,3.0,6.0,33.0,40.0,2.0,,,,,72.0,57.0,6.6,0.154764,,0,,-0.12,0.32,-0.06,,6.0,,,,1.0,,,,18.0,3.0,,,,2.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,
14131901,home,Benfica,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,9,185,6286,M,,1103333,EUR,1064966400,F,9,9,False,17.0,15.0,,,0.0,1.0,1.0,14.0,16.0,4.0,,,,,72.0,41.0,6.3,0.0206317,,4,,-0.19,-0.04,0.13,,,,1.0,6.0,,2.0,,1.0,10.0,1.0,,,4.0,6.0,,,1.0,1.0,,,,4.0,2.0,2.0,2.0,,5.0,0.3816,0.3314,-0.58,,,1.0,,,,
