match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget
11540886,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,28.0,23.0,8.0,3.0,0.0,22.0,23.0,1.0,5.0,2.0,11.0,1.0,1.0,90.0,39.0,6.6,6.0,0.00032368,0,-0.0846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540886,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,,138152,EUR,784425600,D,23,23,False,,51.0,43.0,10.0,9.0,0.0,21.0,25.0,22.0,27.0,4.0,2.0,,,90.0,79.0,7.4,13.0,0.247638,1,,1.0,1.0,5.0,3.0,8.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0176,,,,,,,,,,,,,,,,,
11540886,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,48.0,43.0,4.0,3.0,0.0,27.0,31.0,16.0,17.0,2.0,3.0,,,80.0,56.0,6.8,5.0,0.00650256,0,,,2.0,3.0,3.0,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11540886,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,78.0,70.0,12.0,8.0,0.0,27.0,28.0,43.0,50.0,2.0,2.0,,,90.0,86.0,7.1,8.0,0.0198995,0,,,1.0,2.0,1.0,5.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
11540886,home,Galatasaray,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1915,M,,886737,EUR,918086400,D,17,17,False,,34.0,25.0,2.0,2.0,0.0,11.0,15.0,14.0,19.0,3.0,3.0,,,73.0,58.0,6.6,14.0,0.0576049,1,,,,,8.0,3.0,,2.0,2.0,2.0,2.0,5.0,0.0206,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,
11540886,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,76.0,67.0,4.0,3.0,0.0,33.0,35.0,34.0,41.0,4.0,5.0,,,90.0,94.0,7.5,9.0,0.342518,1,,,1.0,1.0,4.0,5.0,,1.0,1.0,,,1.0,0.0854,,2.0,,1.0,1.0,1.0,2.0,,,2.0,,,,,,,
11540886,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2104,M,,142619,EUR,741657600,M,8,8,False,,42.0,35.0,5.0,4.0,0.0,13.0,14.0,22.0,28.0,,1.0,,,74.0,50.0,6.9,12.0,0.0205653,0,,,,1.0,1.0,3.0,,,2.0,2.0,4.0,1.0,,,,,,,,1.0,,,,,,,,,,
11540886,home,Galatasaray,Hakim Ziyech,hakim-ziyech,H. Ziyech,M,30,181,61036,M,HZiyech,249437,EUR,732499200,M,22,22,False,,25.0,19.0,2.0,1.0,0.0,6.0,7.0,14.0,22.0,,4.0,,,84.0,47.0,6.8,17.0,0.157495,1,,4.0,,,6.0,5.0,,,3.0,2.0,4.0,2.0,0.0273,1.0,2.0,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,
11540886,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,29.0,24.0,2.0,1.0,0.0,10.0,11.0,15.0,21.0,,,,,84.0,42.0,6.4,10.0,0.0116754,1,,3.0,,1.0,3.0,5.0,,,2.0,,1.0,1.0,0.1726,,2.0,,2.0,,1.0,,,,,1.0,,,,,,
11540886,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,25.0,17.0,2.0,1.0,0.0,6.0,6.0,11.0,20.0,,5.0,,,90.0,42.0,6.0,14.0,0.0617824,3,,1.0,1.0,2.0,6.0,7.0,2.0,,2.0,1.0,2.0,4.0,0.2064,,1.0,1.0,2.0,2.0,1.0,,,,,,,2.0,1.0,,,
11540886,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38623,M,MauroIcardi,233114,EUR,730080000,F,9,9,False,,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,1.0,1.0,,,90.0,13.0,6.6,4.0,0.0477799,1,,,1.0,1.0,2.0,2.0,1.0,,,,1.0,,0.058,,1.0,1.0,,,,,,,,,,,,,,
11540886,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,F,7,7,True,,5.0,3.0,2.0,,0.0,,,3.0,6.0,,,,,17.0,7.0,6.5,3.0,0.0157196,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
