match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_penaltyWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,captain,stat_bigChanceMissed,stat_penaltyMiss,stat_totalOffside,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
11368708,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,13,13,False,31.0,25.0,11.0,5.0,22.0,24.0,3.0,7.0,1.0,19.0,1.0,3.0,5.0,7.0,2.0,2.0,90.0,51.0,9.0,6.0,0.00491246,0,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368708,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176,444,M,,53739,EUR,665452800,D,17,17,False,53.0,43.0,3.0,,31.0,35.0,12.0,21.0,2.0,6.0,,,,,,,90.0,76.0,6.8,15.0,0.00453048,0,,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11368708,home,Villarreal,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,,1014835,EUR,988761600,D,2,2,False,51.0,44.0,5.0,3.0,40.0,44.0,4.0,7.0,9.0,2.0,1.0,,,,,,90.0,63.0,7.3,8.0,0.039217,1,,,,,6.0,2.0,,5.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0237,,,,,,,,,,,,,,,,,
11368708,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186,10320,M,aissamandi23,122810,EUR,688089600,D,23,23,False,55.0,47.0,10.0,6.0,37.0,40.0,10.0,15.0,1.0,4.0,,,,,,,90.0,64.0,7.1,8.0,0.00541811,0,,,,,1.0,3.0,,4.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11368708,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,False,46.0,32.0,6.0,,19.0,26.0,13.0,20.0,4.0,2.0,1.0,,,,,,68.0,56.0,7.2,15.0,0.0237919,2,,,,,2.0,5.0,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,0.2022,3.0,,1.0,1.0,0.0299,,,,,,,,,,,,
11368708,home,Villarreal,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34194,M,bertrandtraore10,218160,EUR,810345600,M,25,25,False,29.0,26.0,1.0,1.0,8.0,8.0,19.0,22.0,7.0,1.0,4.0,,,,,,76.0,44.0,7.7,7.0,0.0601037,1,,,,1.0,1.0,3.0,1.0,,,1.0,1.0,2.0,1.0,,2.0,1.0,,0.1597,,,1.0,,0.0369,1.0,1.0,,,,,,,,,,
11368708,home,Villarreal,Santi Comesaña,santi-comesana,S. Comesaña,M,14,187,1066,M,,843678,EUR,844473600,M,4,4,False,57.0,51.0,5.0,4.0,30.0,32.0,21.0,25.0,3.0,8.0,,,,,,,90.0,72.0,7.3,12.0,0.146908,2,,,,,1.0,6.0,4.0,1.0,,1.0,1.0,,1.0,,2.0,1.0,,0.2391,,,1.0,,0.1402,,,1.0,1.0,1.0,,,,,,,
11368708,home,Villarreal,Francis Coquelin,francis-coquelin,F. Coquelin,M,13,178,472,M,,40672,EUR,674092800,M,19,19,False,27.0,25.0,3.0,2.0,14.0,15.0,11.0,12.0,2.0,4.0,,,,,,,45.0,29.0,6.7,3.0,0.129367,0,,,,,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,
11368708,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,10,174,9564,M,alexbaena,910031,EUR,995587200,M,16,16,False,28.0,15.0,3.0,2.0,6.0,8.0,15.0,27.0,5.0,2.0,1.0,,,,,,84.0,54.0,7.2,20.0,0.800956,2,,,,7.0,1.0,7.0,2.0,3.0,,1.0,,3.0,3.0,,3.0,2.0,,0.8309,1.0,,2.0,,1.1423,6.0,,,,4.0,,1.0,1.0,,,,
11368708,home,Villarreal,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,,280979,EUR,849225600,F,9,9,False,19.0,14.0,1.0,,3.0,4.0,11.0,16.0,2.0,1.0,1.0,,,,,,68.0,27.0,6.7,10.0,0.0176587,0,,,,1.0,1.0,1.0,,,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
