match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_interceptionWon,stat_penaltyConceded,stat_fouls,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalCross,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_clearanceOffLine,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
14167939,home,RC Lens,Robin Risser,Robin Risser,robin-risser,R. Risser,G,40,193.0,833,M,1387161,EUR,1101945600,G,40,40,False,20.0,16.0,10.0,6.0,0.0,14.0,14.0,2.0,6.0,1.0,2.0,1.0,8.0,2.0,2.0,1.0,3.0,90.0,32.0,8.5,4.0,0.00037681,0.6633,0,0.6549,0.05,0.01,0.44,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167939,home,RC Lens,Jonathan Gradit,,jonathan-gradit,J. Gradit,D,24,180.0,273,M,369650,EUR,722563200,D,24,24,False,97.0,93.0,5.0,2.0,0.0,42.0,42.0,51.0,55.0,1.0,2.0,6.0,4.0,1.0,,,,90.0,107.0,7.0,4.0,0.022069,,0,,0.3,0.25,-0.2,,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167939,home,RC Lens,Samson Baidoo,,samson-baidoo,S. Baidoo,D,6,190.0,1272,M,1099117,EUR,1080691200,D,6,6,False,94.0,91.0,7.0,7.0,0.0,51.0,51.0,40.0,43.0,1.0,4.0,2.0,3.0,1.0,,,,90.0,106.0,9.6,4.0,0.200785,,1,,0.78,0.14,0.45,,1.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.4219,0.5659,1.0,0.51,,,,,,,,,,,,,,,,,
14167939,home,RC Lens,Malang Sarr,,malang-sarr,M. Sarr,D,20,182.0,2159,M,826203,EUR,917049600,D,20,20,False,96.0,90.0,11.0,7.0,0.0,41.0,42.0,49.0,54.0,,1.0,5.0,4.0,,,,,90.0,110.0,7.9,7.0,0.0309042,,1,,0.36,0.12,0.54,,1.0,3.0,,,,,,,2.0,,,1.0,0.0749,,,0.01,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14167939,home,RC Lens,Ruben Aguilar,,ruben-aguilar,R. Aguilar,M,2,172.0,407,M,579576,EUR,735782400,M,2,2,False,42.0,39.0,1.0,,0.0,12.0,12.0,27.0,30.0,,1.0,3.0,3.0,,,,,82.0,61.0,6.8,11.0,0.0157483,,1,,-0.2,0.14,0.3,,,,,,,,,,,1.0,1.0,2.0,0.0309,,,-0.01,,,,,4.0,1.0,,,,,,,,,,,
14167939,home,RC Lens,Mamadou Sangare,Mamadou Sangare,mamadou-sangare,M. Sangare,M,8,181.0,4819,M,1064697,EUR,1025049600,M,8,8,False,32.0,28.0,3.0,1.0,1.0,13.0,14.0,15.0,18.0,1.0,4.0,1.0,8.0,1.0,,,,59.0,45.0,6.8,9.0,0.0164038,,0,,-0.02,0.01,0.25,,5.0,1.0,,2.0,,,,,1.0,3.0,2.0,2.0,,,1.0,,,3.0,,,,,1.0,2.0,,,,,,,,,
14167939,home,RC Lens,Adrien Thomasson,,adrien-thomasson,A. Thomasson,M,28,177.0,523,M,231946,EUR,755481600,M,28,28,False,48.0,38.0,2.0,,0.0,11.0,13.0,27.0,35.0,,4.0,1.0,5.0,1.0,,,,90.0,72.0,7.0,18.0,0.404501,,0,,0.37,0.26,0.17,,8.0,,,1.0,,2.0,,,1.0,3.0,1.0,,,,3.0,,,2.0,,,3.0,,2.0,,True,1.0,4.0,,,,,,
14167939,home,RC Lens,Matthieu Udol,,matthieu-udol,M. Udol,D,14,178.0,453,M,787827,EUR,827280000,M,14,14,False,51.0,40.0,3.0,,1.0,17.0,21.0,23.0,30.0,1.0,2.0,5.0,2.0,,,,,90.0,75.0,7.2,15.0,0.337748,,1,,0.34,-0.14,0.2,,1.0,,,,,,1.0,,,,,,0.0662,0.3878,1.0,0.01,,2.0,1.0,,1.0,,1.0,,,,,1.0,,,,,
14167939,home,RC Lens,Florian Thauvin,,florian-thauvin,F. Thauvin,F,24,179.0,8040,M,148824,EUR,728006400,F,10,10,False,39.0,29.0,3.0,1.0,0.0,6.0,8.0,23.0,31.0,,3.0,,2.0,,,,,71.0,54.0,6.4,17.0,0.214603,,1,,0.08,0.05,-0.04,,3.0,,,,,1.0,1.0,,,1.0,1.0,3.0,0.2287,0.5314,2.0,-0.58,1.0,3.0,2.0,,5.0,,,,,3.0,,1.0,,,,,
14167939,home,RC Lens,Wesley Saïd,,wesley-said,W. Saïd,F,22,171.0,742,M,227862,EUR,798249600,F,22,22,False,37.0,33.0,2.0,1.0,0.0,11.0,11.0,22.0,26.0,2.0,4.0,1.0,2.0,,,,,82.0,44.0,8.5,5.0,0.137869,,2,,0.33,0.58,0.16,,,,,,,,1.0,1.0,,,,,0.7868,0.4664,1.0,0.39,,2.0,2.0,,,1.0,1.0,,,,,,,,,,
