match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,captain,stat_outfielderBlock,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_goodHighClaim
13472818,home,Sport Recife,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193.0,501,M,147467,EUR,717552000,G,1,1,False,18.0,13.0,8.0,3.0,0.0,11.0,11.0,2.0,7.0,2.0,7.0,3.0,7.0,1.0,90.0,31.0,8.1,5.0,0.00054961,0,1.0489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472818,home,Sport Recife,Aderlan,aderlan,Aderlan,D,13,180.0,379,M,584432,EUR,650937600,D,13,13,False,51.0,43.0,6.0,3.0,0.0,21.0,24.0,22.0,27.0,2.0,5.0,,,,90.0,74.0,7.0,12.0,0.229214,0,,1.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13472818,home,Sport Recife,João Silva,joao-silva,J. Silva,D,44,187.0,283,M,1068519,EUR,916272000,D,6,6,False,40.0,35.0,2.0,1.0,0.0,23.0,24.0,12.0,16.0,6.0,1.0,,,,73.0,49.0,7.0,5.0,0.00787639,0,,1.0,1.0,2.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,
13472818,home,Sport Recife,Rafael Thyere,rafael-thyere,R. Thyere,D,15,190.0,343,M,354894,EUR,737596800,D,15,15,False,35.0,33.0,7.0,5.0,0.0,20.0,20.0,13.0,15.0,5.0,4.0,,,,90.0,49.0,7.5,4.0,0.00877173,0,,1.0,2.0,4.0,,,,,2.0,2.0,,1.0,,,,,2.0,True,4.0,2.0,,,,,,,,,,,,
13472818,home,Sport Recife,Luan Cândido,luan-candido,L. Cândido,D,36,187.0,716,M,905459,EUR,981072000,D,36,36,False,26.0,20.0,2.0,,0.0,8.0,10.0,12.0,16.0,6.0,4.0,,,,90.0,45.0,6.9,8.0,0.00989475,3,,1.0,1.0,3.0,,,,,,,2.0,,,1.0,,,1.0,,,,2.0,1.0,2.0,1.0,2.0,0.5336,0.8015,,,,,
13472818,home,Sport Recife,Zé Lucas,ze-lucas,Zé Lucas,M,58,174.0,3013,M,2040561,EUR,1206144000,M,58,58,False,34.0,30.0,1.0,1.0,0.0,17.0,18.0,13.0,16.0,6.0,7.0,,,,85.0,53.0,6.9,6.0,0.0154324,1,,,3.0,4.0,,1.0,1.0,2.0,1.0,,1.0,3.0,,,,,1.0,,,,1.0,,,,,0.0345,,1.0,,,,
13472818,home,Sport Recife,Pedro Augusto,pedro-augusto,P. Augusto,M,28,181.0,302,M,922556,EUR,857347200,M,28,28,False,56.0,49.0,5.0,1.0,0.0,28.0,31.0,21.0,25.0,3.0,4.0,,,,63.0,71.0,7.1,8.0,0.0250793,1,,1.0,2.0,5.0,,,,,1.0,1.0,2.0,,,,,,2.0,,1.0,1.0,,,,,1.0,0.0277,0.0408,,1.0,,,
13472818,home,Sport Recife,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,M,17,17,False,28.0,21.0,1.0,,0.0,7.0,8.0,14.0,20.0,1.0,6.0,,,,73.0,46.0,6.7,17.0,0.0238728,0,,,2.0,1.0,,1.0,,,,6.0,1.0,1.0,,1.0,,,,,,,4.0,1.0,,,,,,,,,,
13472818,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176.0,1742,M,244589,EUR,647481600,M,10,10,False,44.0,35.0,3.0,3.0,1.0,9.0,10.0,26.0,34.0,,5.0,,,,90.0,62.0,8.1,21.0,0.587892,0,,,6.0,1.0,2.0,1.0,1.0,1.0,,3.0,,1.0,,5.0,,,,,,,10.0,3.0,,,,,,,3.0,3.0,,
13472818,home,Sport Recife,Romarinho,romarinho,Romarinho,M,11,168.0,592,M,870578,EUR,762480000,M,11,11,False,35.0,26.0,,,0.0,2.0,4.0,24.0,31.0,,9.0,,,,90.0,54.0,6.7,19.0,0.0871509,1,,,8.0,5.0,5.0,3.0,1.0,,,2.0,4.0,1.0,,1.0,,,,,,,1.0,,,,,0.0384,,1.0,,,,
