match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_totalClearance,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_shotOffTarget,stat_wonTackle,stat_accurateCross,stat_bigChanceCreated,stat_penaltyWon,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded,stat_blockedScoringAttempt
10390086,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,35.0,28.0,10.0,3.0,26.0,30.0,2.0,5.0,1.0,5.0,90.0,40.0,6.9,7.0,0.0,0.0,0.00082243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390086,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,66.0,63.0,2.0,2.0,30.0,31.0,33.0,36.0,1.0,6.0,90.0,82.0,7.3,6.0,0.0,0.0,0.0434168,0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10390086,home,Lille,José Fonte,,,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,89.0,86.0,1.0,,65.0,66.0,21.0,23.0,,3.0,90.0,99.0,7.1,4.0,0.0,0.0,0.0318194,0,,,1.0,2.0,,,,1.0,1.0,,True,2.0,7.0,,,,,,,,,,,,,,,,,,,,,
10390086,home,Lille,Tiago Djaló,,,tiago-djalo,T. Djaló,D,35,190,2965,M,892735,EUR,955238400,D,3,3,False,89.0,87.0,2.0,2.0,73.0,75.0,14.0,14.0,,7.0,90.0,93.0,7.2,2.0,0.1163,0.0565,0.00714085,1,,,1.0,,,,,,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10390086,home,Lille,Timothy Weah,,,weah-timothy,T. Weah,M,22,185,11671,M,855810,EUR,951177600,D,22,22,False,39.0,36.0,3.0,3.0,22.0,24.0,14.0,16.0,1.0,2.0,87.0,56.0,6.7,7.0,0.0,0.0,0.0132461,0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,,2.0,1.0,,,1.0,,,1.0,timothyweah,1.0,1.0,1.0,,,,,,,,,,,,,,
10390086,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,20,20,False,99.0,89.0,5.0,2.0,63.0,65.0,26.0,34.0,,6.0,89.0,104.0,6.8,10.0,0.2004,0.207,0.0538511,3,,,3.0,1.0,,,,,1.0,,,,,,1.0,,,2.0,,1.0,2.0,,,,,,,,,,,,,
10390086,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,104.0,92.0,7.0,4.0,52.0,53.0,40.0,52.0,,8.0,90.0,119.0,6.8,16.0,0.0,0.0,0.179586,0,1.0,1.0,9.0,4.0,3.0,1.0,2.0,,3.0,1.0,,1.0,4.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,
10390086,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,False,39.0,29.0,2.0,1.0,7.0,9.0,23.0,35.0,,4.0,73.0,67.0,7.6,23.0,0.0,0.0,1.02533,0,5.0,1.0,5.0,7.0,6.0,3.0,2.0,4.0,,3.0,,,,,,,edonzhegrova10,,1.0,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,
10390086,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,False,82.0,71.0,2.0,2.0,23.0,23.0,48.0,61.0,1.0,7.0,90.0,99.0,7.5,20.0,0.1235,0.1545,0.297853,2,2.0,,7.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,,,,,1.0,,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,
10390086,home,Lille,Jonathan Bamba,,,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,7,7,False,45.0,41.0,,,13.0,14.0,28.0,32.0,1.0,2.0,74.0,65.0,7.2,8.0,0.4059,0.4482,0.0727871,2,1.0,,3.0,7.0,1.0,1.0,2.0,3.0,,1.0,,2.0,1.0,1.0,1.0,,,3.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,
