match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_wonContest,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_fouls,stat_penaltyConceded,captain,stat_shotOffTarget,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAShot,stat_lastManTackle,stat_penaltyMiss,stat_penaltyWon
14572716,home,PAOK,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,523,M,154040,EUR,703209600,G,1,1,False,22.0,15.0,11.0,4.0,0.0,13.0,14.0,2.0,8.0,1.0,7.0,2.0,1.0,1.0,4.0,1.0,90.0,31.0,7.6,7.0,0.00184627,49.435834778029,8.0,23.205,5.985,0.7724,0,0.9816,0.05,-0.01,-0.04,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572716,home,PAOK,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,3,3,False,42.0,33.0,6.0,5.0,0.0,18.0,21.0,15.0,21.0,2.0,,,,,,,90.0,56.0,7.2,13.0,0.218601,120.69300641718,11.0,85.155,25.2,,0,,0.37,0.09,-0.15,,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14572716,home,PAOK,Tomasz Kędziora,tomasz-kedziora,T. Kędziora,D,16,184,1734,M,138595,EUR,771292800,D,16,16,False,43.0,40.0,9.0,7.0,0.0,31.0,31.0,9.0,12.0,3.0,5.0,,,,,,90.0,55.0,7.3,4.0,0.00557315,176.83608129183,15.0,8.61,30.765,,0,,0.18,0.06,-0.12,,,,1.0,,7.0,1.0,,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14572716,home,PAOK,Ioannis Michailidis,ioannis-michailidis,I. Michailidis,D,5,188,643,M,947156,EUR,950832000,D,5,5,False,45.0,38.0,12.0,7.0,0.0,30.0,33.0,8.0,12.0,5.0,4.0,,,,,,90.0,66.0,7.4,9.0,0.0142329,91.802580061712,14.0,11.235,9.87,,2,,0.24,0.03,-0.06,,,,5.0,4.0,10.0,,,,4.0,2.0,1.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,0.0783,0.0201,0.01,,,,,,,,,,,,,
14572716,home,PAOK,Abdul Rahman Baba,abdul-baba-rahman,A. R. Baba,D,21,179,1358,M,239632,EUR,773107200,D,21,21,False,33.0,23.0,7.0,2.0,0.0,13.0,16.0,10.0,17.0,5.0,6.0,,,,,,90.0,77.0,6.9,25.0,0.107432,62.181135657121,7.0,56.91,24.99,,1,,0.3,0.23,-0.24,,2.0,,3.0,6.0,7.0,2.0,1.0,2.0,3.0,2.0,,2.0,,,1.0,,1.0,2.0,2.0,,1.0,0.0685,,0.01,,,,,,,,,,,,,
14572716,home,PAOK,Alessandro Bianco,bianco-alessandro,A. Bianco,M,22,173,535,M,1101992,EUR,1033430400,M,22,22,False,23.0,17.0,2.0,,0.0,7.0,10.0,10.0,13.0,1.0,2.0,,,,,,62.0,34.0,6.7,9.0,0.00789798,75.345403554288,9.0,-16.695,5.775,,2,,0.04,0.12,0.28,,,,,3.0,3.0,1.0,,,3.0,3.0,2.0,,,,,,1.0,,,1.0,1.0,0.0564,0.0299,-0.2,1.0,,,,,,,,,,,,
14572716,home,PAOK,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187,965,M,139229,EUR,763862400,M,8,8,False,22.0,19.0,2.0,2.0,0.0,10.0,11.0,9.0,11.0,3.0,5.0,,,,,,90.0,35.0,6.3,5.0,0.011236,72.157535758909,10.0,-6.51,8.19,,1,,0.04,0.06,-0.26,,,,1.0,4.0,4.0,1.0,,,3.0,3.0,1.0,,,,,,1.0,,,,1.0,0.0402,,-0.08,2.0,1.0,,,,,,,,,,,
14572716,home,PAOK,Andrija Živković,andrija-zivkovic,A. Živković,M,14,169,2702,M,188133,EUR,837043200,M,14,14,False,36.0,27.0,2.0,,0.0,8.0,10.0,19.0,26.0,1.0,10.0,,,,,,90.0,55.0,6.8,16.0,0.143121,181.94082930598,21.0,91.77,24.885,,2,,0.26,0.39,-0.03,,6.0,1.0,2.0,5.0,4.0,1.0,,2.0,1.0,1.0,,4.0,,,,1.0,2.0,1.0,,,,0.1184,,-0.38,1.0,,True,2.0,,,,,,,,,
14572716,home,PAOK,Luka Ivanušec,luka-ivanusec,L. Ivanušec,F,18,175,3283,M,822462,EUR,912038400,M,18,18,False,26.0,18.0,1.0,,0.0,8.0,10.0,10.0,16.0,,6.0,,,,,,90.0,45.0,7.2,16.0,0.0175756,80.656633338277,13.0,0.945,10.5,,4,,0.07,0.05,-0.07,,1.0,,,8.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,2.0,,3.0,2.0,1.0,0.2151,0.9534,0.6,2.0,,,1.0,LukaIvanusec,1.0,,,,,,,
14572716,home,PAOK,Taison,taison,Taison,M,11,172,1307,M,39661,EUR,569030400,M,11,11,False,27.0,21.0,3.0,1.0,1.0,5.0,7.0,16.0,20.0,,2.0,,,,,,79.0,47.0,6.9,15.0,0.198734,177.93278070249,14.0,57.33,21.21,,2,,0.35,0.39,0.14,,4.0,2.0,2.0,10.0,4.0,3.0,1.0,1.0,,,2.0,5.0,,,1.0,1.0,3.0,,3.0,1.0,,0.1253,0.1061,-0.4,2.0,,,1.0,,,1.0,1.0,,,,,
