match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_aerialLost,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist,stat_hitWoodwork
10411635,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,34.0,24.0,16.0,7.0,20.0,26.0,4.0,8.0,2.0,5.0,2.0,1.0,1.0,1.0,90.0,42.0,6.4,10.0,0.0,0.0,0.00097364,0,-0.4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411635,home,Monza,Marlon,,,marlon,Marlon,D,4,182,529,M,,331853,EUR,810432000,D,4,4,False,26.0,26.0,,,19.0,19.0,7.0,7.0,2.0,1.0,,,,,45.0,31.0,6.3,,0.0,0.0,0.00200149,0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411635,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,,100565,EUR,665366400,D,5,5,False,34.0,28.0,2.0,,24.0,27.0,4.0,8.0,1.0,5.0,,,,,71.0,44.0,6.7,8.0,0.0,0.0,0.00148546,0,,1.0,,2.0,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10411635,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,55,55,False,66.0,54.0,8.0,3.0,31.0,35.0,23.0,32.0,1.0,6.0,,,,,90.0,82.0,7.4,14.0,0.0,0.0,0.016497,0,,3.0,1.0,1.0,2.0,1.0,2.0,10.0,,5.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10411635,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,M,19,19,False,19.0,14.0,2.0,1.0,4.0,5.0,11.0,16.0,,,,,,,45.0,32.0,6.5,7.0,0.0861,0.0,0.0490748,1,,2.0,1.0,,,2.0,,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
10411635,home,Monza,José Machín,,,jose-machin,J. Machín,M,28,184,178,M,,792308,EUR,839980800,M,7,7,False,46.0,42.0,2.0,1.0,14.0,14.0,28.0,34.0,2.0,9.0,,,,,90.0,64.0,7.1,7.0,0.0856,0.0,0.0443278,2,,3.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,
10411635,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,False,71.0,58.0,3.0,2.0,28.0,29.0,31.0,43.0,,10.0,,,,,90.0,92.0,7.5,16.0,0.2773,0.0,0.0655657,2,,4.0,2.0,1.0,,1.0,,10.0,1.0,3.0,,1.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,True,1.0,,,,,,,,,
10411635,home,Monza,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,31.0,24.0,1.0,,11.0,15.0,13.0,23.0,2.0,3.0,,,,,90.0,60.0,6.4,18.0,0.1014,0.0,0.0135045,1,,7.0,1.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,,,3.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,
10411635,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,F,84,84,False,36.0,31.0,1.0,,12.0,13.0,21.0,28.0,,5.0,,,,,90.0,65.0,6.8,17.0,0.0693,0.0,0.187561,1,,7.0,,1.0,1.0,5.0,1.0,3.0,1.0,1.0,,1.0,4.0,,,3.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,
10411635,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,17,17,False,42.0,32.0,1.0,1.0,6.0,8.0,27.0,40.0,,2.0,,,,,80.0,62.0,7.6,17.0,0.3769,0.7279,0.222299,4,,6.0,2.0,,2.0,6.0,,3.0,1.0,,,1.0,3.0,2.0,,,1.0,1.0,,2.0,,,,,2.0,1.0,,,,,
10411635,home,Monza,Andrea Petagna,,,andrea-petagna,A. Petagna,F,37,190,474,M,,295973,EUR,804470400,F,37,37,False,16.0,12.0,,,5.0,6.0,7.0,10.0,,4.0,,,,,45.0,25.0,6.9,8.0,0.055,0.0,0.185888,1,,3.0,,,,,2.0,5.0,1.0,,,3.0,,,,1.0,3.0,,1.0,,,2.0,,,,,,,,,
10411635,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,3,3,True,29.0,25.0,5.0,3.0,13.0,16.0,12.0,13.0,,7.0,,,,,45.0,35.0,6.7,5.0,0.0,0.0,0.0102048,0,,2.0,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10411635,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,28,28,True,21.0,20.0,3.0,2.0,3.0,3.0,19.0,22.0,,2.0,,,,,45.0,34.0,6.7,8.0,0.0,0.0,0.136186,0,,5.0,,,2.0,4.0,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,2.0,,,,2.0,,,,,,,,,
10411635,home,Monza,Dany Mota,,,dany-mota,D. Mota,F,47,180,827,M,,838907,EUR,894067200,F,47,47,True,18.0,13.0,,,4.0,4.0,10.0,17.0,1.0,2.0,,,,,45.0,31.0,7.0,11.0,0.112,0.0,0.194995,1,,4.0,1.0,,1.0,3.0,2.0,5.0,1.0,,,1.0,2.0,2.0,,3.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,
