match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_jerseyNumber,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_outfielderBlock,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_shotOffTarget,player_lastName,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed
10570035,home,Wycombe Wanderers,Tyla Dickinson,Tyla Dickinson,tyla-dickinson,T. Dickinson,G,186,6,M,1133033,EUR,986256000,G,13,13,False,25.0,6.0,23.0,4.0,5.0,7.0,1.0,18.0,1.0,1.0,5.0,2.0,2.0,90.0,30.0,5.9,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570035,home,Wycombe Wanderers,Jason McCarthy,,jason-mccarthy,J. McCarthy,D,186,8,M,368132,EUR,815702400,D,26,26,False,28.0,15.0,4.0,,5.0,7.0,11.0,25.0,3.0,3.0,3.0,,,62.0,50.0,6.5,20.0,0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10570035,home,Wycombe Wanderers,Chris Forino,Chris Forino,chris-forino,C. Forino,D,191,63,M,1138406,EUR,956707200,D,5,5,False,20.0,14.0,5.0,4.0,8.0,13.0,6.0,7.0,3.0,4.0,5.0,,,63.0,27.0,6.6,8.0,0,,,5.0,6.0,2.0,1.0,,,3,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10570035,home,Wycombe Wanderers,Jack Wakely,,jack-wakely,J. Wakely,D,194,20,M,991602,EUR,972432000,D,19,19,False,36.0,15.0,11.0,3.0,9.0,21.0,6.0,15.0,2.0,4.0,4.0,,,90.0,48.0,6.2,21.0,0,,,3.0,6.0,6.0,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10570035,home,Wycombe Wanderers,Joe Jacobson,,joe-jacobson,J. Jacobson,D,180,26,M,15301,EUR,532569600,D,3,3,False,27.0,11.0,7.0,,8.0,15.0,4.0,21.0,2.0,4.0,5.0,,,90.0,70.0,5.9,34.0,1,9.0,1.0,1.0,7.0,2.0,2.0,1.0,3.0,3,,2.0,2.0,2.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,
10570035,home,Wycombe Wanderers,Nick Freeman,,nick-freeman,N. Freeman,M,180,19,M,844637,EUR,815702400,M,22,22,False,30.0,21.0,3.0,,6.0,10.0,15.0,21.0,3.0,5.0,7.0,,,90.0,44.0,6.5,14.0,0,1.0,,4.0,5.0,2.0,1.0,,,16,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10570035,home,Wycombe Wanderers,Daryl Horgan,,daryl-horgan,D. Horgan,M,171,63,M,110021,EUR,713404800,M,17,17,False,23.0,10.0,7.0,2.0,1.0,6.0,9.0,19.0,1.0,10.0,4.0,,,90.0,42.0,6.0,22.0,1,2.0,,1.0,6.0,,5.0,1.0,,7,2.0,1.0,2.0,3.0,,2.0,,2.0,,,,1.0,,,,,,,,,
10570035,home,Wycombe Wanderers,Jasper Pattenden,Jasper Pattenden,jasper-pattenden,J. Pattenden,D,173,21,M,1388274,EUR,1018828800,M,31,31,False,19.0,14.0,3.0,1.0,5.0,5.0,9.0,16.0,6.0,12.0,4.0,,,90.0,39.0,6.2,11.0,0,2.0,,2.0,5.0,3.0,1.0,1.0,1.0,17,2.0,1.0,1.0,1.0,,3.0,,1.0,1.0,,,,,1.0,1.0,,,,,,
10570035,home,Wycombe Wanderers,Jack Young,Jack,jack-young,J. Young,M,175,23,M,994549,EUR,972086400,M,15,15,False,23.0,16.0,3.0,2.0,7.0,7.0,9.0,16.0,,2.0,2.0,,,74.0,29.0,6.7,7.0,1,,,,2.0,1.0,,,1.0,,,,,2.0,1.0,,,1.0,1.0,,,1.0,Young,,1.0,,,,,,
10570035,home,Wycombe Wanderers,Anis Mehmeti,,anis-mehmeti,A. Mehmeti,F,180,893,M,1007072,EUR,978998400,M,11,11,False,10.0,8.0,1.0,,1.0,1.0,8.0,11.0,1.0,3.0,1.0,,,62.0,19.0,6.9,5.0,0,2.0,1.0,,1.0,,,,,33,2.0,1.0,,,,,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,
