match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_lastManTackle,stat_fouls,stat_outfielderBlock,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_punches,player_sofascoreId,stat_goals,stat_goalAssist,stat_hitWoodwork
10570031,home,Forest Green Rovers,Luke McGee,,,luke-mcgee,L. McGee,G,1,188.0,20,M,769785,EUR,810000000,G,1,1,False,37.0,27.0,16.0,6.0,24.0,26.0,3.0,11.0,8.0,1.0,2.0,90.0,46.0,5.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570031,home,Forest Green Rovers,Dominic Bernard,,,dominic-bernard,D. Bernard,D,3,180.0,10,M,960237,EUR,859593600,D,3,3,False,53.0,45.0,6.0,4.0,26.0,30.0,20.0,24.0,6.0,,,90.0,71.0,6.2,13.0,0,True,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10570031,home,Forest Green Rovers,Oliver Casey,,,oliver-casey,O. Casey,D,4,188.0,39,M,1009707,EUR,977184000,D,5,5,False,50.0,41.0,9.0,4.0,35.0,41.0,6.0,9.0,5.0,,,90.0,59.0,6.1,9.0,2,,,,,1.0,,2.0,,,2.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
10570031,home,Forest Green Rovers,Baily Cargill,,,baily-cargill,B. Cargill,D,6,192.0,18,M,369020,EUR,813542400,D,6,6,False,67.0,56.0,12.0,9.0,29.0,30.0,27.0,37.0,6.0,,,90.0,82.0,6.9,15.0,2,,,,,,3.0,4.0,,1.0,,2.0,3.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10570031,home,Forest Green Rovers,Sean Robertson,,,sean-robertson,S. Robertson,D,19,,13,M,1020670,EUR,991785600,M,19,19,False,23.0,13.0,3.0,2.0,10.0,14.0,4.0,11.0,3.0,,,45.0,34.0,6.7,14.0,0,,2.0,1.0,1.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10570031,home,Forest Green Rovers,Ben Stevenson,,,ben-stevenson,B. Stevenson,M,26,183.0,24,M,816806,EUR,859075200,M,7,7,False,46.0,34.0,5.0,3.0,20.0,24.0,14.0,22.0,9.0,,,90.0,57.0,7.1,13.0,1,,,,2.0,2.0,3.0,6.0,,,,2.0,4.0,3.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,
10570031,home,Forest Green Rovers,Regan Hendry,,,regan-hendry,R. Hendry,M,24,176.0,27,M,847122,EUR,885340800,M,8,8,False,32.0,27.0,1.0,1.0,18.0,22.0,10.0,12.0,1.0,,,62.0,38.0,6.6,8.0,0,,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
10570031,home,Forest Green Rovers,Armani Little,,,armani-little,A. Little,M,8,175.0,29,M,920373,EUR,860198400,M,10,10,False,15.0,10.0,1.0,1.0,7.0,7.0,3.0,8.0,3.0,,,45.0,24.0,6.2,9.0,0,,,,1.0,1.0,4.0,3.0,,2.0,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,
10570031,home,Forest Green Rovers,Corey O'Keeffe,Corey,O'Keeffe,corey-okeeffe,C. O'Keeffe,M,7,184.0,57,M,856713,EUR,897004800,M,2,2,False,46.0,38.0,6.0,4.0,17.0,18.0,22.0,32.0,5.0,,,90.0,72.0,7.0,17.0,1,,4.0,1.0,,,3.0,8.0,,5.0,,,3.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,3.0,,,,,,,,
10570031,home,Forest Green Rovers,Josh March,Josh,March,josh-march,J. March,F,24,175.0,68,M,1014626,EUR,858643200,F,28,28,False,11.0,6.0,,,3.0,3.0,3.0,8.0,,,,62.0,18.0,6.1,8.0,1,,,,4.0,2.0,8.0,3.0,,1.0,,,,,2.0,1.0,,,,,1.0,,3.0,,,1.0,2.0,,,,,,
