match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_aerialLost,stat_penaltyWon,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11511071,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191.0,323,M,43970,EUR,667872000,G,1,1,False,35.0,29.0,14.0,9.0,23.0,26.0,6.0,9.0,6.0,2.0,1.0,1.0,90.0,40.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511071,home,Udinese,Christian Kabasele,christian-kabasele,C. Kabasele,D,27,186.0,476,M,58351,EUR,667353600,D,27,27,False,49.0,44.0,3.0,1.0,32.0,33.0,13.0,18.0,9.0,,,,90.0,65.0,7.2,7.0,1,,,2.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11511071,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192.0,2516,M,886930,EUR,918172800,D,29,29,False,45.0,37.0,8.0,3.0,27.0,28.0,10.0,17.0,8.0,,,,90.0,56.0,7.1,9.0,0,,,,,3.0,,5.0,,5.0,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11511071,home,Udinese,Adam Masina,adam-masina,A. Masina,D,,189.0,5399,M,259995,EUR,757468800,D,3,3,False,37.0,34.0,1.0,1.0,27.0,29.0,7.0,8.0,2.0,,,,66.0,46.0,6.5,4.0,1,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11511071,home,Udinese,Festy Ebosele,festy-ebosele,F. Ebosele,D,36,180.0,588,M,983059,EUR,1028246400,M,2,2,False,24.0,19.0,3.0,1.0,3.0,3.0,16.0,24.0,7.0,,,,67.0,45.0,7.0,15.0,0,,,3.0,,,6.0,6.0,,,,,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,6.0,3.0,,,,,,,,,,,,,,
11511071,home,Udinese,Oier Zarraga,oier-zarraga,O. Zarraga,M,6,175.0,216,M,1009661,EUR,915408000,M,6,6,False,27.0,23.0,3.0,2.0,9.0,12.0,14.0,15.0,3.0,,,,90.0,33.0,7.6,5.0,1,,,,,,1.0,4.0,1.0,,,,2.0,2.0,,1.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
11511071,home,Udinese,Walace,walace,Walace,M,5,188.0,1459,M,553686,EUR,796953600,M,11,11,False,46.0,39.0,5.0,3.0,21.0,22.0,18.0,24.0,6.0,,,,90.0,51.0,6.5,9.0,0,,,,,,4.0,1.0,,,1.0,,,1.0,2.0,,,1.0,,,2.0,,,,True,,,,,,,,,,,
11511071,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180.0,805,M,575852,EUR,891043200,M,4,4,False,28.0,25.0,4.0,4.0,9.0,9.0,17.0,21.0,4.0,,,,90.0,46.0,8.0,6.0,5,,,2.0,1.0,,2.0,3.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,3.0,1.0,,,,,,,,,
11511071,home,Udinese,Jordan Zemura,jordan-zemura,J. Zemura,D,33,173.0,788,M,964119,EUR,942537600,M,33,33,False,27.0,20.0,3.0,1.0,13.0,13.0,7.0,15.0,8.0,,,,67.0,36.0,6.9,10.0,1,,,1.0,,,4.0,2.0,,1.0,,,1.0,,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,
11511071,home,Udinese,Florian Thauvin,florian-thauvin,F. Thauvin,F,10,179.0,8087,M,148824,EUR,728006400,F,26,26,False,30.0,24.0,2.0,2.0,10.0,12.0,16.0,23.0,1.0,,,,88.0,50.0,8.7,14.0,4,,,5.0,2.0,1.0,2.0,4.0,1.0,,,,1.0,1.0,,1.0,3.0,4.0,,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,,,
