match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_jerseyNumber,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_keyPass,stat_totalContest,stat_goals,player_firstName,player_lastName,stat_dispossessed,stat_challengeLost,stat_shotOffTarget,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_wonContest,stat_bigChanceCreated,stat_totalOffside
10629311,home,Nottingham Forest,Wayne Hennessey,wayne-hennessey,W. Hennessey,G,198,245,M,16620,EUR,538444800,G,13,13,False,34.0,16.0,28.0,10.0,12.0,14.0,4.0,20.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,90.0,41.0,7.5,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10629311,home,Nottingham Forest,Serge Aurier,serge-aurier,S. Aurier,D,176,2921,M,105697,EUR,725155200,D,24,24,False,20.0,19.0,2.0,2.0,12.0,13.0,9.0,9.0,1.0,2.0,4.0,3.0,,,,,,,,62.0,32.0,7.0,2.0,0,Serge_aurier,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10629311,home,Nottingham Forest,Joe Worrall,joe-worrall,J. Worrall,D,193,315,M,838399,EUR,852854400,D,4,4,False,36.0,30.0,4.0,2.0,24.0,27.0,6.0,9.0,3.0,3.0,5.0,2.0,,,,,,,,90.0,48.0,7.2,8.0,1,,,,2.0,,,,1.0,4,True,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10629311,home,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,195,1886,M,139310,EUR,665539200,D,30,30,False,41.0,33.0,7.0,2.0,30.0,35.0,3.0,6.0,2.0,5.0,6.0,4.0,,,,,,,,90.0,54.0,7.3,8.0,1,,,,,,3.0,1.0,,30,,,,,,1.0,1.0,,,,,,,,,,,,,
10629311,home,Nottingham Forest,Renan Lodi,renan-lodi,R. Lodi,D,173,4256,M,851150,EUR,891993600,D,32,32,False,33.0,25.0,5.0,2.0,20.0,25.0,7.0,23.0,1.0,5.0,2.0,4.0,2.0,,,,,,,90.0,75.0,7.9,26.0,1,renan_lodi,15.0,2.0,4.0,,2.0,2.0,1.0,16,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,
10629311,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,190,884,M,846252,EUR,880070400,M,22,22,False,27.0,24.0,1.0,1.0,12.0,15.0,12.0,13.0,,4.0,3.0,6.0,2.0,,,,,,,90.0,41.0,6.7,6.0,1,,1.0,,5.0,,2.0,1.0,3.0,22,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,
10629311,home,Nottingham Forest,Orel Mangala,orel-mangala,O. Mangala,M,178,1578,M,793988,EUR,890179200,M,5,5,False,32.0,29.0,5.0,2.0,17.0,17.0,12.0,15.0,,4.0,,5.0,2.0,,,,,,,76.0,39.0,6.1,5.0,0,,,,6.0,,2.0,1.0,4.0,5,,,,,,,1.0,,,,,2.0,,,,,,,,
10629311,home,Nottingham Forest,Lewis O'Brien,lewis-obrien,L. O'Brien,M,173,303,M,920936,EUR,908323200,M,14,14,False,29.0,23.0,1.0,1.0,11.0,12.0,12.0,17.0,,1.0,1.0,6.0,,,,,,,,79.0,35.0,6.5,8.0,1,,,,2.0,,1.0,1.0,1.0,27,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,
10629311,home,Nottingham Forest,Jesse Lingard,jesse-lingard,J. Lingard,F,174,12188,M,205508,EUR,724377600,M,11,11,False,18.0,14.0,3.0,2.0,3.0,4.0,11.0,14.0,,2.0,,2.0,2.0,,,,,,,78.0,34.0,7.6,9.0,6,JLingz,,,5.0,,,,2.0,,,,3.0,,3.0,3.0,3.0,,1.0,,,2.0,1.0,,1.0,1.0,,,,
10629311,home,Nottingham Forest,Taiwo Awoniyi,taiwo-awoniyi,T. Awoniyi,F,183,3455,M,359664,EUR,871344000,F,9,9,False,12.0,10.0,,,3.0,3.0,7.0,9.0,1.0,5.0,,5.0,2.0,,,,,,,62.0,24.0,6.7,8.0,0,,,,3.0,,2.0,1.0,,9,,1.0,,,2.0,,,,,,,2.0,,,,,1.0,,,
