match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalClearance,player_sofascoreId,stat_goalAssist,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_wasFouled,captain,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_penaltyWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
10411523,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,30.0,25.0,13.0,8.0,22.0,24.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,90.0,37.0,5.8,5.0,0.0,0.0,0.00181962,0,-0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411523,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,D,2,2,False,49.0,43.0,2.0,1.0,24.0,27.0,19.0,23.0,1.0,3.0,,1.0,,,,,,,82.0,64.0,6.2,12.0,0.0,0.0,0.016245,0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411523,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,57.0,46.0,10.0,6.0,32.0,37.0,14.0,20.0,5.0,4.0,,4.0,,,,,,,90.0,71.0,6.9,11.0,0.0,0.0,0.297962,0,,,,,5.0,6.0,4.0,milenkovicn_4,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411523,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,False,68.0,56.0,11.0,5.0,39.0,43.0,17.0,25.0,3.0,9.0,,1.0,,,,,,,90.0,83.0,6.6,13.0,0.0,0.0,0.00460636,0,,,,,2.0,8.0,3.0,chinomartinezquarta96,,,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10411523,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,61.0,50.0,3.0,,20.0,23.0,31.0,41.0,7.0,7.0,,2.0,,,,,,,82.0,81.0,6.1,17.0,0.0312,0.0,0.13838,1,,,,3.0,1.0,2.0,,,,3.0,,1.0,1.0,1.0,1.0,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,
10411523,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1099,M,36784,EUR,619747200,M,5,5,False,38.0,35.0,2.0,2.0,12.0,13.0,23.0,27.0,3.0,7.0,,1.0,,,,,,,90.0,50.0,6.9,6.0,0.0,0.0,0.0616864,0,,,,2.0,1.0,6.0,,,,2.0,,1.0,1.0,,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,
10411523,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,359272,EUR,840585600,M,34,34,False,58.0,49.0,7.0,4.0,17.0,19.0,33.0,41.0,4.0,4.0,,4.0,,,,,,,83.0,70.0,6.4,12.0,0.0,0.0,0.0471356,0,,,,2.0,,2.0,,sofyanamrabat,,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,
10411523,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,27.0,21.0,5.0,2.0,9.0,10.0,13.0,18.0,1.0,,,,,,,,,,52.0,31.0,6.3,7.0,0.0,0.0,0.0234943,0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
10411523,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,F,22,22,False,4.0,2.0,,,2.0,2.0,,2.0,,1.0,,,,,,,,,8.0,5.0,6.5,2.0,0.0,0.0,1.903e-05,0,,,,,,1.0,,nicoigonzalez,,,,,,,,,1.0,,,,,,,,,,,,,,,
10411523,home,Fiorentina,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,870762,EUR,893462400,F,9,9,False,20.0,16.0,2.0,1.0,6.0,6.0,10.0,15.0,2.0,2.0,,,,,,,,,90.0,37.0,7.1,12.0,0.875,0.9793,0.0159499,2,,,,1.0,1.0,3.0,2.0,arthurcabral9,,1.0,,,,1.0,,1.0,2.0,,,,5.0,,,,1.0,1.0,1.0,,,,,
