match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,captain,stat_shotOffTarget,stat_goals,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_penaltyConceded,player_sofascoreId,stat_goalAssist
11399409,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,35.0,25.0,14.0,4.0,24.0,25.0,1.0,10.0,7.0,1.0,3.0,4.0,90.0,46.0,6.8,11.0,0.0,0.0,0.00021613,0,-0.0379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,44.0,33.0,6.0,2.0,17.0,20.0,17.0,25.0,2.0,,,,90.0,67.0,6.4,13.0,0.0,0.0,0.0768275,0,,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,57.0,50.0,4.0,1.0,41.0,45.0,9.0,12.0,5.0,,,,84.0,71.0,5.0,9.0,0.0,0.0,0.00279728,0,,,,,,,4.0,6.0,4.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,3,3,False,76.0,64.0,12.0,5.0,49.0,53.0,15.0,23.0,4.0,,,,90.0,93.0,7.0,13.0,0.0,0.0,0.183175,0,,,,,,,1.0,8.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,38.0,29.0,6.0,3.0,20.0,23.0,9.0,16.0,7.0,,,,90.0,69.0,6.4,14.0,0.0,0.0,0.00380418,0,,,,1.0,,1.0,7.0,6.0,2.0,2.0,2.0,1.0,,,2.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168,156,M,285941,EUR,822614400,M,11,11,False,11.0,8.0,1.0,1.0,4.0,5.0,4.0,6.0,3.0,,,,61.0,21.0,6.6,7.0,0.0559,0.0479,0.00380753,1,,,,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,,,1.0,4.0,2.0,,,,,1.0,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,False,28.0,22.0,1.0,,15.0,16.0,8.0,14.0,6.0,,,,84.0,38.0,7.0,7.0,0.0,0.0,0.284277,0,,,,2.0,1.0,,,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,6,6,False,30.0,26.0,4.0,4.0,13.0,16.0,13.0,14.0,4.0,,,,85.0,49.0,7.0,8.0,0.0,0.0,0.0153932,0,,,,,,,4.0,8.0,2.0,,4.0,3.0,1.0,,,,2.0,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,
11399409,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,M,7,7,False,15.0,13.0,3.0,1.0,6.0,7.0,7.0,8.0,5.0,,,,90.0,32.0,6.4,8.0,1.0381,0.6319,0.0159347,3,,,,,,,4.0,6.0,1.0,,,,2.0,,1.0,,2.0,5.0,3.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,
11399409,home,RKC Waalwijk,David Min,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,False,7.0,4.0,1.0,,2.0,3.0,2.0,4.0,3.0,,,,61.0,16.0,6.8,6.0,0.0,0.0,0.00043528,0,,,,,,1.0,5.0,2.0,2.0,1.0,,,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,
