match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalClearance,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_goodHighClaim,stat_punches
11047752,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,40.0,35.0,9.0,4.0,32.0,34.0,3.0,6.0,8.0,1.0,1.0,90.0,48.0,7.4,6.0,0.0,0.0,0.00058948,0,0.2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11047752,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,59.0,47.0,9.0,6.0,25.0,27.0,26.0,39.0,7.0,,,89.0,85.0,7.4,16.0,0.039,0.0,0.208758,1,,7.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11047752,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,64.0,54.0,6.0,2.0,37.0,42.0,17.0,22.0,4.0,,,90.0,72.0,6.8,12.0,0.0,0.0,0.0615262,0,,,,4.0,6.0,,2.0,1.0,,1.0,2.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11047752,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,75.0,67.0,8.0,4.0,43.0,45.0,24.0,30.0,7.0,,,90.0,82.0,8.2,8.0,0.7362,1.7097,0.0113115,2,,,,2.0,3.0,,,,,1.0,,1.0,,,2.0,3.0,,2.0,,,,,True,2.0,1.0,1.0,,,,,,,,
11047752,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,False,52.0,44.0,4.0,4.0,27.0,30.0,18.0,27.0,9.0,,,90.0,92.0,7.7,18.0,0.0,0.0,0.331625,0,,5.0,1.0,8.0,6.0,,3.0,1.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,1.0,,3.0,2.0,,,,,1.0,1.0,,,,,,
11047752,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,False,60.0,48.0,2.0,2.0,26.0,27.0,22.0,33.0,7.0,,,90.0,78.0,6.7,16.0,0.4064,0.4464,0.0193051,3,,,,9.0,5.0,2.0,3.0,2.0,,1.0,1.0,1.0,,,3.0,,2.0,,1.0,,2.0,1.0,,2.0,,,,,1.0,1.0,1.0,,,
11047752,home,Liverpool,Fabinho,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,False,47.0,41.0,1.0,1.0,24.0,26.0,17.0,21.0,4.0,,,90.0,56.0,6.8,7.0,0.0513,0.0,0.10611,1,,,,4.0,3.0,1.0,1.0,,1.0,3.0,3.0,,,,,,,,3.0,,,2.0,,,,,,,,,,,,
11047752,home,Liverpool,Stefan Bajčetić,stefan-bajcetic,S. Bajčetić,M,43,185,10262,M,stefanbajcetic,1142636,EUR,1098403200,M,43,43,False,35.0,26.0,,,16.0,20.0,10.0,15.0,8.0,,,79.0,49.0,6.3,11.0,0.1433,0.05,0.0356976,1,,,,7.0,6.0,4.0,,,,,1.0,,,,,2.0,2.0,,1.0,,3.0,1.0,,1.0,,,,,,,,,,
11047752,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,24.0,19.0,,,4.0,5.0,16.0,21.0,3.0,,,90.0,40.0,7.4,14.0,0.7177,0.887,0.115514,2,,2.0,1.0,5.0,3.0,,4.0,2.0,,,,1.0,,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,,,1.0,3.0,,,
11047752,home,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,F,20,20,False,28.0,23.0,,,6.0,6.0,17.0,22.0,2.0,,,76.0,39.0,7.2,7.0,0.2438,0.0,0.620852,2,,,,8.0,4.0,2.0,1.0,,1.0,,1.0,2.0,,,2.0,1.0,,,1.0,,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,,,
