match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot,stat_totalOffside
12437644,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,True,22.0,13.0,15.0,6.0,0.0,9.0,10.0,4.0,12.0,1.0,1.0,6.0,1.0,1.0,3.0,90.0,29.0,7.1,9.0,0.003396,0,0.6385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437644,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,,21.0,11.0,4.0,1.0,0.0,3.0,8.0,8.0,18.0,,5.0,7.0,,,,90.0,42.0,6.9,20.0,0.0350098,0,,,,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
12437644,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,,38.0,31.0,13.0,7.0,0.0,16.0,19.0,15.0,19.0,,3.0,3.0,,,,90.0,54.0,8.0,8.0,0.0219043,1,,,,,3.0,4.0,,1.0,,,8.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,0.0802,1.0,,,,,,,,,,,,,,,
12437644,home,Osasuna,Flavien Boyomo,boyomo-flavien,F. Boyomo,D,22,181,2526,M,1067582,EUR,1002412800,D,22,22,False,,34.0,26.0,5.0,2.0,0.0,19.0,22.0,7.0,12.0,2.0,3.0,4.0,,,,90.0,41.0,7.1,8.0,0.00282482,1,,,,,2.0,3.0,,,,,2.0,1.0,,,1.0,1.0,,1.0,2.0,0.0915,,,,,,,,,,,,,,,,
12437644,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,,31.0,24.0,5.0,2.0,0.0,8.0,11.0,16.0,21.0,,2.0,2.0,,,,90.0,53.0,6.9,16.0,0.0138028,1,,,,1.0,1.0,1.0,,,,,2.0,,,2.0,2.0,1.0,,,,0.0567,,,,,,,,,,,,,,,,
12437644,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,,44.0,40.0,5.0,2.0,0.0,12.0,13.0,33.0,39.0,,3.0,5.0,,,,85.0,64.0,8.0,8.0,0.999777,1,,,,8.0,,4.0,,,1.0,,,4.0,2.0,,2.0,,,,1.0,0.2277,5.0,5.0,1.0,0.048,,,,,,,,,,,,
12437644,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,,46.0,34.0,3.0,,0.0,11.0,17.0,23.0,29.0,3.0,10.0,7.0,,,,90.0,67.0,6.9,16.0,0.0229735,0,,,,,7.0,11.0,2.0,2.0,,,3.0,1.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,3.0,,,,,,,,,,,
12437644,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,,38.0,33.0,,,0.0,5.0,5.0,28.0,34.0,,4.0,8.0,,,,89.0,53.0,8.0,9.0,0.869408,2,,,,1.0,1.0,5.0,,1.0,5.0,3.0,,,,,1.0,1.0,,,1.0,0.1003,3.0,,,,1.0,2.0,1.0,,,,,,,,,
12437644,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,F,15,15,False,,14.0,9.0,1.0,,0.0,3.0,4.0,6.0,11.0,2.0,6.0,5.0,,,,63.0,26.0,7.0,10.0,0.230119,2,,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,,,1.0,0.1595,1.0,,1.0,0.1708,2.0,,,,,,,,,,,
12437644,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,,17.0,10.0,,,0.0,1.0,3.0,9.0,14.0,5.0,6.0,,,,,85.0,38.0,8.1,12.0,0.0584187,8,,,,,7.0,10.0,,1.0,,,,,,4.0,,5.0,,,,1.4858,1.0,,1.0,0.7858,3.0,,2.0,budimir_ante,1.0,1.0,1.0,1.0,,,,
