match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_errorLeadToAGoal,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
10437228,home,Walsall,Owen Evans,,,owen-evans,O. Evans,G,13,184.0,23,M,373554,EUR,849139200.0,G,1,1,False,28.0,17.0,16.0,5.0,14.0,16.0,3.0,12.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,36.0,7.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437228,home,Walsall,Hayden White,,,hayden-white,H. White,D,33,185.0,5,M,370938,EUR,797904000.0,D,2,2,False,20.0,13.0,4.0,2.0,6.0,8.0,7.0,13.0,3.0,3.0,,,,,51.0,37.0,6.5,12.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10437228,home,Walsall,Donervon Daniels,,,donervon-daniels,D. Daniels,D,5,186.0,22,M,293249,EUR,754099200.0,D,5,5,False,50.0,37.0,5.0,2.0,22.0,28.0,15.0,22.0,,8.0,,,,,90.0,58.0,7.3,14.0,0,,4.0,2.0,5.0,,,2.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10437228,home,Walsall,Emmanuel Monthe,,,emmanuel-monthe,E. Monthe,D,6,194.0,27,M,547270,EUR,791078400.0,D,6,6,False,43.0,31.0,4.0,1.0,23.0,29.0,8.0,14.0,2.0,6.0,,,,,90.0,52.0,6.9,13.0,0,,4.0,4.0,8.0,1.0,1.0,,2.0,2.0,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
10437228,home,Walsall,Liam Bennett,Liam Bennett,,liam-bennett,L. Bennett,M,2,175.0,34,M,1132091,EUR,1007078400.0,D,30,30,False,23.0,17.0,1.0,,8.0,9.0,11.0,18.0,1.0,7.0,,,,,90.0,44.0,7.1,13.0,0,4.0,1.0,6.0,4.0,2.0,1.0,,,,,,2.0,,1.0,,2.0,,3.0,2.0,1.0,2.0,,,,,,,,,,
10437228,home,Walsall,Flynn Clarke,Flynn,Clarke,flynn-clarke,F. Clarke,F,,,17,M,994528,EUR,1040256000.0,M,20,20,False,19.0,16.0,2.0,1.0,6.0,6.0,10.0,13.0,,2.0,,,,,70.0,29.0,6.8,8.0,1,,,2.0,3.0,,,1.0,3.0,1.0,1.0,,,,3.0,,,,,,1.0,,1.0,,,,,,,,,
10437228,home,Walsall,Isaac Hutchinson,,,isaac-hutchinson,I. Hutchinson,M,23,178.0,51,M,950340,EUR,955324800.0,M,23,23,False,34.0,25.0,6.0,4.0,9.0,10.0,16.0,24.0,,12.0,,,,,90.0,53.0,7.5,15.0,3,,2.0,2.0,6.0,1.0,1.0,4.0,3.0,1.0,,,,,4.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,
10437228,home,Walsall,Jack Earing,,,jack-earing,J. Earing,M,21,182.0,17,M,860449,EUR,916876800.0,M,17,17,False,45.0,38.0,4.0,3.0,19.0,21.0,19.0,25.0,,4.0,,,,,90.0,59.0,7.5,11.0,2,1.0,,7.0,7.0,1.0,3.0,,4.0,2.0,4.0,,1.0,,1.0,,1.0,3.0,,,1.0,,,2.0,,,,,,,,
10437228,home,Walsall,Tom Knowles,,,tom-knowles,T. Knowles,M,11,183.0,22,M,876060,EUR,906854400.0,F,10,10,False,16.0,7.0,5.0,,2.0,3.0,5.0,17.0,2.0,6.0,,,,,90.0,58.0,6.6,21.0,3,4.0,,6.0,8.0,,4.0,2.0,3.0,1.0,1.0,,,,3.0,,1.0,,5.0,,1.0,,,2.0,1.0,1.0,,,,,,
10437228,home,Walsall,Timmy Abraham,Timmy,Abraham,timmy-abraham,T. Abraham,F,,185.0,68,M,991554,EUR,977961600.0,F,27,27,False,13.0,10.0,,,1.0,1.0,9.0,13.0,,,,,,,90.0,22.0,7.0,8.0,2,1.0,,8.0,1.0,2.0,1.0,,,,3.0,,3.0,,1.0,4.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,
10437228,home,Walsall,Douglas James-Taylor,Douglas,James-Taylor,douglas-james-taylor,D. James-Taylor,F,18,186.0,57,M,1116969,EUR,1006041600.0,F,15,15,False,16.0,6.0,2.0,,2.0,3.0,4.0,14.0,,4.0,,,,,61.0,24.0,6.4,14.0,1,1.0,4.0,2.0,4.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,
10437228,home,Walsall,Brandon Comley,,,brandon-comley,B. Comley,M,14,180.0,15,M,791757,EUR,816652800.0,M,14,14,True,15.0,13.0,1.0,,12.0,12.0,1.0,5.0,1.0,2.0,,,,,39.0,22.0,6.7,4.0,0,2.0,,2.0,1.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10437228,home,Walsall,Danny Johnson,,,danny-johnson,D. Johnson,F,9,178.0,25,M,758434,EUR,730857600.0,F,39,39,True,5.0,3.0,,,1.0,1.0,2.0,5.0,,,,,,,29.0,11.0,7.0,6.0,2,1.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,
10437228,home,Walsall,Ronan Maher,,,ronan-maher,R. Maher,M,31,171.0,73,M,1392870,EUR,1104364800.0,M,25,25,True,8.0,7.0,,,3.0,3.0,5.0,10.0,,1.0,,,,,20.0,16.0,7.1,6.0,0,5.0,,1.0,2.0,,,,,,,,1.0,,1.0,,,,2.0,1.0,,,,,,,,1.0,,,,
10437228,home,Walsall,Adam Przybek,,,adam-przybek,A. Przybek,G,1,192.0,553,M,1158693,EUR,954633600.0,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437228,home,Walsall,Peter Clarke,Peter,Clarke,peter-clarke,P. Clarke,D,26,183.0,7,M,16697,EUR,378864000.0,D,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437228,home,Walsall,Liam Kinsella,,,liam-kinsella,L. Kinsella,M,4,175.0,16,M,582214,EUR,825033600.0,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437228,home,Walsall,Andy Williams,,,andy-williams,A. Williams,F,,178.0,18,M,19838,EUR,524361600.0,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
