match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_wasFouled,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_dispossessed,player_firstName,player_lastName,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_penaltyConceded
13189411,home,Ipswich Town,Arijanet Murić,arijanet-muric,A. Murić,G,49,198.0,1927,M,888971,EUR,910396800.0,G,1,1,False,41.0,37.0,7.0,4.0,0.0,36.0,37.0,1.0,4.0,7.0,1.0,1.0,81.0,43.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189411,home,Ipswich Town,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183.0,617,M,754698,EUR,884822400.0,D,44,44,False,63.0,56.0,4.0,2.0,0.0,35.0,37.0,21.0,28.0,2.0,,,73.0,76.0,7.0,9.0,0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189411,home,Ipswich Town,Luke Woolfenden,luke-woolfenden,L. Woolfenden,D,26,193.0,195,M,893478,EUR,908928000.0,D,6,6,False,105.0,99.0,6.0,2.0,0.0,73.0,76.0,26.0,29.0,4.0,,,90.0,108.0,7.1,6.0,1,,1.0,,2.0,,1.0,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13189411,home,Ipswich Town,Cameron Burgess,cameron-burgess,C. Burgess,D,15,194.0,331,M,358084,EUR,814233600.0,D,15,15,False,90.0,77.0,10.0,5.0,0.0,48.0,50.0,29.0,40.0,1.0,,,90.0,96.0,7.5,13.0,3,,5.0,2.0,5.0,1.0,,,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13189411,home,Ipswich Town,Conor Townsend,conor-townsend,C. Townsend,D,22,183.0,123,M,197982,EUR,731203200.0,D,22,22,False,46.0,43.0,,,0.0,21.0,22.0,26.0,32.0,5.0,,,90.0,79.0,7.7,8.0,0,8.0,1.0,4.0,5.0,,,2.0,1.0,,4.0,,2.0,1.0,,3.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,
13189411,home,Ipswich Town,Kalvin Phillips,kalvin-phillips,K. Phillips,M,27,177.0,9230,M,786028,EUR,817862400.0,M,8,8,False,70.0,64.0,6.0,2.0,0.0,34.0,36.0,31.0,40.0,5.0,,,90.0,88.0,8.0,14.0,1,6.0,,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,,,,,,,,3.0,1.0,,kalvinphillips,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
13189411,home,Ipswich Town,Massimo Luongo,massimo-luongo,M. Luongo,M,21,174.0,250,M,204300,EUR,717379200.0,M,25,25,False,80.0,67.0,4.0,2.0,0.0,41.0,43.0,26.0,37.0,5.0,,,90.0,89.0,7.0,16.0,1,,,4.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,
13189411,home,Ipswich Town,Wes Burns,wes-burns,W. Burns,M,7,173.0,185,M,305302,EUR,784684800.0,M,7,7,False,25.0,24.0,1.0,1.0,0.0,9.0,10.0,15.0,19.0,4.0,,,45.0,35.0,6.9,7.0,1,4.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
13189411,home,Ipswich Town,Jack Taylor,jack-taylor,J. Taylor,M,14,185.0,327,M,856669,EUR,898560000.0,M,14,14,False,38.0,30.0,1.0,1.0,0.0,11.0,14.0,19.0,25.0,4.0,,,73.0,46.0,7.9,10.0,3,1.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
13189411,home,Ipswich Town,Jack Clarke,jack-clarke,J. Clarke,M,47,181.0,1602,M,921005,EUR,974937600.0,M,47,47,False,45.0,39.0,1.0,1.0,1.0,17.0,18.0,22.0,28.0,3.0,,,90.0,61.0,8.1,13.0,1,1.0,1.0,6.0,5.0,1.0,,,,1.0,1.0,,2.0,2.0,,,,,,,2.0,,,1.0,1.0,2.0,4.0,,,,,,,,,,,,
