match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_challengeLost,stat_dispossessed,stat_totalOffside,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot
14025136,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185.0,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,32.0,18.0,21.0,7.0,0.0,11.0,12.0,7.0,20.0,1.0,1.0,9.0,1.0,1.0,1.0,90.0,40.0,7.0,14.0,0.00244628,0.0073,0,0.1268,0.1,0.0,0.28,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025136,home,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197.0,1429,M,,998253,EUR,989884800,D,15,15,False,22.0,16.0,4.0,3.0,0.0,5.0,6.0,11.0,16.0,5.0,4.0,3.0,,,,90.0,52.0,7.4,13.0,0.0629765,,1,,0.19,0.02,0.34,,5.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0516,1.0,0.0,,,,,,,,,,,,,,,,,,,
14025136,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185.0,2558,M,,145188,EUR,722131200,D,6,6,False,37.0,29.0,9.0,6.0,0.0,16.0,17.0,13.0,20.0,9.0,4.0,3.0,2.0,,,90.0,54.0,7.5,9.0,0.0405658,,0,,0.31,0.01,0.36,,,,6.0,3.0,8.0,,,,4.0,1.0,,1.0,,True,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
14025136,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188.0,1573,M,,110846,EUR,726710400,D,5,5,False,33.0,28.0,6.0,4.0,0.0,20.0,21.0,8.0,12.0,5.0,4.0,3.0,,,,90.0,43.0,6.8,5.0,0.0402749,,4,,0.18,0.01,0.28,,,,3.0,4.0,4.0,,,,1.0,1.0,0.5499,1.0,-0.71,,,1.0,,1.0,2.0,3.0,1.0,1.0,0.1036,,,,,,,,,
14025136,home,Everton,James Garner,james-garner,J. Garner,M,37,182.0,3008,M,,927361,EUR,984441600,D,37,37,False,49.0,44.0,4.0,2.0,0.0,17.0,21.0,27.0,28.0,6.0,1.0,3.0,2.0,,,90.0,71.0,7.9,10.0,0.311262,,1,,0.41,0.06,0.3,,5.0,3.0,,,,,,1.0,4.0,3.0,0.077,4.0,-0.08,,1.0,,1.0,,,,,,,2.0,,,,,,,,
14025136,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174.0,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,41.0,37.0,1.0,1.0,0.0,17.0,17.0,20.0,24.0,4.0,,6.0,1.0,,,90.0,52.0,7.0,5.0,0.0252675,,2,,0.13,0.23,-0.03,,,,,1.0,2.0,,,,2.0,2.0,0.0964,,-0.26,,,2.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,
14025136,home,Everton,Tim Iroegbunam,tim-iroegbunam,T. Iroegbunam,M,42,182.0,764,M,,1085950,EUR,1056931200,M,42,42,False,21.0,18.0,2.0,1.0,0.0,4.0,4.0,14.0,17.0,1.0,,4.0,,,,66.0,28.0,6.6,4.0,0.00437198,,1,,-0.02,0.05,0.21,,,,,,2.0,1.0,1.0,1.0,,,0.0419,,-0.02,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,
14025136,home,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180.0,54701,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,22.0,21.0,,,0.0,8.0,8.0,13.0,14.0,10.0,2.0,10.0,4.0,,,90.0,49.0,7.4,12.0,0.191121,,1,,0.27,0.29,0.2,,2.0,1.0,,1.0,7.0,6.0,3.0,1.0,2.0,2.0,0.0163,2.0,0.01,,,,6.0,2.0,,,,,,,1.0,1.0,,,,,,
14025136,home,Everton,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178.0,10632,M,kdh_8,861970,EUR,905040000,M,22,22,False,33.0,28.0,2.0,1.0,0.0,5.0,6.0,23.0,27.0,6.0,,5.0,1.0,,,90.0,48.0,7.2,12.0,0.264398,,1,,0.48,-0.04,-0.01,,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0555,2.0,-0.11,,,,1.0,3.0,,,,,,,,1.0,,,,,,
14025136,home,Everton,Jack Grealish,jack-grealish,J. Grealish,M,18,180.0,58418,M,JGrealish,189061,EUR,810691200,M,18,18,False,32.0,28.0,,,0.0,6.0,6.0,22.0,26.0,7.0,,2.0,2.0,,,90.0,60.0,7.7,16.0,0.297147,,2,,0.35,0.56,0.44,,4.0,2.0,1.0,,9.0,3.0,2.0,1.0,3.0,3.0,0.0852,5.0,0.0,,1.0,,1.0,2.0,,,1.0,,0.189,1.0,,6.0,,,,,,
