match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalOffside,stat_accurateCross,stat_totalContest,stat_wonContest,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_lastManTackle,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
12513989,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,26.0,21.0,12.0,7.0,0.0,20.0,21.0,1.0,5.0,5.0,1.0,1.0,1.0,90.0,30.0,7.2,5.0,0.0232813,0,0.2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513989,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,D,76,76,False,,25.0,22.0,,,0.0,10.0,12.0,12.0,14.0,2.0,,,,62.0,43.0,7.0,6.0,0.00585156,1,,,,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,0.059,,,,,,,,,,,,,,,,,,,,,
12513989,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,50.0,46.0,2.0,1.0,0.0,36.0,36.0,10.0,14.0,2.0,,,,90.0,56.0,7.0,4.0,0.00276806,1,,,,,1.0,2.0,2.0,,1.0,,,1.0,0.1819,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12513989,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,84.0,82.0,10.0,9.0,0.0,55.0,56.0,27.0,28.0,3.0,,,,90.0,90.0,7.4,2.0,0.00505626,1,,,,,2.0,3.0,4.0,1.0,2.0,1.0,,1.0,0.14,2.0,,3.0,,,,,,,,,,,,,,,,,,
12513989,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,77.0,66.0,7.0,2.0,0.0,29.0,31.0,39.0,53.0,2.0,,,,90.0,115.0,7.6,22.0,0.0280703,0,,,,7.0,,4.0,7.0,,4.0,2.0,2.0,3.0,,,,2.0,,,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,
12513989,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,71.0,65.0,13.0,11.0,1.0,30.0,31.0,39.0,47.0,7.0,,,,83.0,86.0,8.1,12.0,0.44721,0,,,,7.0,1.0,1.0,4.0,,1.0,1.0,3.0,,,2.0,,1.0,,,4.0,1.0,1.0,,4.0,1.0,,,,,,,,,,
12513989,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,65.0,58.0,6.0,4.0,0.0,28.0,31.0,30.0,34.0,6.0,,,,90.0,73.0,6.9,7.0,0.0184667,1,,Tomás Händel,,,,2.0,3.0,,2.0,1.0,,1.0,0.2548,,,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,0.696,,,,,,
12513989,home,Vitória SC,Samu,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,,37.0,29.0,2.0,,0.0,14.0,14.0,17.0,30.0,1.0,,,,90.0,59.0,7.1,16.0,0.278904,1,,,,7.0,,3.0,5.0,,1.0,,1.0,1.0,0.0148,1.0,1.0,1.0,,,2.0,1.0,,3.0,2.0,,,,,,1.0,1.0,,,,
12513989,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,F,18,18,False,,20.0,17.0,1.0,,0.0,8.0,8.0,9.0,15.0,1.0,,,,62.0,32.0,7.3,7.0,0.044014,4,,,,3.0,1.0,2.0,2.0,2.0,,,,1.0,0.3,,1.0,,1.0,,,,,2.0,1.0,,,1.0,1.0,0.3161,,,,,,
12513989,home,Vitória SC,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,9,9,False,,7.0,6.0,,,0.0,1.0,1.0,5.0,7.0,1.0,,,,70.0,23.0,8.0,6.0,0.00499355,7,,,,1.0,2.0,3.0,7.0,2.0,1.0,1.0,3.0,,0.6958,5.0,2.0,,,,,,,1.0,,,,,3.0,1.3091,1.0,,1.0,,,
