match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_wonContest,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_dispossessed,stat_outfielderBlock,stat_bigChanceCreated,captain,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
12441739,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,20.0,9.0,14.0,3.0,0.0,6.0,7.0,3.0,13.0,3.0,11.0,1.0,1.0,1.0,1.0,90.0,28.0,6.3,12.0,0.00109707,0,-0.4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441739,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,38.0,34.0,5.0,4.0,0.0,11.0,13.0,24.0,27.0,2.0,2.0,,,,,90.0,64.0,6.7,13.0,0.136866,1,,,,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0681,1.0,,,,,,,,,,,,,,,,,,,
12441739,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,32.0,26.0,3.0,1.0,0.0,12.0,15.0,14.0,17.0,,1.0,,,,,69.0,40.0,6.9,6.0,0.00748779,1,,,,,,2.0,4.0,5.0,,1.0,,2.0,1.0,,,0.1568,,meeshilgerss,2.0,1.0,1.0,2.0,0.2311,,,,,,,,,,,,,
12441739,home,FC Twente,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,475,M,965263,EUR,955324800,D,3,3,False,38.0,27.0,9.0,2.0,0.0,15.0,19.0,12.0,19.0,11.0,8.0,,,,,90.0,56.0,7.1,13.0,0.00325163,1,,,,,,2.0,4.0,9.0,1.0,,,,,2.0,1.0,0.0227,,,8.0,,,1.0,,1.0,1.0,,,,,,,,,,,
12441739,home,FC Twente,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,34.0,27.0,4.0,1.0,0.0,7.0,8.0,20.0,29.0,4.0,,,,,,90.0,60.0,7.0,14.0,0.0457465,0,,,,3.0,,1.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,
12441739,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,48.0,42.0,3.0,2.0,0.0,17.0,19.0,29.0,35.0,2.0,4.0,,,,,87.0,67.0,7.5,12.0,0.344009,1,,,,6.0,4.0,1.0,4.0,4.0,,1.0,,2.0,1.0,2.0,,0.0394,3.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,
12441739,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,49.0,42.0,2.0,1.0,0.0,5.0,7.0,38.0,46.0,4.0,2.0,,,,,90.0,70.0,7.0,11.0,0.12338,0,,,,4.0,1.0,5.0,12.0,8.0,3.0,,,2.0,2.0,,4.0,,2.0,,2.0,,,3.0,,,2.0,1.0,,,True,,,,,,,
12441739,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,23.0,14.0,1.0,,0.0,5.0,6.0,9.0,17.0,3.0,3.0,,,,,90.0,36.0,7.1,10.0,0.0318394,0,,,,,,5.0,7.0,8.0,2.0,1.0,,4.0,3.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
12441739,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,28.0,20.0,,,0.0,6.0,7.0,14.0,21.0,1.0,3.0,,,,,90.0,40.0,7.5,12.0,0.356415,3,,,,,,,4.0,2.0,1.0,1.0,1.0,,,1.0,,0.9204,1.0,,1.0,1.0,1.0,1.0,0.9235,1.0,1.0,2.0,,1.0,,1.0,,,,,,
12441739,home,FC Twente,Sayfallah Ltaief,sayfallah-ltaief,S. Ltaief,M,47,180,1619,M,1032926,EUR,956361600,M,30,30,False,37.0,26.0,1.0,,0.0,5.0,6.0,21.0,32.0,,7.0,,,,,86.0,57.0,6.6,22.0,0.0490644,1,,,,1.0,,1.0,7.0,3.0,,5.0,1.0,1.0,1.0,3.0,1.0,0.0423,1.0,,,1.0,,,,,,2.0,,,,,,,,,,
