match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_hitWoodwork,stat_possessionLostCtrl,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAGoal
12514225,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,25.0,25.0,5.0,5.0,0.0,23.0,23.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,90.0,31.0,7.2,0.00074345,0,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514225,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,,49.0,40.0,6.0,1.0,0.0,14.0,14.0,26.0,42.0,2.0,4.0,2.0,3.0,2.0,,,,90.0,70.0,6.9,0.0177383,0,,Miguel Maga,,7.0,2.0,5.0,3.0,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
12514225,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,75.0,69.0,11.0,9.0,0.0,35.0,37.0,34.0,38.0,3.0,5.0,2.0,5.0,1.0,,,,90.0,83.0,7.6,0.0126451,1,,,,,1.0,2.0,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1555,,,,,,,,,,,,,,,,
12514225,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,91.0,83.0,11.0,6.0,0.0,45.0,46.0,38.0,45.0,5.0,9.0,5.0,7.0,1.0,,,,90.0,103.0,7.5,0.0120898,1,,,,,7.0,8.0,1.0,,9.0,,,,,3.0,2.0,,0.1861,1.0,0.1945,,,,,,,,,,,,,,
12514225,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,77.0,64.0,4.0,1.0,0.0,17.0,21.0,47.0,63.0,2.0,6.0,2.0,4.0,1.0,,,,90.0,110.0,7.8,0.0297645,2,,,,7.0,4.0,9.0,,,22.0,2.0,,,2.0,3.0,2.0,2.0,0.2164,2.0,0.6491,1.0,1.0,1.0,1.0,,,,,,,,,,
12514225,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,107.0,94.0,15.0,11.0,0.0,24.0,28.0,71.0,82.0,1.0,5.0,,5.0,3.0,,,,90.0,122.0,7.8,0.0639291,2,,,,3.0,1.0,3.0,1.0,,16.0,,1.0,,,,,2.0,0.105,1.0,0.0487,1.0,,,1.0,1.0,1.0,,,,,,,,
12514225,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,69.0,59.0,4.0,4.0,1.0,18.0,22.0,41.0,48.0,2.0,5.0,,5.0,,,,,84.0,81.0,7.6,0.0776339,1,,Tomás Händel,,1.0,,2.0,1.0,,14.0,,1.0,,1.0,2.0,1.0,2.0,0.0312,,,1.0,2.0,,1.0,,1.0,,,,,,,,
12514225,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,False,,43.0,34.0,,,0.0,5.0,6.0,30.0,41.0,,5.0,,5.0,5.0,,,,84.0,67.0,7.7,0.109424,2,,,,4.0,,3.0,2.0,,17.0,,,,2.0,,,,0.059,1.0,0.0401,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,
12514225,home,Vitória SC,Samu,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,,46.0,43.0,2.0,2.0,0.0,5.0,5.0,39.0,47.0,,5.0,,3.0,3.0,,,,84.0,64.0,8.1,0.128365,3,,,,6.0,,4.0,1.0,,10.0,,1.0,,,2.0,1.0,3.0,0.4205,2.0,0.6709,,1.0,,1.0,1.0,,,1.0,,,,,,
12514225,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,False,,41.0,33.0,5.0,4.0,1.0,5.0,6.0,30.0,40.0,2.0,4.0,,,1.0,,,,68.0,61.0,7.9,0.462981,1,,,,5.0,1.0,2.0,,,15.0,,1.0,,1.0,1.0,,1.0,0.0947,,,1.0,3.0,,4.0,2.0,,,,1.0,,,,,
12514225,home,Vitória SC,Dieu-Merci Michel,dieu-merci-michel,D. Michel,F,86,191,142,M,2015328,EUR,1076284800,F,86,86,False,,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,61.0,6.0,6.5,0.00421267,0,,,,,3.0,4.0,1.0,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
12514225,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,7,7,True,,8.0,7.0,,,0.0,,1.0,7.0,8.0,1.0,1.0,,,,,,,29.0,14.0,6.6,0.0105805,0,,,,1.0,1.0,1.0,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
12514225,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,True,,12.0,11.0,1.0,,0.0,1.0,1.0,10.0,12.0,,1.0,,,,,,,22.0,14.0,6.6,0.00551871,0,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
