match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_lastManTackle,stat_expectedGoals,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_penaltyConceded
12513725,home,CD Nacional,Lucas França,lucas-franca,L. França,G,37,194,104,M,832672,EUR,822009600,G,37,37,False,29.0,16.0,25.0,12.0,0.0,7.0,11.0,9.0,18.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,90.0,35.0,7.1,13.0,0.00313975,1.0,0,0.1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513725,home,CD Nacional,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,22,22,False,37.0,24.0,9.0,3.0,0.0,14.0,15.0,11.0,24.0,,11.0,,2.0,7.0,2.0,,,,90.0,77.0,7.8,27.0,0.247179,3.0,0,,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
12513725,home,CD Nacional,Ulisses,ulisses,Ulisses,D,4,183,102,M,926869,EUR,938476800,D,4,4,False,42.0,33.0,8.0,3.0,0.0,21.0,24.0,12.0,18.0,3.0,7.0,,4.0,10.0,,,,,89.0,56.0,7.1,11.0,0.00400553,,2,,,,,,5.0,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,0.1115,,,,,,,,,,,,,,
12513725,home,CD Nacional,Ze Vitor,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,44.0,43.0,4.0,3.0,0.0,30.0,30.0,13.0,14.0,3.0,3.0,,14.0,4.0,,,,,90.0,71.0,6.6,5.0,0.00415714,,2,,,,,,3.0,,,,1.0,,,1.0,1.0,1.0,,,0.0757,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
12513725,home,CD Nacional,José Gomes,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,D,5,5,False,11.0,7.0,2.0,1.0,0.0,3.0,6.0,4.0,5.0,1.0,2.0,,,1.0,,,,,33.0,18.0,6.5,4.0,0.0334623,,0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12513725,home,CD Nacional,Daniel Penha,daniel-penha,D. Penha,M,14,170,229,M,862256,EUR,908582400,M,17,17,False,16.0,11.0,2.0,2.0,0.0,3.0,5.0,9.0,16.0,3.0,5.0,1.0,2.0,1.0,,,,,72.0,32.0,7.6,11.0,0.330907,2.0,1,,,,5.0,1.0,6.0,3.0,,,,2.0,2.0,1.0,2.0,,,,0.5766,,,,2.0,,1.0,1.0,0.8894,,,,,,
12513725,home,CD Nacional,Djibril Soumaré,djibril-soumare,D. Soumaré,M,18,185,289,M,1394929,EUR,1041897600,M,27,27,False,39.0,28.0,7.0,3.0,0.0,19.0,24.0,9.0,15.0,1.0,6.0,,2.0,7.0,1.0,,,,90.0,51.0,6.5,13.0,0.00622356,,0,,El Hadji Djibril,Soumaré,,,6.0,3.0,1.0,1.0,,3.0,,1.0,2.0,,,,,,,,2.0,,,,,,,,,,
12513725,home,CD Nacional,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,36.0,30.0,7.0,5.0,1.0,13.0,14.0,17.0,22.0,,7.0,1.0,,8.0,4.0,,,,90.0,53.0,8.0,11.0,0.0911649,2.0,3,,Luís,Esteves,,,6.0,,,,,3.0,1.0,2.0,3.0,1.0,,,0.0748,2.0,,,4.0,,1.0,,0.0661,True,1.0,,,,
12513725,home,CD Nacional,Dudu,dudu,Dudu,F,7,179,136,M,937743,EUR,934243200,F,99,99,False,9.0,8.0,1.0,,0.0,1.0,1.0,8.0,11.0,,5.0,,,5.0,2.0,,,,72.0,33.0,7.0,13.0,0.0652369,1.0,3,,,,3.0,1.0,8.0,2.0,4.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,0.9449,,,,7.0,,3.0,1.0,1.0368,,,1.0,,,
12513725,home,CD Nacional,Isaac,isaac,Isaac,F,41,181,546,M,1471239,EUR,1080259200,F,23,23,False,25.0,15.0,,,0.0,6.0,8.0,9.0,18.0,6.0,8.0,,,3.0,1.0,,,,90.0,50.0,6.3,22.0,0.00724377,,4,,Isaac,,1.0,,10.0,,4.0,1.0,,,,1.0,6.0,,1.0,,0.5491,2.0,,,8.0,4.0,1.0,,0.0349,,,1.0,,,
12513725,home,CD Nacional,Paulinho Bóia,paulinho-boia,Paulinho Bóia,M,11,171,270,M,912781,EUR,898819200,F,98,98,False,12.0,10.0,1.0,1.0,0.0,5.0,6.0,5.0,6.0,1.0,3.0,,,5.0,1.0,,,,45.0,17.0,6.4,4.0,0.0108408,,0,,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
12513725,home,CD Nacional,Arvin Appiah,arvin-appiah,A. Appiah,D,25,173,145,M,934229,EUR,978652800,F,70,70,True,13.0,9.0,2.0,,0.0,4.0,4.0,5.0,9.0,,3.0,,3.0,4.0,,,,,57.0,34.0,6.9,10.0,0.00158107,,3,,,,,,2.0,,1.0,,,3.0,3.0,1.0,,,2.0,1.0,0.0528,1.0,,,2.0,,,,,,,,,,
12513725,home,CD Nacional,Rúben Macedo,ruben-macedo,R. Macedo,F,20,171,33,M,318943,EUR,826329600,F,7,7,True,6.0,3.0,1.0,,0.0,,2.0,3.0,5.0,,2.0,,,1.0,1.0,,,,45.0,16.0,6.5,7.0,0.00131934,,0,,,,1.0,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,
12513725,home,CD Nacional,João Aurélio,joao-aurelio,J. Aurélio,D,2,185,24,M,44684,EUR,587779200,D,2,2,True,,,,,0.0,,,,,,1.0,,,,,,,,18.0,2.0,6.3,,,,0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12513725,home,CD Nacional,André Sousa,andre-sousa,A. Sousa,M,18,181,24,M,167857,EUR,647481600,M,18,18,True,6.0,4.0,1.0,,0.0,,,6.0,9.0,2.0,4.0,,,,1.0,,,,18.0,16.0,6.6,6.0,0.0512233,3.0,0,,,,3.0,2.0,4.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,
