match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_errorLeadToAShot,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,captain,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalOffside,stat_errorLeadToAGoal
14493420,home,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195.0,1054,M,1001997,EUR,1024617600,G,90,90,False,31.0,23.0,10.0,2.0,0.0,23.0,29.0,2.0,1.0,3.0,2.0,3.0,90.0,37.0,6.9,8.0,0.4323,0,0.01,-0.09,-0.06,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493420,home,Udinese,Matteo Palma,matteo-palma,M. Palma,D,13,194.0,610,M,1495719,EUR,1205366400,D,16,16,False,57.0,46.0,8.0,3.0,0.0,35.0,40.0,17.0,6.0,5.0,,,90.0,78.0,7.2,14.0,,0,0.34,0.07,-0.07,,Matteo,Palma,11.0,2.0,6.0,6.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
14493420,home,Udinese,Christian Kabasele,christian-kabasele,C. Kabasele,D,27,186.0,476,M,58351,EUR,667353600,D,27,27,False,43.0,38.0,5.0,1.0,0.0,30.0,31.0,12.0,6.0,1.0,,,65.0,53.0,7.0,5.0,,0,0.36,0.1,-0.03,,,,8.0,2.0,2.0,3.0,3.0,,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
14493420,home,Udinese,Oumar Solet,oumar-solet,O. Solet,D,28,192.0,2038,M,892979,EUR,949881600,D,28,28,False,58.0,53.0,10.0,6.0,0.0,41.0,43.0,15.0,3.0,5.0,,,90.0,73.0,7.5,8.0,,0,0.17,0.26,0.49,,,,12.0,2.0,1.0,3.0,5.0,1.0,2.0,,3.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14493420,home,Udinese,Alessandro Zanoli,zanoli-alessandro,A. Zanoli,M,59,186.0,921,M,922928,EUR,970531200,M,59,59,False,21.0,16.0,1.0,,1.0,9.0,10.0,11.0,5.0,1.0,,,90.0,38.0,6.6,7.0,,1,-0.21,0.18,-0.04,,,,7.0,1.0,2.0,5.0,4.0,3.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,-0.22,,,,,,,,,,,,
14493420,home,Udinese,Jakub Piotrowski,jakub-piotrowski,J. Piotrowski,M,24,188.0,2365,M,825271,EUR,875923200,M,24,24,False,42.0,37.0,2.0,2.0,0.0,18.0,20.0,22.0,,11.0,,,90.0,64.0,7.6,9.0,,3,0.67,0.43,-0.09,,,,19.0,,,6.0,7.0,3.0,,3.0,1.0,1.0,2.0,3.0,3.0,,3.0,1.0,1.0,3.0,,-0.55,1.0,2.0,1.0,3.0,,,,,,,,
14493420,home,Udinese,Jesper Karlström,jesper-karlstrom,J. Karlström,M,8,179.0,730,M,227894,EUR,803692800,M,8,8,False,59.0,48.0,3.0,1.0,0.0,27.0,30.0,29.0,1.0,10.0,,,81.0,65.0,6.8,11.0,,0,0.26,0.11,-0.01,,,,21.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,True,,,,,,,
14493420,home,Udinese,Lennon Miller,lennon-miller,L. Miller,M,38,182.0,1325,M,1154894,EUR,1156464000,M,38,38,False,22.0,19.0,5.0,5.0,0.0,8.0,9.0,13.0,,4.0,,,70.0,34.0,7.8,7.0,,2,0.28,0.07,0.13,,Lennon Miller,,11.0,,1.0,2.0,6.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0,,1.0,,0.28,,,,2.0,,1.0,1.0,,,,,
14493420,home,Udinese,Hassane Kamara,hassane-kamara,H. Kamara,M,11,168.0,1012,M,351434,EUR,762825600,M,11,11,False,37.0,28.0,7.0,3.0,0.0,17.0,18.0,19.0,5.0,7.0,,,90.0,67.0,6.8,18.0,,1,0.02,0.26,0.17,,,,11.0,1.0,1.0,2.0,3.0,,,2.0,2.0,1.0,4.0,,2.0,,,5.0,1.0,,,0.03,,,,1.0,,1.0,,,,,,
14493420,home,Udinese,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189.0,9108,M,864898,EUR,930873600,F,10,10,False,17.0,17.0,,,0.0,5.0,5.0,12.0,,,,,70.0,36.0,7.6,10.0,,3,0.14,0.18,0.0,,,,12.0,1.0,,7.0,2.0,3.0,,,,,1.0,,1.0,,2.0,3.0,,,1.0,0.53,,3.0,1.0,2.0,,,1.0,nicolozaniolo,,,,
14493420,home,Udinese,Adam Buksa,adam-buksa,A. Buksa,F,18,191.0,3747,M,1138856,EUR,837129600,F,18,18,False,6.0,3.0,,,0.0,1.0,2.0,4.0,,1.0,,,65.0,21.0,5.5,9.0,,2,-0.28,-0.62,-0.01,,,,2.0,2.0,1.0,7.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,-0.67,,4.0,,2.0,,1.0,,AdamBuksa,,,,
14493420,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197.0,909,M,1063373,EUR,1011225600,D,31,31,True,18.0,17.0,3.0,2.0,0.0,14.0,14.0,4.0,4.0,1.0,,,25.0,24.0,6.6,1.0,,0,0.04,0.06,-0.12,,Thomas Kristensen,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493420,home,Udinese,Keinan Davis,keinan-davis,K. Davis,F,9,189.0,1441,M,830858,EUR,887328000,F,9,9,True,9.0,8.0,,,0.0,1.0,1.0,8.0,,1.0,,,25.0,14.0,6.9,2.0,,1,0.14,0.26,0.13,,,,7.0,,,,2.0,2.0,,,,,1.0,,2.0,,,,,2.0,,0.01,,,,,,,,,1.0,,,
