match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
13472840,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,True,19.0,14.0,9.0,5.0,0.0,12.0,13.0,2.0,6.0,1.0,8.0,1.0,2.0,3.0,1.0,90.0,29.0,7.5,5.0,0.00021346,0,0.8681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472840,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,,67.0,54.0,6.0,1.0,0.0,28.0,34.0,26.0,33.0,5.0,6.0,,,,,90.0,81.0,7.4,14.0,0.0118049,0,,1.0,2.0,9.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13472840,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,,51.0,48.0,7.0,4.0,0.0,37.0,38.0,11.0,13.0,3.0,,,,,,90.0,63.0,7.3,3.0,0.00445915,1,,,4.0,4.0,1.0,,,3.0,2.0,,1.0,,,,,3.0,1.0,1.0,0.0122,,,,,,,,,,,,
13472840,home,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,,51.0,47.0,3.0,,0.0,28.0,29.0,19.0,22.0,3.0,4.0,,,,,90.0,58.0,7.2,4.0,0.00971571,0,,1.0,,2.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
13472840,home,São Paulo,Maik,maik,Maik,D,42,175,1422,M,2035326,EUR,1104710400,M,42,42,False,,18.0,17.0,,,1.0,4.0,5.0,13.0,13.0,2.0,1.0,,,,,45.0,33.0,6.8,5.0,0.0827194,0,,,5.0,2.0,1.0,,,2.0,1.0,,,2.0,,Maik,Gomes Viegas,1.0,,,,,2.0,1.0,1.0,,,,,,,,
13472840,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,,58.0,54.0,7.0,6.0,0.0,18.0,20.0,36.0,38.0,1.0,4.0,,,,,87.0,73.0,7.8,8.0,0.0586548,2,,,3.0,3.0,,2.0,1.0,2.0,1.0,2.0,,1.0,,,,1.0,,1.0,0.2807,,,,,1.0,1.0,1.0,0.2805,,,,
13472840,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,,46.0,43.0,2.0,2.0,0.0,18.0,18.0,25.0,28.0,,2.0,,,,,78.0,53.0,6.8,7.0,0.0245108,1,,1.0,2.0,2.0,1.0,,,,,4.0,1.0,1.0,,Pablo Maia,,,1.0,,0.0349,,,,,,,,,,,,
13472840,home,São Paulo,Enzo Díaz,enzo-diaz,E. Díaz,D,13,175,2362,M,932937,EUR,818294400,M,13,13,False,,53.0,43.0,4.0,1.0,0.0,16.0,20.0,27.0,33.0,2.0,7.0,,,,,90.0,85.0,7.8,18.0,0.146871,1,,2.0,4.0,8.0,,,,4.0,4.0,1.0,2.0,3.0,,,,,,,0.0646,1.0,7.0,1.0,1.0,1.0,,,0.1977,2.0,,,
13472840,home,São Paulo,Marcos Antônio,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,F,20,20,False,,73.0,68.0,2.0,2.0,0.0,30.0,32.0,38.0,41.0,,7.0,,,,,90.0,81.0,7.1,8.0,0.0384543,2,,,4.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,0.0461,1.0,,2.0,1.0,,1.0,,,,,,
13472840,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,F,10,10,False,,29.0,26.0,2.0,2.0,1.0,11.0,11.0,15.0,18.0,1.0,2.0,,,,,79.0,39.0,8.4,4.0,0.112349,4,,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,0.5888,,,,2.0,1.0,2.0,1.0,0.9335,,luciano10,1.0,1.0
13472840,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,F,7,7,False,,20.0,15.0,4.0,2.0,0.0,5.0,6.0,10.0,14.0,,1.0,,,,,66.0,24.0,7.2,5.0,0.340491,0,,1.0,2.0,3.0,,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,2.0,,,,,,lucasmoura7,1.0,
13472840,home,São Paulo,Maílton,mailton,Maílton,D,22,169,775,M,973857,EUR,896572800,D,22,22,True,,27.0,24.0,1.0,1.0,0.0,10.0,12.0,14.0,15.0,2.0,,,,,,45.0,48.0,6.7,14.0,0.0808835,1,,,6.0,2.0,,3.0,1.0,1.0,,1.0,,,,,,2.0,,,0.0434,,3.0,2.0,1.0,1.0,,,0.0623,1.0,,,
13472840,home,São Paulo,Gonzalo Tapia,tapia-gonzalo,G. Tapia,F,14,178,4048,M,1002947,EUR,1014336000,F,14,14,True,,12.0,9.0,,,0.0,4.0,6.0,5.0,6.0,,3.0,,,,,24.0,18.0,6.6,5.0,0.0912939,2,,2.0,1.0,3.0,,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,0.435,,,,,1.0,,,0.6503,,,,1.0
13472840,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,True,,22.0,21.0,3.0,2.0,0.0,8.0,8.0,13.0,14.0,,1.0,,,,,12.0,26.0,7.5,2.0,0.191328,0,,,1.0,3.0,,,,3.0,2.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,
