match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_ownGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_dispossessed,stat_unsuccessfulTouch,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_hitWoodwork,player_firstName,player_lastName,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated
11396222,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,60.0,37.0,31.0,9.0,30.0,33.0,7.0,27.0,1.0,2.0,1.0,12.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,68.0,6.8,23.0,0.00814668,0,-0.4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,D,15,15,False,21.0,10.0,5.0,,7.0,9.0,3.0,15.0,,2.0,2.0,5.0,,,,,,,83.0,45.0,6.4,18.0,0.00717046,0,,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,59.0,54.0,8.0,7.0,39.0,41.0,15.0,19.0,2.0,4.0,3.0,6.0,1.0,,,,,,90.0,71.0,7.0,6.0,0.00912899,1,,1.0,4.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,0.0183,,,,,,,,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,72.0,64.0,5.0,2.0,49.0,51.0,15.0,22.0,5.0,8.0,4.0,6.0,2.0,,,,,,90.0,86.0,7.7,9.0,0.0210111,2,,1.0,5.0,,,1.0,1.0,3.0,1.0,,1.0,1.0,0.0911,1.0,1.0,1.0,1.0,1.0,0.076,1.0,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,45.0,35.0,7.0,2.0,23.0,25.0,12.0,20.0,,1.0,,6.0,,,,,,,90.0,62.0,6.7,12.0,0.0129106,1,,,4.0,1.0,,1.0,2.0,2.0,,,1.0,,0.134,,1.0,,1.0,,0.1011,,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,31.0,23.0,,,14.0,15.0,9.0,16.0,3.0,9.0,1.0,5.0,4.0,,,,,,90.0,45.0,7.0,10.0,0.0126878,2,,,11.0,1.0,1.0,1.0,2.0,5.0,2.0,,2.0,2.0,0.0577,1.0,1.0,,,,0.047,,True,2.0,,,,,,,,,,
11396222,home,VfL Bochum 1848,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,34.0,28.0,2.0,1.0,20.0,22.0,8.0,12.0,,7.0,1.0,5.0,3.0,,,,,,83.0,53.0,7.5,8.0,0.0333532,0,,,4.0,1.0,1.0,2.0,,3.0,,,3.0,2.0,,,,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,
11396222,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,10.0,7.0,,,,,7.0,12.0,,1.0,,,1.0,,,,,,72.0,20.0,6.7,8.0,0.00793821,1,,2.0,3.0,1.0,,,1.0,1.0,,,,,0.0161,,1.0,,,,0.0345,,,,1.0,,,,,,,,,
11396222,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,55.0,40.0,8.0,3.0,12.0,12.0,31.0,53.0,,7.0,,3.0,3.0,,,,,,90.0,90.0,7.8,29.0,0.192317,4,,10.0,8.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.1633,2.0,,,,,,4.0,,1.0,4.0,,1.0,3.0,,,,,,
11396222,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,M,11,11,False,18.0,11.0,,,1.0,1.0,11.0,20.0,1.0,5.0,,3.0,2.0,,,,,,83.0,42.0,7.3,14.0,0.0361964,7,,3.0,7.0,3.0,2.0,1.0,,2.0,2.0,3.0,,,0.4465,3.0,1.0,,1.0,,0.0732,2.0,,2.0,2.0,,,1.0,1.0,,,,,
11396222,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,15.0,11.0,2.0,1.0,1.0,3.0,10.0,12.0,,2.0,,2.0,1.0,,,,,,72.0,28.0,6.8,8.0,0.103432,2,,,11.0,1.0,1.0,,1.0,9.0,,1.0,,,0.1333,1.0,,,,,,1.0,,2.0,2.0,,,,,,,,,
11396222,home,VfL Bochum 1848,Lukas Daschner,lukas-daschner,L. Daschner,M,10,185,114,M,877297,EUR,907200000,M,13,13,True,8.0,6.0,,,1.0,1.0,6.0,9.0,,,,2.0,,,,,,,18.0,13.0,6.4,5.0,0.0969075,1,,2.0,2.0,,,,,,,,,,0.0442,1.0,,,,,,,,2.0,,,,1.0,,,,,,
11396222,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,18.0,5.0,6.5,2.0,0.0202048,0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,
11396222,home,VfL Bochum 1848,Tim Oermann,tim-oermann,T. Oermann,D,15,187,294,M,1138778,EUR,1065398400,D,14,14,True,4.0,3.0,,,2.0,2.0,1.0,3.0,,1.0,,,,,,,,,13.0,10.0,6.5,2.0,0.00146906,0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,True,6.0,3.0,1.0,,1.0,1.0,4.0,7.0,,,1.0,,,,,,,,13.0,10.0,6.9,3.0,0.262909,1,,2.0,,,,,,,,,,,0.0397,1.0,,,,,,2.0,,,,,,2.0,,,,,,
11396222,home,VfL Bochum 1848,Gonçalo Paciência,goncalo-paciencia,G. Paciência,F,39,184,1129,M,138890,EUR,775699200,F,9,9,True,3.0,3.0,,,,,3.0,4.0,1.0,2.0,,,1.0,,,,,,13.0,7.0,6.6,2.0,0.00438844,1,,1.0,1.0,1.0,,,,,,,,,0.1192,1.0,,,,,,,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Andreas Luthe,andreas-luthe,A. Luthe,G,,194,48,M,40372,EUR,542332800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396222,home,VfL Bochum 1848,Noah Loosli,noah-loosli,N. Loosli,D,20,185,73,M,789138,EUR,853977600,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
