match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_wasFouled,stat_wonContest,stat_hitWoodwork,captain,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside
14109768,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,22.0,18.0,9.0,5.0,0.0,16.0,19.0,2.0,3.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.6,4.0,0.00028941,39.513993829262,7.0,8.505,3.675,0.4993,0,0.0758,0.04,0.05,-0.35,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109768,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,3,3,False,64.0,56.0,6.0,2.0,0.0,35.0,37.0,21.0,27.0,12.0,8.0,,,,,,90.0,80.0,6.3,9.0,0.00703207,210.84048017842,31.0,50.82,12.39,,2,,0.21,0.12,-0.28,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0459,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,
14109768,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,50.0,47.0,1.0,,0.0,41.0,43.0,6.0,7.0,2.0,4.0,,,,,,90.0,59.0,6.0,4.0,0.00332527,107.50582012206,16.0,-30.03,4.41,,0,,0.02,0.03,-0.48,,,,1.0,2.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14109768,home,Alanyaspor,Ümit Akdağ,Umit Akdag,,umit-akdag,Ü. Akdağ,D,50,192,604,M,1215071,EUR,1065398400,D,50,50,False,45.0,38.0,2.0,1.0,0.0,26.0,31.0,12.0,14.0,6.0,4.0,,,,,,87.0,60.0,6.7,10.0,0.028469,94.169582975605,13.0,28.665,10.92,,0,,0.2,0.02,-0.07,,1.0,1.0,2.0,2.0,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14109768,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,M,94,94,False,55.0,39.0,10.0,5.0,1.0,17.0,22.0,22.0,33.0,3.0,3.0,,,,,,90.0,81.0,8.5,27.0,0.293281,206.02019381712,19.0,89.88,33.18,,1,,0.48,0.34,-0.22,,,1.0,4.0,2.0,,,1.0,0.0289,0.53,,2.0,1.0,1.0,,2.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1379,98.198649076161,4.0,,,,,,,,,,
14109768,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180,298,M,847013,EUR,869788800,M,42,42,False,49.0,47.0,3.0,2.0,0.0,21.0,22.0,26.0,27.0,,1.0,,,,,,90.0,64.0,7.8,6.0,0.0457695,111.77734858331,14.0,43.89,25.305,,1,,0.27,0.12,-0.11,,,1.0,1.0,4.0,,3.0,1.0,0.2069,0.51,1.0,4.0,2.0,1.0,,,1.0,1.0,,,,1.0,1.0,0.901,29.570813735844,1.0,1.0,,,,,,,,,
14109768,home,Alanyaspor,Maestro,,,maestro,Maestro,M,58,173,1198,M,1002146,EUR,1059955200,M,58,58,False,42.0,40.0,1.0,1.0,0.0,23.0,25.0,17.0,17.0,1.0,5.0,,,,,,90.0,64.0,6.3,10.0,0.00938135,165.03491645899,23.0,41.475,15.75,,1,,-0.1,0.18,-0.1,,1.0,,8.0,3.0,1.0,4.0,1.0,0.0204,-0.03,3.0,2.0,,,1.0,,,,2.0,3.0,,,,,,,1.0,2.0,,,,,,,,
14109768,home,Alanyaspor,Ruan,,,ruan,Ruan,M,11,172,179,M,1400494,EUR,1115078400,M,11,11,False,20.0,16.0,2.0,1.0,0.0,6.0,8.0,10.0,12.0,2.0,4.0,,,,,,90.0,40.0,6.5,8.0,0.0184479,95.972449791242,13.0,18.9,17.535,,4,,0.02,0.31,0.16,,,,3.0,2.0,3.0,2.0,1.0,0.3715,-0.53,,,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,0.2502,31.08206021331,2.0,1.0,,1.0,,,,,,,
14109768,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,F,7,7,False,35.0,31.0,1.0,1.0,0.0,13.0,16.0,18.0,19.0,4.0,3.0,,,,,,77.0,51.0,7.0,10.0,0.0864659,99.719400356545,17.0,47.775,11.13,,0,,0.19,0.0,0.3,,,1.0,2.0,4.0,,1.0,2.0,,,1.0,,2.0,2.0,,1.0,5.0,1.0,,,,,,,,,2.0,,,True,,,,,,
14109768,home,Alanyaspor,Ui-Jo Hwang,,,ui-jo-hwang,U. Hwang,F,16,186,1040,M,791314,EUR,714960000,F,16,16,False,26.0,24.0,2.0,2.0,1.0,7.0,7.0,17.0,19.0,,3.0,,,,,,87.0,38.0,6.6,9.0,0.0169089,84.801721106816,10.0,25.2,12.18,,0,,-0.27,0.15,-0.02,,,,4.0,2.0,,4.0,,,,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,7.438374083091,1.0,1.0,,,,,,,,,
