match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_penaltyConceded,player_firstName,player_lastName,captain,stat_ownGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,player_sofascoreId,stat_totalOffside,stat_lastManTackle,stat_penaltyWon,stat_errorLeadToAShot
12530799,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,23.0,16.0,11.0,5.0,0.0,13.0,14.0,3.0,9.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,3.0,90.0,34.0,7.5,7.0,0.0212761,0,0.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530799,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,False,26.0,21.0,3.0,1.0,1.0,12.0,16.0,9.0,11.0,4.0,4.0,,,,,,,90.0,44.0,7.1,9.0,0.263495,0,,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12530799,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,44.0,33.0,7.0,1.0,0.0,21.0,25.0,12.0,19.0,1.0,14.0,,,,,,,90.0,58.0,7.0,13.0,0.0210174,1,,,,3.0,7.0,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0578,,,,,,,,,,,,,,,,
12530799,home,Hatayspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,4,4,False,42.0,34.0,8.0,3.0,0.0,18.0,20.0,16.0,22.0,3.0,6.0,,,,,,,90.0,58.0,6.5,11.0,0.0668117,0,,,,3.0,5.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,
12530799,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,22.0,18.0,2.0,1.0,0.0,13.0,14.0,5.0,8.0,2.0,5.0,,,,,,,59.0,38.0,6.8,6.0,0.00444242,3,,,,1.0,3.0,1.0,,,1.0,2.0,,,,1.0,1.0,3.0,2.0,,,,0.069,,,,True,,,,,,,,,,,,
12530799,home,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,35.0,30.0,2.0,,0.0,15.0,15.0,15.0,20.0,5.0,3.0,,,,,,,84.0,49.0,6.6,8.0,0.00815601,0,,,,4.0,7.0,,,,1.0,3.0,,3.0,2.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12530799,home,Hatayspor,Lamine Diack,lamine-diack,L. Diack,M,25,186,193,M,982317,EUR,974246400,M,17,17,False,39.0,27.0,4.0,2.0,0.0,12.0,16.0,15.0,23.0,2.0,8.0,,,,,,,59.0,46.0,6.5,13.0,0.0376259,0,,,3.0,5.0,3.0,,,,,2.0,,1.0,1.0,,,,2.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,
12530799,home,Hatayspor,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,98,98,False,30.0,20.0,5.0,1.0,0.0,8.0,11.0,12.0,21.0,1.0,5.0,,,,,,,90.0,57.0,7.4,20.0,0.0734962,3,,2.0,2.0,6.0,8.0,,,,1.0,2.0,3.0,1.0,2.0,6.0,4.0,,1.0,5.0,1.0,,0.3878,,,,,,1.0,2.0,1.0,1.0,0.4019,,,,,,
12530799,home,Hatayspor,Rui Pedro,rui-pedro,R. Pedro,M,,182,143,M,862672,EUR,890352000,M,14,14,False,24.0,21.0,,,0.0,13.0,15.0,8.0,11.0,1.0,,,,,,,,70.0,32.0,6.4,7.0,0.0357676,1,,2.0,1.0,4.0,1.0,,,,,,2.0,,,1.0,,,,1.0,1.0,2.0,0.0818,,,,,,,,1.0,,,,,,,,
12530799,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,21.0,16.0,1.0,,0.0,3.0,5.0,14.0,21.0,2.0,1.0,,,,,,,90.0,38.0,7.0,11.0,0.120922,0,,5.0,,2.0,6.0,,,,,2.0,2.0,1.0,,3.0,1.0,,1.0,,2.0,,,,Joelson Mendes,,,,,,,,,1.0,,,,,
12530799,home,Hatayspor,Vincent Aboubakar,vincent-aboubakar,V. Aboubakar,F,45,184,11201,M,116869,EUR,696038400,F,9,9,False,21.0,18.0,1.0,,0.0,9.0,9.0,9.0,12.0,1.0,2.0,,,,,,,69.0,29.0,6.8,5.0,0.0113024,1,,,4.0,6.0,2.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,0.0383,,,,,,,1.0,,,0.1307,,aboubakarvincent,1.0,,,
