match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceCreated,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_ownGoals
12448349,home,Willem II Tilburg,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,124,M,339809,EUR,817516800,G,1,1,False,22.0,17.0,4.0,1.0,0.0,16.0,19.0,1.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,90.0,32.0,7.0,5.0,0.00030976,0,0.3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Mickael Tirpan,,,mickael-tirpan,M. Tirpan,D,25,177,59,M,800340,EUR,751334400,D,25,25,False,54.0,46.0,5.0,1.0,0.0,30.0,31.0,17.0,26.0,2.0,11.0,5.0,,,,,65.0,75.0,7.2,13.0,0.0431473,0,,3.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,8.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Raffael Behounek,,,behounek-raffael,R. Behounek,D,30,187,82,M,799723,EUR,861148800,D,30,30,False,93.0,88.0,9.0,7.0,0.0,66.0,69.0,22.0,24.0,,3.0,7.0,,,,,90.0,108.0,7.6,6.0,0.0243695,0,,,,5.0,7.0,1.0,,,,2.0,3.0,2.0,,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Tommy St. Jago,,,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,84.0,74.0,13.0,8.0,0.0,51.0,54.0,23.0,30.0,2.0,3.0,11.0,,,,,90.0,100.0,7.4,11.0,0.0351241,0,,,,1.0,3.0,1.0,,1.0,,1.0,,,,6.0,1.0,,,1.0,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Amine Lachkar,Amine Lachkar,,lachkar-amine,A. Lachkar,M,34,189,135,M,1418129,EUR,1050624000,M,34,34,False,50.0,47.0,,,0.0,22.0,23.0,25.0,27.0,,4.0,3.0,,,,,90.0,71.0,7.6,5.0,0.0334057,0,,,,2.0,5.0,1.0,2.0,1.0,1.0,,3.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Nick Doodeman,,,nick-doodeman,N. Doodeman,M,7,173,115,M,822166,EUR,845942400,M,7,7,False,22.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,17.0,,2.0,1.0,,,,,76.0,33.0,7.1,9.0,0.00646897,0,,4.0,,1.0,2.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Jesse Bosch,,,jesse-bosch,J. Bosch,M,5,176,81,M,989859,EUR,949363200,M,8,8,False,43.0,29.0,3.0,1.0,0.0,16.0,21.0,13.0,22.0,,3.0,5.0,,,,,90.0,57.0,6.6,20.0,0.0144412,2,,,,1.0,4.0,,,2.0,,1.0,3.0,2.0,,1.0,,4.0,1.0,,True,1.0,1.0,1.0,1.0,0.3008,0.0304,,,,,,,,
12448349,home,Willem II Tilburg,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177,424,M,992018,EUR,1040428800,M,16,16,False,66.0,60.0,7.0,4.0,0.0,25.0,25.0,35.0,41.0,,4.0,3.0,,,,,90.0,79.0,7.8,11.0,0.137735,1,,,,,3.0,,2.0,4.0,3.0,1.0,,,2.0,1.0,,2.0,,1.0,,,,1.0,,0.0476,0.6428,1.0,,,,,,,
12448349,home,Willem II Tilburg,Rúnar Þór Sigurgeirsson,,,runar-thor-sigurgeirsson,R. Þ. Sigurgeirsson,D,21,186,110,M,902229,EUR,946339200,M,5,5,False,53.0,50.0,6.0,4.0,0.0,26.0,27.0,25.0,29.0,,3.0,5.0,,,,,90.0,79.0,7.2,9.0,0.2003,2,,3.0,1.0,2.0,6.0,2.0,,1.0,,1.0,3.0,1.0,,2.0,,,1.0,,,,1.0,1.0,,0.0704,0.1478,,,,,,,,
12448349,home,Willem II Tilburg,Cisse Sandra,,,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,F,14,14,False,36.0,30.0,1.0,,0.0,9.0,10.0,21.0,27.0,,3.0,2.0,,,,,80.0,47.0,6.9,9.0,0.0221373,4,,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,,2.0,,2.0,,1.0,2.0,,1.0,0.1815,,,2.0,1.0,,,,,
12448349,home,Willem II Tilburg,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190,139,M,997827,EUR,987120000,F,9,9,False,15.0,12.0,,,0.0,1.0,2.0,11.0,13.0,2.0,4.0,3.0,,,,,80.0,28.0,7.4,9.0,0.240029,2,,,,3.0,7.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,,4.0,,,,,1.0,1.0,,0.8812,0.9876,1.0,,,1.0,,,,
12448349,home,Willem II Tilburg,Boris Lambert,,,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,6,6,True,31.0,30.0,2.0,2.0,0.0,19.0,19.0,11.0,12.0,,,1.0,,,,,25.0,33.0,6.8,1.0,0.0160769,0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Amar Fatah,,,amar-ahmed,A. Ahmed,F,17,180,323,M,1157829,EUR,1077148800,F,21,21,True,9.0,8.0,1.0,1.0,0.0,2.0,2.0,8.0,9.0,,2.0,1.0,,,,,14.0,16.0,7.2,2.0,0.0661357,0,,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Jeremy Bokila,,,jeremy-bokila,J. Bokila,F,18,188,210,M,32497,EUR,595468800,F,18,18,True,6.0,3.0,,,0.0,1.0,1.0,2.0,5.0,1.0,1.0,,,,,,10.0,10.0,6.8,4.0,0.0532639,1,,,,1.0,3.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,0.0616,0.0954,,,,,,,,
12448349,home,Willem II Tilburg,Emilio Kehrer,,,emilio-kehrer,E. Kehrer,F,11,177,82,M,1064079,EUR,1016582400,F,11,11,True,7.0,4.0,,,0.0,2.0,2.0,2.0,6.0,,2.0,,,,,,10.0,13.0,6.7,5.0,0.00276473,1,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,0.0724,,,,,,,,,
12448349,home,Willem II Tilburg,Connor van den Berg,,,connor-van-den-berg,C. van den Berg,G,16,187,35,M,990815,EUR,984873600,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448349,home,Willem II Tilburg,Maarten Schut,,,maarten-schut,M. Schut,G,41,180,17,M,1048757,EUR,1065916800,G,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
