match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_dateOfBirthTimestamp,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,player_height,stat_challengeLost,stat_unsuccessfulTouch,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_totalOffside
11048664,home,Cleveland SC,Pedro Alves,Pedro Alves,,pedro-alves,P. Alves,G,1,0,M,1479737,EUR,G,1,1,False,41.0,22.0,31.0,12.0,18.0,24.0,4.0,17.0,1.0,17.0,2.0,7.0,8.0,90.0,57.0,8.9,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048664,home,Cleveland SC,Chris Cvecko,Chris,Cvecko,chris-cvecko,C. Cvecko,D,16,0,M,882227,EUR,D,16,16,False,23.0,18.0,6.0,4.0,10.0,13.0,8.0,10.0,5.0,5.0,,,,90.0,52.0,8.0,11.0,1,765158400.0,4.0,2.0,8.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,
11048664,home,Cleveland SC,Boban Cancar,Boban,Cancar,boban-cancar,B. Cancar,D,2,0,M,882229,EUR,D,2,2,False,38.0,29.0,9.0,3.0,25.0,28.0,4.0,10.0,2.0,1.0,,,,90.0,46.0,7.0,10.0,0,,1.0,,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,,,True,,,,,,,,,,,,
11048664,home,Cleveland SC,Alexandru Rumleanschi,Alexandru Rumleanschi,,alexandru-rumleanschi,A. Rumleanschi,D,20,1,M,1192959,EUR,D,20,20,False,40.0,23.0,12.0,4.0,18.0,28.0,5.0,12.0,3.0,,,,,90.0,47.0,6.6,18.0,0,860716800.0,2.0,2.0,4.0,2.0,,,,,,,2.0,,,,1.0,,187.0,1.0,1.0,,,,,,,,,
11048664,home,Cleveland SC,Benjamin Hryszko,Benjamin Hryszko,,benjamin-hryszko,B. Hryszko,D,23,0,M,1192961,EUR,D,23,23,False,26.0,22.0,4.0,3.0,16.0,19.0,6.0,7.0,3.0,6.0,,,,90.0,42.0,6.6,7.0,0,920851200.0,2.0,2.0,6.0,4.0,,,,,,,,1.0,1.0,1.0,,,,4.0,1.0,,,,,,,,,
11048664,home,Cleveland SC,Kieran Toland,Kieran Toland,,kieran-toland,K. Toland,M,25,0,M,1193073,EUR,M,25,25,False,33.0,28.0,4.0,4.0,18.0,21.0,10.0,14.0,3.0,1.0,,,,90.0,45.0,7.3,8.0,3,811814400.0,5.0,5.0,8.0,7.0,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,
11048664,home,Cleveland SC,Skye Harter,Skye,Harter,skye-harter,S. Harter,M,5,1,M,882231,EUR,M,5,5,False,21.0,13.0,2.0,,9.0,10.0,8.0,18.0,,5.0,,,,81.0,40.0,6.6,18.0,0,,1.0,,10.0,3.0,4.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,3.0,1.0,,7.0,1.0,,,,2.0,4.0,1.0
11048664,home,Cleveland SC,Daniel Koniarczyk,Daniel,Koniarczyk,daniel-koniarczyk,D. Koniarczyk,M,21,0,M,882238,EUR,M,21,21,False,41.0,30.0,6.0,4.0,23.0,30.0,7.0,11.0,2.0,3.0,,,,84.0,56.0,7.3,12.0,0,778118400.0,,2.0,2.0,7.0,,,,,,,5.0,3.0,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,
11048664,home,Cleveland SC,Jannis Schmidt,Jannis Schmidt,,jannis-schmidt,J. Schmidt,M,8,0,M,1479714,EUR,M,8,8,False,22.0,14.0,5.0,2.0,8.0,10.0,6.0,12.0,,2.0,,,,73.0,43.0,6.6,15.0,3,933206400.0,1.0,1.0,6.0,7.0,1.0,,,,,,2.0,5.0,1.0,1.0,4.0,,,,5.0,,,,,2.0,1.0,1.0,,
11048664,home,Cleveland SC,Admir Suljevic,Admir,Suljevic,admir-suljevic,A. Suljevic,M,10,0,M,882232,EUR,F,10,10,False,14.0,10.0,,,3.0,3.0,7.0,11.0,,4.0,,,,45.0,20.0,6.5,8.0,1,,1.0,,4.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,
