match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyConceded,stat_lastManTackle,stat_goodHighClaim,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon
12448386,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,1,1,False,37.0,19.0,27.0,9.0,0.0,13.0,14.0,6.0,23.0,6.0,1.0,1.0,3.0,90.0,42.0,6.2,18.0,0.00543858,0,-0.9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448386,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,2,2,False,10.0,10.0,2.0,2.0,0.0,2.0,2.0,8.0,8.0,1.0,,,,64.0,22.0,6.7,1.0,0.00405507,1,,Mimeirhel Benita,,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0587,0.0929,,,,,,,,,,,,,,,,,,,,,,,,,
12448386,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,51.0,40.0,14.0,4.0,0.0,24.0,24.0,16.0,27.0,8.0,,,,90.0,71.0,6.6,11.0,0.0119112,2,,,,5.0,,4.0,1.0,2.0,,,,0.1322,,3.0,2.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
12448386,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187,163,M,918484,EUR,991353600,D,24,24,False,34.0,29.0,9.0,5.0,0.0,20.0,21.0,9.0,13.0,6.0,,,,90.0,44.0,6.2,6.0,0.00794212,0,,,,,,6.0,,,,1.0,,,,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12448386,home,Heracles Almelo,Ruben Roosken,ruben-roosken,R. Roosken,D,12,183,99,M,988990,EUR,951955200,D,12,12,False,15.0,11.0,1.0,,1.0,3.0,4.0,9.0,13.0,3.0,,,,90.0,39.0,6.7,6.0,0.0504887,0,,,,4.0,,2.0,2.0,3.0,1.0,,,,,1.0,,3.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12448386,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,27.0,25.0,3.0,1.0,0.0,18.0,18.0,7.0,9.0,5.0,,,,84.0,46.0,6.0,5.0,0.00513135,0,,,,6.0,,4.0,,2.0,1.0,1.0,2.0,,,1.0,1.0,7.0,3.0,1.0,,,3.0,,,,,,,True,1.0,,,,,,,,,
12448386,home,Heracles Almelo,Daniel van Kaam,daniel-van-kaam,D. v. Kaam,M,8,175,86,M,876257,EUR,961718400,M,26,26,False,11.0,7.0,2.0,,0.0,2.0,2.0,7.0,14.0,2.0,,,,64.0,21.0,6.7,8.0,0.0621864,0,,,,2.0,,,,2.0,1.0,,,,,,,1.0,,,,,1.0,,5.0,2.0,,,1.0,,,,,,,,,,,
12448386,home,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193,150,M,1010062,EUR,1011484800,M,29,29,False,10.0,5.0,1.0,,0.0,2.0,4.0,3.0,8.0,,,,,72.0,27.0,6.3,14.0,0.00296815,2,,,,5.0,,,1.0,1.0,,3.0,2.0,0.0529,,6.0,2.0,12.0,,,1.0,,3.0,1.0,2.0,,3.0,,1.0,,,1.0,1.0,,,,,,,
12448386,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,M,8,8,False,15.0,10.0,5.0,2.0,0.0,5.0,8.0,6.0,9.0,2.0,,,,83.0,28.0,7.6,9.0,0.0872115,2,,,,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,0.1885,0.6232,,1.0,1.0,1.0,,,,,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,
12448386,home,Heracles Almelo,Shiloh 't Zand,shiloh-t-zand,S. '. Zand,M,25,177,309,M,1196520,EUR,1050278400,M,10,10,False,13.0,10.0,1.0,1.0,0.0,3.0,3.0,7.0,10.0,2.0,,,,64.0,25.0,6.9,7.0,0.0338046,2,,,,4.0,1.0,,,1.0,1.0,4.0,1.0,0.0887,0.1845,,,1.0,2.0,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
