match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_keyPass,stat_totalClearance,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_errorLeadToAShot,stat_totalOffside,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyConceded,stat_penaltyFaced,stat_clearanceOffLine
12624386,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800.0,G,24,24,False,31.0,28.0,4.0,1.0,0.0,28.0,30.0,1.0,11.0,2.0,3.0,90.0,42.0,7.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624386,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,,830126,EUR,768182400.0,D,2,2,False,37.0,31.0,3.0,2.0,0.0,9.0,10.0,38.0,4.0,,,90.0,75.0,8.6,18.0,0,25.0,11.0,3.0,1.0,4.0,6.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12624386,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,,945063,EUR,957312000.0,D,3,3,False,79.0,76.0,10.0,8.0,0.0,44.0,45.0,34.0,8.0,,,90.0,84.0,7.4,4.0,0,32.0,,,2.0,3.0,2.0,1.0,,,,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
12624386,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200.0,D,4,4,False,63.0,59.0,7.0,4.0,0.0,37.0,39.0,24.0,7.0,,,71.0,70.0,7.1,4.0,0,22.0,,,,1.0,2.0,,,,,1.0,,,,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
12624386,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000.0,D,12,12,False,43.0,36.0,1.0,,0.0,11.0,13.0,34.0,4.0,,,56.0,57.0,6.8,13.0,0,25.0,4.0,,,2.0,4.0,,2.0,1.0,,,2.0,2.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
12624386,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,,1130539,EUR,989798400.0,M,23,23,False,40.0,33.0,,,0.0,10.0,12.0,32.0,7.0,,,72.0,55.0,6.8,14.0,0,25.0,4.0,2.0,,7.0,5.0,2.0,3.0,1.0,,,4.0,2.0,1.0,,2.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,
12624386,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171.0,6951,M,otavio,244801,EUR,792288000.0,M,25,25,False,77.0,71.0,7.0,5.0,0.0,20.0,20.0,59.0,2.0,,,86.0,92.0,7.7,11.0,1,52.0,2.0,1.0,2.0,7.0,3.0,1.0,,,1.0,,2.0,1.0,,,4.0,,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,
12624386,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600.0,M,17,17,False,71.0,66.0,2.0,2.0,0.0,24.0,24.0,47.0,4.0,,,56.0,76.0,7.4,5.0,0,42.0,,,,,4.0,,1.0,1.0,,,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,
12624386,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000.0,M,10,10,False,35.0,27.0,2.0,2.0,1.0,3.0,4.0,35.0,4.0,,,90.0,57.0,7.1,20.0,1,25.0,4.0,1.0,1.0,8.0,6.0,1.0,3.0,1.0,,1.0,3.0,3.0,4.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,
12624386,home,Al-Nassr,Jhon Durán,,,jhon-duran,J. Durán,F,10,185.0,33270,M,jaderduran9,974577,EUR,1071273600.0,F,9,9,False,17.0,12.0,1.0,,0.0,3.0,3.0,14.0,2.0,,,90.0,26.0,7.2,7.0,2,9.0,,,,8.0,3.0,1.0,1.0,,1.0,,2.0,1.0,,,1.0,,3.0,1.0,1.0,5.0,1.0,,2.0,2.0,1.0,,1.0,,,,,,,
12624386,home,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,CR7,750,EUR,476409600.0,F,7,7,False,25.0,22.0,1.0,1.0,0.0,4.0,4.0,21.0,2.0,,,90.0,40.0,7.6,7.0,9,18.0,,,1.0,4.0,3.0,,2.0,1.0,,,,,3.0,1.0,,1.0,1.0,,1.0,2.0,,,2.0,4.0,2.0,4.0,1.0,True,1.0,2.0,1.0,,,
