match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_totalContest,stat_wasFouled,player_firstName,player_lastName,stat_blockedScoringAttempt,player_sofascoreId,stat_wonContest,stat_penaltyWon,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed
10408455,home,Real Valladolid,Jordi Masip,jordi-masip,J. Masip,G,180,189,M,128600,EUR,599788800,G,1,1,False,True,20.0,17.0,5.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,27.0,4.7,3.0,0.0,0.0,6.8e-05,0,-2.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408455,home,Real Valladolid,Joaquín Fernández,joaquin-fernandez,J. Fernández,D,190,92,M,822923,EUR,833500800,D,24,24,False,,62.0,54.0,8.0,3.0,33.0,36.0,27.0,1.0,1.0,,7.0,,,,,89.0,73.0,6.0,12.0,0.101,0.0,0.0131575,2,,24,21.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408455,home,Real Valladolid,Martin Hongla,martin-hongla,M. Hongla,M,183,1195,M,856062,EUR,890006400,D,20,20,False,,54.0,50.0,12.0,11.0,30.0,32.0,22.0,,2.0,2.0,8.0,,,,,88.0,61.0,7.0,5.0,0.0,0.0,0.010626,0,,78,20.0,,,2.0,,,,2.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408455,home,Real Valladolid,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,190,4375,M,877103,EUR,699321600,D,15,15,False,,57.0,51.0,10.0,8.0,27.0,29.0,28.0,,5.0,1.0,8.0,,,,,90.0,64.0,6.0,7.0,0.0252,0.0222,0.010766,2,,18,24.0,,,,1.0,,2.0,,,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408455,home,Real Valladolid,Luis Pérez,luis-perez,L. Pérez,D,173,199,M,843180,EUR,791856000,M,2,2,False,,37.0,30.0,4.0,2.0,9.0,11.0,34.0,1.0,1.0,2.0,1.0,,,,,90.0,56.0,6.8,12.0,0.0,0.0,0.221936,0,,2,25.0,8.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,,,,4.0,3.0,,,,,,,,,,,,,,,,
10408455,home,Real Valladolid,Monchu,monchu,Monchu,M,173,615,M,859774,EUR,937180800,M,8,8,False,,53.0,47.0,6.0,5.0,20.0,20.0,40.0,,6.0,,6.0,,,,,90.0,69.0,6.5,14.0,0.0989,0.353,0.161317,2,,6,29.0,7.0,,1.0,1.0,,,,,,1.0,,,2.0,,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10408455,home,Real Valladolid,Kike Pérez,kike-perez,K. Pérez,M,184,312,M,857178,EUR,855878400,M,4,4,False,,35.0,30.0,3.0,2.0,9.0,9.0,29.0,1.0,8.0,,7.0,,,,,60.0,53.0,6.5,14.0,0.0492,0.0,0.0432479,2,,71,21.0,3.0,,3.0,2.0,,,2.0,2.0,,3.0,,,4.0,,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
10408455,home,Real Valladolid,Iván Fresneda,ivan-fresneda,I. Fresneda,D,183,1941,M,1167818,EUR,1096243200,M,27,27,False,,20.0,19.0,2.0,1.0,2.0,2.0,20.0,,1.0,,1.0,,,,,60.0,31.0,6.4,3.0,0.0,0.0,0.0128322,0,,22,17.0,2.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,
10408455,home,Real Valladolid,Álvaro Aguado,alvaro-aguado,Á. Aguado,M,174,148,M,916136,EUR,830908800,F,6,6,False,,51.0,45.0,6.0,6.0,16.0,17.0,36.0,,2.0,,8.0,,,,,90.0,60.0,6.8,11.0,0.0607,0.0,0.0396406,2,,,29.0,2.0,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,3.0,,1.0,,,,1.0,,,,,,,,,,
10408455,home,Real Valladolid,Gonzalo Plata,gonzalo-plata,G. Plata,M,178,20323,M,937937,EUR,973036800,F,11,11,False,,25.0,20.0,,,5.0,7.0,20.0,1.0,5.0,,2.0,,,,,73.0,40.0,7.0,11.0,0.0,0.0,0.0399184,0,,19,16.0,2.0,,4.0,,,,,,,3.0,,,1.0,,1.0,,,1.0,2.0,,5.0,1.0,,,,gonzaloplata,3.0,1.0,,,,,,,
