match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_wonContest,captain,stat_totalCross,stat_challengeLost,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_totalOffside,stat_goals
12134243,home,Western Mass Pioneers,Gianluca Cersosimo,Gianluca Cersosimo,gianluca-cersosimo,G. Cersosimo,G,1,188.0,1,M,1825603,EUR,903571200.0,G,1,1,False,30.0,23.0,11.0,5.0,21.0,26.0,2.0,4.0,1.0,12.0,1.0,6.0,9.0,90.0,46.0,7.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Jordan Koduah,Jordan Koduah,jordan-koduah,J. Koduah,D,6,,1,M,1481091,EUR,926121600.0,D,6,6,False,33.0,31.0,1.0,,25.0,26.0,6.0,7.0,1.0,8.0,1.0,,,90.0,52.0,6.3,7.0,0,,1.0,2.0,6.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Abdel Talabi,Abdel Talabi,abdel-talabi,A. Talabi,D,77,,18,M,1830763,EUR,991526400.0,D,2,2,False,71.0,61.0,8.0,4.0,51.0,59.0,10.0,12.0,3.0,2.0,1.0,,,90.0,84.0,5.8,15.0,0,,1.0,5.0,2.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Kerman Sukía,,kerman-sukia,K. Sukía,D,,185.0,2,,1118210,EUR,1014163200.0,D,3,3,False,72.0,59.0,7.0,2.0,48.0,56.0,11.0,16.0,3.0,8.0,,,,90.0,78.0,6.1,13.0,0,,,,2.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Joaquín Calvo,Joaquín Calvo,joaquin-calvo,J. Calvo,D,20,180.0,1,M,1830764,EUR,979689600.0,D,20,20,False,36.0,24.0,4.0,2.0,17.0,22.0,7.0,14.0,2.0,1.0,2.0,,,76.0,60.0,6.3,19.0,0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Javier Rivera,Javier Rivera,javier-rivera,J. Rivera,,11,,1,M,1831340,EUR,888969600.0,M,11,11,False,47.0,39.0,2.0,,25.0,30.0,14.0,17.0,,2.0,4.0,,,90.0,56.0,6.1,13.0,0,,,2.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Santiago Blasco,Santiago Blasco,santiago-blasco,S. Blasco,M,8,175.0,1,M,1830761,EUR,958780800.0,M,8,8,False,58.0,51.0,6.0,4.0,42.0,45.0,9.0,13.0,1.0,3.0,1.0,,,85.0,64.0,6.6,8.0,0,,1.0,2.0,4.0,,2.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Tomás Duben,Tomás,tomas-duben,T. Duben,F,7,,1,M,944689,EUR,859248000.0,M,7,7,False,5.0,4.0,1.0,,4.0,4.0,,2.0,,1.0,,,,74.0,13.0,6.2,4.0,0,Duben,,2.0,3.0,1.0,,,3.0,,,1.0,,,,,True,1.0,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Ben Awashie,Ben Awashie,ben-awashie,B. Awashie,M,10,173.0,4,M,1825630,EUR,907459200.0,M,10,10,False,30.0,22.0,,,20.0,24.0,2.0,6.0,1.0,4.0,3.0,,,86.0,40.0,6.4,12.0,0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12134243,home,Western Mass Pioneers,Khalid Rose,Khalid Rose,khalid-rose,K. Rose,F,19,,1,M,1481092,EUR,909100800.0,M,19,19,False,9.0,6.0,,,3.0,4.0,3.0,7.0,,1.0,2.0,,,62.0,24.0,6.5,9.0,0,,,5.0,8.0,1.0,6.0,2.0,2.0,,,,,,3.0,,,2.0,1.0,,,,,,,,,,
