match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_totalClearance,player_firstName,player_lastName,stat_totalTackle,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_lastManTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_goals,stat_bigChanceMissed,stat_outfielderBlock,stat_bigChanceCreated,stat_goodHighClaim
12765075,home,FK Borac Banja Luka,Filip Manojlović,filip-manojlovic,F. Manojlović,G,45,197.0,155,M,796266,EUR,830390400,G,13,13,False,12.0,9.0,5.0,2.0,0.0,8.0,9.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,90.0,16.0,6.5,3.0,0.00011074,0,-0.3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765075,home,FK Borac Banja Luka,Marko Vukčević,marko-vukcevic,M. Vukčević,D,15,183.0,90,M,137822,EUR,739411200,D,93,93,False,40.0,31.0,4.0,1.0,0.0,16.0,17.0,18.0,30.0,,,3.0,,,58.0,64.0,6.7,17.0,0.0631804,1,,7.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0074,3.0,,,,,,,,,,,,,,,,,,,
12765075,home,FK Borac Banja Luka,Bart Meijers,bart-meijers,B. Meijers,D,22,185.0,498,M,809290,EUR,852854400,D,2,2,False,76.0,72.0,14.0,11.0,0.0,44.0,46.0,28.0,30.0,,,1.0,,,90.0,86.0,6.9,4.0,0.0190373,1,,,,1.0,5.0,,1.0,,,,3.0,0.0982,1.0,1.0,5.0,,,,,,,,,,,,,,,,,
12765075,home,FK Borac Banja Luka,Jurich Carolina,jurich-carolina,J. Carolina,D,24,178.0,64,M,804905,EUR,900460800,D,24,24,False,61.0,59.0,11.0,10.0,0.0,43.0,43.0,16.0,18.0,,2.0,11.0,1.0,,90.0,69.0,6.9,3.0,0.0242746,1,,,,,2.0,1.0,1.0,,1.0,,1.0,0.0117,1.0,,1.0,Jurich,Carolina,1.0,,,,,,,,,,,,,,
12765075,home,FK Borac Banja Luka,Sebastian Herrera,sebastian-herrera,S. Herrera,D,16,178.0,122,M,808381,EUR,790819200,D,16,16,False,47.0,37.0,6.0,4.0,0.0,12.0,13.0,25.0,40.0,3.0,14.0,5.0,2.0,,90.0,90.0,8.4,22.0,0.0297991,3,,6.0,,1.0,4.0,2.0,1.0,,2.0,2.0,1.0,0.0931,1.0,,,,,7.0,2.0,2.0,2.0,1.0,4.0,1.0,0.2814,,,,,,,
12765075,home,FK Borac Banja Luka,Boban Nikolov,boban-nikolov,B. Nikolov,M,24,180.0,87,M,195974,EUR,775353600,M,5,5,False,22.0,16.0,1.0,1.0,0.0,3.0,4.0,13.0,21.0,1.0,2.0,1.0,,,58.0,30.0,6.8,9.0,0.00776453,2,,3.0,,,,,1.0,,,,,0.1295,,,1.0,,,1.0,,,,,1.0,3.0,,1.0,,,,,,
12765075,home,FK Borac Banja Luka,Srđan Grahovac,srdjan-grahovac,S. Grahovac,M,15,182.0,77,M,73293,EUR,716860800,M,15,15,False,52.0,45.0,4.0,2.0,0.0,19.0,20.0,26.0,33.0,,1.0,2.0,,,69.0,56.0,6.5,8.0,0.21485,0,,1.0,,2.0,4.0,,,,,,1.0,,,1.0,,Srđan,Grahovac,1.0,,,,,,,,,True,,,,,
12765075,home,FK Borac Banja Luka,David Čavić,david-cavic,D. Čavić,M,22,175.0,57,M,1125547,EUR,1006300800,M,22,22,False,14.0,10.0,,,0.0,3.0,3.0,8.0,14.0,,4.0,1.0,3.0,,58.0,29.0,6.9,9.0,0.0795442,1,,3.0,1.0,1.0,2.0,1.0,,,,3.0,1.0,0.1841,,,,David Cavic,,,,1.0,1.0,,,,0.1813,,,,,,,
12765075,home,FK Borac Banja Luka,Sandi Ogrinec,sandi-ogrinec,S. Ogrinec,M,98,183.0,111,M,827370,EUR,897004800,M,98,98,False,25.0,23.0,1.0,1.0,0.0,7.0,8.0,17.0,21.0,5.0,6.0,4.0,,,80.0,39.0,7.2,8.0,0.0360188,4,,4.0,1.0,1.0,3.0,,,,,1.0,,0.1377,,1.0,,Sandi,Ogrinec,1.0,1.0,,2.0,,1.0,,0.1449,2.0,,,,,,
12765075,home,FK Borac Banja Luka,Stefan Savić,stefan-savic,S. Savić,M,77,169.0,122,M,138144,EUR,758073600,M,77,77,False,38.0,31.0,1.0,1.0,0.0,5.0,6.0,26.0,34.0,1.0,2.0,3.0,1.0,,90.0,55.0,7.1,15.0,0.0438966,1,,2.0,,2.0,4.0,1.0,,,,1.0,,0.056,2.0,,,Stefan,Savić,,1.0,,,,,1.0,,1.0,,,,,,
12765075,home,FK Borac Banja Luka,Đorđe Despotović,djordje-despotovic,Đ. Despotović,F,,190.0,240,M,137700,EUR,699667200,F,99,99,False,25.0,19.0,3.0,2.0,0.0,4.0,5.0,16.0,21.0,2.0,2.0,1.0,,,90.0,37.0,7.7,11.0,0.139941,3,,1.0,1.0,4.0,6.0,,1.0,,,3.0,1.0,0.2217,2.0,,,,,,1.0,,1.0,,,1.0,0.2435,1.0,,1.0,,,,
12765075,home,FK Borac Banja Luka,Zoran Kvržić,zoran-kvrzic,Z. Kvržić,D,88,180.0,112,M,117692,EUR,586915200,M,20,20,True,46.0,40.0,2.0,1.0,1.0,10.0,10.0,33.0,45.0,,3.0,6.0,1.0,,32.0,64.0,7.7,13.0,0.151999,0,,9.0,3.0,,,1.0,,,,,,,2.0,,,Zoran,Kvržić,1.0,,1.0,,,1.0,,,,,,,,,
12765075,home,FK Borac Banja Luka,Nikola Srećković,nikola-sreckovic,N. Srećković,M,20,180.0,42,M,810663,EUR,830476800,M,7,7,True,5.0,5.0,,,0.0,2.0,2.0,3.0,6.0,,1.0,1.0,,,32.0,11.0,6.7,4.0,0.00634722,1,,3.0,,2.0,2.0,,1.0,,,1.0,,0.0274,,,,,,1.0,,,,,1.0,,,,,,,,,
