match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,captain,stat_totalCross,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_bigChanceCreated,stat_penaltyConceded
14572781,home,Nice,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2978,M,845183,EUR,942710400,G,80,80,False,46.0,35.0,14.0,6.0,0.0,32.0,36.0,3.0,10.0,9.0,1.0,2.0,2.0,1.0,1.0,90.0,54.0,6.2,11.0,0.00077902,0.0436,0,-1.1062,-0.02,0.02,-0.18,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572781,home,Nice,Antoine Mendy,,,mendy-antoine,A. Mendy,D,33,186,6264,M,1120615,EUR,1085529600,D,33,33,False,39.0,29.0,5.0,1.0,0.0,23.0,27.0,6.0,12.0,4.0,,,,,,90.0,66.0,7.6,13.0,0.0103644,,1,,0.04,0.16,0.34,,3.0,5.0,11.0,1.0,2.0,1.0,7.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0202,-0.12,,,,,,,,,,,,,,,,,,
14572781,home,Nice,Abdulay Juma Bah,,,abdulay-juma-bah,A. J. Bah,D,28,195,5967,M,1606792,EUR,1144713600,D,28,28,False,43.0,35.0,4.0,1.0,0.0,32.0,34.0,3.0,9.0,5.0,,,,,,90.0,57.0,6.3,8.0,0.00267617,,0,,-0.01,0.07,-0.28,,3.0,4.0,5.0,1.0,,,8.0,,2.0,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,
14572781,home,Nice,Dante,,,dante,Dante,D,4,188,1231,M,3577,EUR,435283200,D,4,4,False,66.0,57.0,6.0,1.0,0.0,46.0,50.0,11.0,16.0,7.0,,,,,,90.0,81.0,7.0,11.0,0.0139757,,0,,0.17,0.13,0.19,,3.0,4.0,5.0,,1.0,,6.0,3.0,,2.0,1.0,,1.0,,,,2.0,True,,,,,,,,,,,,,,,,
14572781,home,Nice,Tom Louchet,,,tom-louchet,T. Louchet,M,20,176,404,M,1127313,EUR,1052006400,M,20,20,False,30.0,21.0,3.0,,0.0,4.0,7.0,17.0,23.0,3.0,,,,,,90.0,50.0,6.6,15.0,0.0904739,,1,,0.29,0.12,-0.04,,,2.0,2.0,,,1.0,2.0,,1.0,2.0,,,1.0,,0.0235,0.0,1.0,,4.0,2.0,1.0,,,,,,,,,,,,,
14572781,home,Nice,Hicham Boudaoui,,,hicham-boudaoui,H. Boudaoui,M,6,176,11387,M,985923,EUR,938044800,M,6,6,False,26.0,21.0,2.0,,0.0,14.0,15.0,7.0,11.0,6.0,,,,,,62.0,39.0,6.8,7.0,0.0448591,,2,,0.14,0.09,-0.07,,1.0,1.0,5.0,,1.0,,2.0,,1.0,,,1.0,,,0.0862,-0.25,,,,1.0,,hicham_boudaoui,3.0,3.0,2.0,,,,,,,,,
14572781,home,Nice,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182,633,M,928033,EUR,905904000,M,24,24,False,58.0,49.0,3.0,1.0,0.0,29.0,33.0,20.0,25.0,7.0,,,,,,90.0,77.0,7.2,13.0,0.0517171,,0,,0.11,0.12,-0.06,,3.0,4.0,10.0,2.0,1.0,,5.0,,1.0,6.0,4.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
14572781,home,Nice,Morgan Sanson,,,morgan-sanson,M. Sanson,M,8,182,502,M,250133,EUR,777168000,M,8,8,False,15.0,13.0,,,0.0,6.0,6.0,7.0,9.0,2.0,,,,,,62.0,29.0,6.8,7.0,0.109189,,0,,0.23,0.09,-0.14,,,3.0,4.0,1.0,1.0,,,,,,,4.0,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,
14572781,home,Nice,Melvin Bard,,,melvin-bard,M. Bard,D,26,173,510,M,906075,EUR,973468800,M,26,26,False,30.0,20.0,3.0,,0.0,13.0,19.0,7.0,11.0,5.0,,,,,,80.0,56.0,6.7,16.0,0.0422108,,0,,0.09,-0.11,-0.16,,2.0,3.0,6.0,1.0,,,2.0,,1.0,3.0,3.0,,1.0,,,,1.0,,4.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,
14572781,home,Nice,Kevin Carlos Omoruyi,Kevin,,kevin-omoruyi,K. Carlos,F,90,188,484,M,1035619,EUR,986860800,F,90,90,False,14.0,8.0,1.0,,0.0,5.0,8.0,3.0,6.0,1.0,,,,,,63.0,25.0,6.6,11.0,0.0380451,,1,,-0.1,0.03,-0.01,,4.0,5.0,6.0,,1.0,1.0,2.0,,,,,2.0,2.0,,0.0226,-0.16,1.0,,,3.0,,,1.0,,,,,,,,,,,
