match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_clearanceOffLine
11540864,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,40.0,30.0,19.0,9.0,27.0,31.0,3.0,9.0,6.0,1.0,3.0,3.0,90.0,47.0,6.8,11.0,0.00658846,0,0.0786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540864,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,43.0,30.0,4.0,2.0,16.0,21.0,16.0,25.0,4.0,,,,90.0,69.0,7.6,17.0,0.0782929,0,,1.0,3.0,2.0,3.0,3.0,12.0,2.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11540864,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183,103,M,68228,EUR,687571200,D,4,4,False,36.0,26.0,8.0,2.0,22.0,26.0,4.0,10.0,4.0,,,,90.0,42.0,6.3,10.0,0.00224841,0,,,,,2.0,2.0,2.0,,,,5.0,,,,,,1.0,1.0,True,1.0,,,,,,,,,,,,,,,,,
11540864,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184,69,M,1173638,EUR,1063497600,D,54,54,False,53.0,43.0,7.0,1.0,36.0,39.0,7.0,14.0,5.0,,,,90.0,63.0,6.6,10.0,0.00281254,1,,,,,5.0,3.0,7.0,1.0,1.0,,4.0,1.0,1.0,,,,1.0,,,2.0,,,1.0,0.0626,,,,,,,,,,,,,
11540864,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,61,M,781408,EUR,822268800,D,28,28,False,40.0,34.0,3.0,1.0,21.0,24.0,14.0,17.0,6.0,,,,79.0,57.0,6.8,9.0,0.0819328,0,,,1.0,1.0,,6.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,,,
11540864,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,41.0,39.0,9.0,7.0,25.0,26.0,14.0,16.0,4.0,,,,82.0,47.0,6.7,3.0,0.00741906,1,,,1.0,,,2.0,2.0,,,,,,1.0,,,1.0,,1.0,,,,,1.0,0.0164,2.0,,,,,,,,,,,,
11540864,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,34.0,32.0,4.0,3.0,19.0,19.0,16.0,24.0,9.0,,,,90.0,60.0,7.7,10.0,0.179753,4,,1.0,9.0,3.0,,3.0,7.0,4.0,2.0,1.0,,,3.0,1.0,,2.0,,1.0,,,,,2.0,0.7105,1.0,,1.0,2.0,1.0,0.0372,,,,,,,
11540864,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,19.0,11.0,4.0,,5.0,7.0,6.0,12.0,3.0,,,,90.0,33.0,7.2,11.0,0.589211,3,,,,,1.0,4.0,3.0,2.0,2.0,1.0,,1.0,,,2.0,,1.0,1.0,,1.0,,,1.0,0.5747,1.0,1.0,1.0,2.0,1.0,0.5656,1.0,,,,,,
11540864,home,Kayserispor,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,False,43.0,34.0,5.0,3.0,17.0,19.0,17.0,24.0,3.0,,,,90.0,57.0,6.5,14.0,0.0109159,0,,,,,3.0,6.0,5.0,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,2.0,3.0,,,,,,,,,,,
11540864,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172,381,M,859748,EUR,763344000,M,20,20,False,30.0,27.0,1.0,1.0,14.0,14.0,14.0,19.0,6.0,,,,90.0,51.0,7.3,8.0,0.159835,1,,,3.0,1.0,,7.0,7.0,3.0,1.0,,4.0,,6.0,3.0,,,2.0,2.0,,,,,,0.2236,2.0,1.0,,1.0,,0.2321,1.0,,,,,,
