match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,player_sofascoreId,captain,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
11406792,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,41.0,28.0,18.0,5.0,23.0,24.0,5.0,17.0,6.0,1.0,1.0,90.0,45.0,6.8,13.0,0.00113544,0,0.0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406792,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,D,19,19,False,26.0,17.0,4.0,1.0,9.0,15.0,10.0,14.0,8.0,,,90.0,53.0,6.9,18.0,0.0177491,1,,,,3.0,2.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.097,,,,,,,,,,,,,,,,,,,
11406792,home,Roma,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,14,14,False,53.0,44.0,10.0,3.0,35.0,38.0,9.0,15.0,7.0,,,90.0,68.0,7.1,11.0,0.00246415,2,,,,,,,3.0,6.0,1.0,1.0,,5.0,,,,1.0,0.0416,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,
11406792,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,69.0,64.0,3.0,1.0,43.0,44.0,22.0,26.0,1.0,,,90.0,77.0,7.7,7.0,0.0398755,2,,,,1.0,1.0,1.0,5.0,2.0,1.0,,1.0,1.0,,,1.0,3.0,0.1031,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0836,2.0,,,,,,,,
11406792,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,D,69,69,False,41.0,29.0,3.0,,22.0,24.0,9.0,20.0,7.0,,,79.0,69.0,7.2,19.0,0.0840552,1,,,,3.0,2.0,,2.0,7.0,,,,3.0,2.0,1.0,2.0,,0.0102,3.0,2.0,,1.0,2.0,,,1.0,,,2.0,2.0,,,,,,,
11406792,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,M,7,7,False,21.0,15.0,1.0,,7.0,10.0,10.0,15.0,7.0,,,90.0,45.0,7.3,12.0,0.0230069,2,,,,4.0,2.0,1.0,7.0,8.0,4.0,,1.0,3.0,2.0,1.0,4.0,2.0,0.0958,3.0,,,,3.0,1.0,,1.0,,0.0917,3.0,1.0,lorepelle7,True,,,,,
11406792,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,43.0,41.0,3.0,2.0,21.0,22.0,20.0,21.0,4.0,,,81.0,54.0,7.1,2.0,0.0103213,2,,,,,,,4.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,0.0377,,,,1.0,,,,1.0,,,1.0,2.0,LeoParedes,,,,,,
11406792,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,35.0,28.0,3.0,2.0,16.0,19.0,12.0,17.0,8.0,,,90.0,47.0,6.8,9.0,0.00826629,2,,,,1.0,,2.0,4.0,6.0,1.0,,1.0,,2.0,2.0,,,0.0554,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11406792,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,M,21,21,False,26.0,19.0,1.0,1.0,6.0,7.0,14.0,21.0,2.0,,,79.0,43.0,7.6,13.0,0.0334955,0,,,,2.0,1.0,1.0,4.0,5.0,1.0,2.0,,1.0,,,3.0,,,1.0,2.0,2.0,,2.0,,,,,,2.0,,LaJoya,,1.0,1.0,,,
11406792,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,M,92,92,False,22.0,18.0,3.0,3.0,6.0,7.0,12.0,15.0,5.0,,,70.0,32.0,7.6,4.0,0.0140261,3,,,,,,2.0,2.0,5.0,,,2.0,1.0,,,,1.0,0.2688,1.0,2.0,2.0,,2.0,1.0,,,1.0,0.2129,,2.0,stewel92,,,,1.0,1.0,
