match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_challengeLost,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_totalOffside
11406757,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,44.0,32.0,20.0,9.0,25.0,26.0,7.0,18.0,11.0,3.0,1.0,90.0,55.0,7.4,12.0,0.00383095,0,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406757,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,D,27,27,False,60.0,54.0,4.0,2.0,38.0,39.0,17.0,22.0,5.0,,,90.0,71.0,7.1,6.0,0.0109234,0,,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11406757,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,50.0,45.0,1.0,,33.0,35.0,12.0,15.0,8.0,,,90.0,60.0,7.0,6.0,0.00431772,0,,,,1.0,3.0,3.0,,,5.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11406757,home,Torino,Adam Masina,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,D,5,5,False,51.0,47.0,5.0,4.0,35.0,36.0,12.0,16.0,2.0,,,90.0,63.0,7.1,5.0,0.00587689,1,,1.0,,1.0,2.0,2.0,,,3.0,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,0.0356,,,,,,,,,,,,,
11406757,home,Torino,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,19,19,False,29.0,26.0,1.0,1.0,17.0,18.0,9.0,15.0,3.0,,,86.0,52.0,6.6,13.0,0.0135957,0,,4.0,,2.0,5.0,3.0,3.0,1.0,,2.0,2.0,1.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,
11406757,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,28.0,23.0,4.0,2.0,13.0,15.0,10.0,13.0,3.0,,,90.0,40.0,7.0,6.0,0.0198729,0,,,,,3.0,5.0,1.0,,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,
11406757,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185,1776,M,877371,EUR,984787200,M,8,8,False,53.0,44.0,5.0,2.0,26.0,29.0,21.0,29.0,4.0,,,90.0,70.0,7.7,13.0,0.0987523,1,,5.0,3.0,,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,,,0.2268,,1.0,2.0,1.0,1.0,1.0,0.0943,,,,,,
11406757,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,M,13,13,False,44.0,36.0,1.0,1.0,19.0,21.0,17.0,26.0,5.0,,,90.0,61.0,6.9,13.0,0.0141823,0,,3.0,,,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,,,,True,,,,,
11406757,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,12.0,10.0,,,3.0,3.0,7.0,9.0,1.0,,,28.0,18.0,6.6,4.0,0.00241129,1,,,,,1.0,2.0,,,,,,,,,1.0,2.0,,,,,0.0565,1.0,,,,,,,,niksivlasic_,1.0,,,
11406757,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,17.0,12.0,,,8.0,9.0,4.0,8.0,3.0,,,78.0,26.0,6.7,9.0,0.00230911,1,,,,,4.0,5.0,2.0,,,,,3.0,4.0,1.0,2.0,1.0,,,,1.0,0.0659,,,,,,,,,,,1.0,,
