match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,captain,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_punches,stat_errorLeadToAShot,stat_goalAssist,stat_penaltyWon
10408553,home,Espanyol,Joselu,joselu,Joselu,F,9,191,18060,M,69418,EUR,638496000,F,9,9,False,18.0,11.0,1.0,,1.0,2.0,11.0,17.0,2.0,,,,90.0,28.0,6.7,8.0,0.2328,0.0,0.0602776,3,,1.0,5.0,4.0,8.0,,,1.0,1.0,,1.0,1.0,2.0,,,2.0,,,,1.0,1.0,,,1.0,,1.0,1.0,joselumato,2.0,2.0,1.0,,,,,
10408553,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,F,7,7,True,22.0,17.0,4.0,,8.0,8.0,10.0,15.0,1.0,,,,45.0,33.0,6.8,6.0,0.0,0.0,0.0673164,0,,1.0,,,3.0,,,1.0,1.0,,1.0,,,,,,,,,2.0,1.0,,,1.0,,,2.0,,,,,,,,,
10408553,home,Espanyol,José Gragera,jose-gragera,J. Gragera,M,16,186,129,M,966940,EUR,958262400,M,15,15,True,25.0,22.0,3.0,2.0,15.0,16.0,7.0,9.0,1.0,,,,36.0,28.0,7.0,3.0,0.8174,0.9889,0.00195164,2,,,1.0,4.0,1.0,2.0,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,
10408553,home,Espanyol,Nicolás Melamed,nicolas-melamed,N. Melamed,M,10,173,234,M,989878,EUR,986947200,M,21,21,True,14.0,13.0,,,6.0,7.0,7.0,7.0,2.0,,,,26.0,21.0,6.5,3.0,0.0,0.0,0.00231929,0,,,,2.0,3.0,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10408553,home,Espanyol,Aleix Vidal,aleix-vidal,A. Vidal,D,,178,364,,41218,EUR,619660800,D,22,22,True,9.0,9.0,,,6.0,6.0,3.0,3.0,2.0,,,,18.0,14.0,5.9,1.0,0.0,0.0,0.00225524,0,,,,4.0,1.0,2.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408553,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175,1017,M,877262,EUR,838857600,M,20,20,True,15.0,9.0,3.0,,6.0,6.0,3.0,12.0,3.0,,,,18.0,24.0,6.9,9.0,0.0,0.0,0.00779241,0,,3.0,,,6.0,,,1.0,1.0,,,2.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,
10408553,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,home,Espanyol,Álvaro Fernández,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,25,25,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183,302,M,857205,EUR,811036800,D,5,5,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,home,Espanyol,José Carlos Lazo,jose-carlos-lazo,J. C. Lazo,M,16,177,91,M,605510,EUR,824428800,M,16,16,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,home,Espanyol,Dani Gómez,dani-gomez,D. Gómez,F,9,177,229,M,888930,EUR,901756800,F,19,19,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,False,34.0,16.0,22.0,5.0,11.0,20.0,5.0,14.0,11.0,1.0,,2.0,90.0,45.0,6.6,18.0,0.0,0.0,0.00277493,0,0.3161,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
10408553,away,Celta Vigo,Hugo Mallo,hugo-mallo,H. Mallo,D,,174,280,M,83506,EUR,677548800,D,2,2,False,46.0,41.0,8.0,5.0,25.0,25.0,16.0,21.0,8.0,,,,90.0,64.0,7.6,7.0,0.0,0.0,0.114013,0,,,1.0,3.0,7.0,,,,,,,2.0,,,,3.0,1.0,,4.0,4.0,4.0,,True,,1.0,,2.0,,,1.0,,,,,,
10408553,away,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,44.0,41.0,4.0,2.0,39.0,39.0,2.0,5.0,4.0,,,,90.0,56.0,6.8,5.0,0.0,0.0,0.00168407,0,,,1.0,4.0,2.0,,2.0,,,1.0,,,,,,2.0,1.0,,7.0,1.0,1.0,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,49.0,38.0,12.0,5.0,29.0,31.0,9.0,18.0,2.0,,,,90.0,54.0,6.6,11.0,0.1655,0.6006,0.00350987,1,,,2.0,1.0,2.0,,,,,1.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,17,17,False,33.0,22.0,7.0,3.0,9.0,16.0,14.0,20.0,5.0,,,,90.0,59.0,6.2,21.0,0.0,0.0,0.0281832,0,,3.0,,7.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,,,1.0,1.0,,2.0,2.0,1.0,,,1.0,,,,,,,,,,1.0,,
10408553,away,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,M,7,7,False,21.0,16.0,1.0,1.0,7.0,8.0,9.0,13.0,7.0,,,,88.0,41.0,7.4,12.0,0.1381,0.3916,0.208911,1,,,,13.0,5.0,5.0,,8.0,3.0,,2.0,2.0,3.0,,,,,1.0,,,,,,,,,2.0,,,,,1.0,,,1.0,1.0
10408553,away,Celta Vigo,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,1010505,EUR,1022457600,M,24,24,False,14.0,8.0,,,1.0,3.0,8.0,12.0,6.0,,,,70.0,31.0,7.0,13.0,0.0782,0.7091,0.132045,1,,1.0,1.0,9.0,7.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,
10408553,away,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,47.0,39.0,4.0,1.0,29.0,32.0,11.0,16.0,3.0,,,,90.0,58.0,6.8,8.0,0.0,0.0,0.0247926,0,,1.0,1.0,5.0,4.0,2.0,,2.0,2.0,2.0,,,,,,3.0,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,
10408553,away,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,23,23,False,13.0,11.0,,,6.0,6.0,5.0,7.0,2.0,,,,69.0,22.0,6.2,4.0,0.1203,0.0,0.00257273,1,,,,6.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,
10408553,away,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,29.0,21.0,3.0,2.0,11.0,16.0,10.0,13.0,4.0,,,,88.0,39.0,7.5,9.0,0.9559,0.988,0.265806,3,,,3.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,,,,,,3.0,,1.0,2.0,,,,,,,1.0,1.0,i.aspas10,1.0,,,1.0,,,,
10408553,away,Celta Vigo,Haris Seferović,haris-seferovic,H. Seferović,F,9,189,1003,M,50899,EUR,698716800,F,22,22,False,12.0,9.0,,,1.0,3.0,8.0,9.0,2.0,,,,59.0,17.0,6.4,5.0,0.1406,0.0,0.116108,1,,,2.0,3.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,
10408553,away,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,True,5.0,5.0,,,2.0,2.0,3.0,3.0,1.0,,,,31.0,8.0,6.5,1.0,0.0,0.0,0.00555421,0,,,,4.0,,1.0,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,
10408553,away,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,14,14,True,7.0,5.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,,,,21.0,10.0,6.5,2.0,0.0,0.0,0.00059452,0,,,1.0,3.0,1.0,1.0,,,,1.0,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,7.0,4.0,,,1.0,3.0,3.0,4.0,2.0,,,,20.0,15.0,7.2,5.0,0.0,0.0,0.0851327,0,,,,1.0,6.0,1.0,,2.0,2.0,,1.0,1.0,,,,,,,,3.0,3.0,,,,,,1.0,,,,,,,,1.0,
10408553,away,Celta Vigo,Augusto Solari,augusto-solari,A. Solari,M,23,176,135,M,291279,EUR,694396800,M,21,21,True,4.0,3.0,,,,,3.0,4.0,,,,,2.0,4.0,,1.0,0.0,0.0,0.00440446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Gonçalo Paciência,goncalo-paciencia,G. Paciência,F,39,184,1137,M,138890,EUR,775699200,F,9,9,True,,,,,,,,,,,,,2.0,5.0,,4.0,0.0,0.0,0.0,0,,,,4.0,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Coke Carrillo,coke-carrillo,C. Carrillo,G,1,188,47,M,1114427,EUR,1010361600,G,31,31,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Diego Alves,diego-alves,D. Alves,G,,187,633,,27828,EUR,488419200,G,25,25,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Kevin Vázquez,kevin-vazquez,K. Vázquez,D,20,173,142,M,795257,EUR,732844800,D,20,20,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,26,26,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Fernando Medrano,fernando-medrano,F. Medrano,D,3,172,28,M,912980,EUR,954028800,D,36,36,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,37,37,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Hugo Sotelo,,,,,,,,,,,,,,,,,,,,,,
10408553,away,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,M,19,19,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
