match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialWon,stat_interceptionWon,stat_penaltyConceded,stat_outfielderBlock,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_penaltyWon,player_sofascoreId,stat_penaltyMiss
14035925,home,SV Zulte Waregem,Brent Gabriel,,,gabriel-brent,B. Gabriel,G,13,190,75,M,861977,EUR,917395200,G,13,13,False,45.0,32.0,19.0,6.0,0.0,31.0,31.0,1.0,14.0,1.0,11.0,4.0,1.0,1.0,5.0,90.0,53.0,6.8,13.0,0.00335994,0.8276,0,0.5776,0.07,0.09,-0.2,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035925,home,SV Zulte Waregem,Benoit Nyssen,,,benoit-nyssen,B. Nyssen,D,19,186,33,M,938190,EUR,874022400,D,19,19,False,56.0,46.0,8.0,3.0,0.0,28.0,31.0,18.0,25.0,3.0,5.0,,,,,90.0,77.0,6.6,12.0,0.522727,,1,,0.63,0.13,-0.8,,4.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0495,2.0,0.01,,,,,,,,,,,,,,,,,,
14035925,home,SV Zulte Waregem,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194,72,M,1005175,EUR,917481600,D,3,3,False,28.0,26.0,5.0,4.0,0.0,21.0,23.0,5.0,5.0,2.0,1.0,,,,,56.0,34.0,6.1,2.0,0.00162643,,0,,0.08,0.01,-0.55,,,,3.0,5.0,3.0,1.0,,1.0,,,,,2.0,,,,True,2.0,2.0,1.0,,,,,,,,,,,,,,
14035925,home,SV Zulte Waregem,Jakob Kiilerich,,,jakob-kiilerich,J. Kiilerich,D,5,190,62,M,887822,EUR,957916800,D,5,5,False,52.0,44.0,7.0,3.0,0.0,37.0,40.0,7.0,12.0,5.0,3.0,,,,,90.0,64.0,5.7,8.0,0.0328365,,0,,0.05,0.01,-0.66,,,,4.0,4.0,3.0,,,,,,,3.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,
14035925,home,SV Zulte Waregem,Yannick Cappelle,,,yannick-cappelle,Y. Cappelle,D,55,180,117,M,1506998,EUR,1057536000,D,55,55,False,45.0,34.0,4.0,2.0,0.0,14.0,19.0,20.0,26.0,2.0,3.0,,,,,90.0,77.0,6.1,18.0,0.0149891,,0,,0.06,0.06,-0.68,,2.0,,2.0,3.0,10.0,,,6.0,3.0,,3.0,2.0,,,1.0,,,2.0,3.0,,,,1.0,1.0,,,,,,,,,,
14035925,home,SV Zulte Waregem,Tochukwu Nnadi,,,tochukwu-nadi,T. Nnadi,M,21,176,966,M,1191892,EUR,1056931200,M,21,21,False,42.0,39.0,7.0,6.0,0.0,28.0,29.0,11.0,13.0,3.0,6.0,,,,,90.0,50.0,6.7,5.0,0.0135619,,0,,0.22,0.17,-0.16,,,,,2.0,3.0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
14035925,home,SV Zulte Waregem,Thomas Claes,,,claes-thomas,T. Claes,M,8,181,137,M,1188173,EUR,1080259200,M,8,8,False,36.0,32.0,3.0,2.0,0.0,19.0,20.0,13.0,16.0,1.0,7.0,,,,,83.0,47.0,6.5,9.0,0.0177601,,1,,0.11,0.19,-0.16,,2.0,,,3.0,1.0,,1.0,,,,2.0,,2.0,0.0388,,-0.11,,,,,,,,,2.0,1.0,,,,,,,,
14035925,home,SV Zulte Waregem,Stavros Gavriel,,,stavros-gavriel,S. Gavriel,M,11,178,168,M,999013,EUR,1012262400,M,11,11,False,12.0,10.0,1.0,,0.0,3.0,3.0,7.0,9.0,,2.0,,,,,45.0,24.0,6.7,8.0,0.0217961,,2,,0.15,0.27,-0.11,,4.0,1.0,,,1.0,,,1.0,1.0,,3.0,,,0.2335,1.0,0.0,,,,,,,,,,,1.0,1.0,0.0982,,,,,
14035925,home,SV Zulte Waregem,Jeppe Erenbjerg,,,erenbjerg-jeppe,J. Erenbjerg,M,10,184,356,M,1035095,EUR,956966400,M,24,24,False,30.0,23.0,1.0,,0.0,10.0,10.0,13.0,20.0,1.0,2.0,,,,,90.0,50.0,7.2,15.0,0.0742297,,2,,0.12,0.35,-0.19,,1.0,,,2.0,3.0,,1.0,1.0,1.0,,5.0,1.0,,0.8494,2.0,0.32,,,,,,,2.0,,1.0,1.0,,1.0,0.87,1.0,1.0,,,
14035925,home,SV Zulte Waregem,Joseph Opoku,Joseph Okopu,,joseph-okopu,J. Okopu,M,22,179,340,M,1933796,EUR,1123459200,M,22,22,False,11.0,10.0,,,0.0,3.0,3.0,7.0,8.0,,1.0,,,,,56.0,17.0,6.2,5.0,0.0159095,,1,,0.17,-0.43,-0.17,,,,,3.0,,,1.0,,,,1.0,,,0.0684,,-0.12,,,,,,,2.0,,1.0,,,,,,,,,
14035925,home,SV Zulte Waregem,Anosike Ementa,,,anosike-ementa,A. Ementa,F,18,202,313,M,1094132,EUR,1020384000,F,18,18,False,26.0,16.0,3.0,1.0,0.0,8.0,11.0,8.0,15.0,,1.0,,,,,90.0,56.0,6.7,25.0,0.0213024,,2,,-0.12,-0.68,-0.05,,,,6.0,16.0,18.0,,,1.0,,,8.0,7.0,4.0,0.297,,-0.53,,10.0,,,,,3.0,,4.0,1.0,1.0,1.0,0.012,,,,,
14035925,home,SV Zulte Waregem,Marley Aké,,,ake-marley,M. Aké,M,39,177,526,M,988839,EUR,978652800,M,39,39,True,13.0,9.0,,,0.0,2.0,4.0,7.0,9.0,,2.0,,,,,45.0,26.0,6.6,12.0,0.00825504,,1,,0.02,-0.23,-0.14,,2.0,,1.0,6.0,3.0,,,1.0,1.0,,2.0,1.0,1.0,0.1091,,-0.44,,,,,,,1.0,,4.0,1.0,1.0,,,,,1.0,,
14035925,home,SV Zulte Waregem,Emran Soglo,Emran Soglo,,soglo-emran,E. Soglo,D,17,178,351,M,1403124,EUR,1121040000,D,17,17,True,13.0,11.0,1.0,,0.0,3.0,5.0,8.0,8.0,,1.0,,,,,34.0,17.0,6.2,4.0,0.0273627,,0,,0.01,0.11,-0.22,,3.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14035925,home,SV Zulte Waregem,Laurent Lemoine,,,laurent-lemoine,L. Lemoine,D,4,184,39,M,822698,EUR,893376000,D,4,4,True,18.0,17.0,2.0,2.0,0.0,14.0,14.0,3.0,4.0,2.0,3.0,,,,,34.0,26.0,6.5,1.0,0.00468701,,0,,0.07,0.01,0.25,,,,4.0,4.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,
