match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_fouls,stat_wonContest,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_penaltyMiss
11481885,home,Empoli,Francesco Caputo,,,francesco-caputo,F. Caputo,F,9,181,849,M,43905,EUR,555206400,F,9,9,False,12.0,10.0,,,4.0,6.0,6.0,6.0,4.0,,,,,,90.0,26.0,7.0,9.0,2,,1.0,4.0,4.0,,3.0,,,,4.0,,,,,,3.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,
11481885,home,Empoli,Nicolas Haas,,,nicolas-haas,N. Haas,M,32,178,93,M,587126,EUR,822355200,M,32,32,True,16.0,16.0,3.0,3.0,6.0,6.0,10.0,10.0,,,,,,,32.0,20.0,6.5,1.0,0,,,4.0,,,,,1.0,,1.0,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,
11481885,home,Empoli,Giuseppe Pezzella,,,giuseppe-pezzella,G. Pezzella,M,3,187,604,M,814589,EUR,880761600,D,3,3,True,17.0,15.0,1.0,,5.0,5.0,10.0,13.0,,,,,,,32.0,33.0,6.5,6.0,0,1.0,,1.0,6.0,,3.0,,1.0,,1.0,,,,1.0,,3.0,,,2.0,,,,,,,,,,,
11481885,home,Empoli,Petar Stojanović,,,petar-stojanovic,P. Stojanović,M,30,177,667,M,227082,EUR,813024000,D,30,30,True,14.0,11.0,2.0,2.0,8.0,9.0,3.0,5.0,,,,,,,22.0,22.0,6.5,5.0,0,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
11481885,home,Empoli,Stiven Shpendi,,,stiven-shpendi,S. Shpendi,F,11,181,409,M,1142825,EUR,1053302400,F,7,7,True,7.0,5.0,,,1.0,1.0,4.0,7.0,1.0,,,,,,22.0,14.0,7.0,4.0,0,1.0,,1.0,4.0,1.0,3.0,,1.0,,,,,,,,1.0,,,3.0,,1.0,,,,,,,1.0,,
11481885,home,Empoli,Emmanuel Ekong,,,emmanuel-ekong,E. Ekong,M,11,176,284,M,1000015,EUR,1024963200,F,17,17,True,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,8.0,9.0,6.4,2.0,1,,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,1.0,,,,
11481885,home,Empoli,Samuele Perisan,,,samuele-perisan,S. Perisan,G,1,191,51,M,794784,EUR,872121600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,home,Empoli,Lovro Štubljar,,,lovro-stubljar,L. Štubljar,G,13,191,142,M,1004481,EUR,1092009600,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,home,Empoli,Gabriele Guarino,,,gabriele-guarino,G. Guarino,D,34,193,201,M,1137373,EUR,1081900800,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,home,Empoli,Giovanni Crociata,,,crociata-giovanni,G. Crociata,M,24,174,65,M,826570,EUR,871257600,M,92,92,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,home,Empoli,Lorenzo Ignacchiti,,,ignacchiti-lorenzo,L. Ignacchiti,M,25,184,80,M,1122483,EUR,1082851200,M,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Elhan Kastrati,,,elhan-kastrati,E. Kastrati,G,13,189,276,M,284391,EUR,854841600,G,36,36,False,22.0,14.0,15.0,7.0,9.0,10.0,5.0,12.0,6.0,,2.0,,,3.0,90.0,29.0,6.9,8.0,0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Lorenzo Carissoni,,,lorenzo-carissoni,L. Carissoni,D,24,177,22,M,844081,EUR,855273600,D,24,24,False,25.0,21.0,6.0,4.0,7.0,9.0,14.0,18.0,4.0,,,,,,90.0,52.0,7.5,10.0,1,2.0,,5.0,4.0,1.0,2.0,,1.0,2.0,,1.0,,2.0,3.0,3.0,,,2.0,1.0,1.0,1.0,,,,,,,,,
11481885,away,Cittadella,Nicola Pavan,,,nicola-pavan,N. Pavan,D,18,184,19,M,555740,EUR,728784000,D,26,26,False,37.0,25.0,10.0,4.0,14.0,19.0,11.0,18.0,8.0,,,,,,90.0,47.0,6.8,12.0,1,,5.0,2.0,8.0,,,,2.0,,,1.0,,1.0,2.0,,1.0,,1.0,,,,,,,,1.0,,,,
11481885,away,Cittadella,Domenico Frare,,,domenico-frare,D. Frare,D,52,187,17,M,806008,EUR,831686400,D,15,15,False,33.0,26.0,7.0,4.0,19.0,21.0,7.0,12.0,3.0,,,,,,90.0,39.0,6.5,7.0,2,,,1.0,,,,,4.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,
11481885,away,Cittadella,Federico Giraudo,,,giraudo-federico,F. Giraudo,D,3,182,21,M,795047,EUR,902793600,D,98,98,False,25.0,15.0,6.0,1.0,8.0,9.0,8.0,19.0,5.0,,,,,,90.0,45.0,6.8,14.0,0,3.0,,3.0,8.0,,1.0,,1.0,,1.0,1.0,,1.0,4.0,1.0,3.0,,2.0,1.0,,,1.0,,,,,,,,
11481885,away,Cittadella,Giuseppe Carriero,,,giuseppe-carriero,G. Carriero,M,21,177,25,M,848536,EUR,873331200,M,20,20,False,17.0,12.0,1.0,1.0,2.0,4.0,13.0,18.0,3.0,,,,,,59.0,29.0,6.8,9.0,2,5.0,,2.0,1.0,,,1.0,,,2.0,,,,1.0,1.0,,,2.0,,,2.0,3.0,,,,1.0,,,,
11481885,away,Cittadella,Simone Branca,,,simone-branca,S. Branca,M,7,179,61,M,222012,EUR,701481600,M,23,23,False,58.0,51.0,5.0,2.0,16.0,16.0,35.0,47.0,10.0,,,,,,90.0,76.0,8.2,12.0,0,5.0,,2.0,11.0,,,,,,,,2.0,1.0,8.0,7.0,3.0,True,,,,3.0,,,1.0,,,,,,
11481885,away,Cittadella,Francesco Amatucci,,,francesco-amatucci,F. Amatucci,M,8,182,33,M,972542,EUR,992563200,M,8,8,False,19.0,18.0,,,4.0,4.0,15.0,16.0,2.0,,,,,,82.0,34.0,7.8,2.0,3,1.0,1.0,2.0,6.0,,,1.0,,,1.0,1.0,1.0,,4.0,3.0,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,
11481885,away,Cittadella,Alessio Vita,,,alessio-vita,A. Vita,M,16,176,29,M,259959,EUR,732240000,M,16,16,False,25.0,21.0,3.0,1.0,7.0,8.0,14.0,19.0,3.0,,,,,,82.0,38.0,6.4,10.0,2,2.0,,6.0,1.0,,1.0,1.0,,,3.0,3.0,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,
11481885,away,Cittadella,Andrea Magrassi,,,andrea-magrassi,A. Magrassi,F,11,193,63,M,198358,EUR,728956800,F,9,9,False,15.0,11.0,1.0,,2.0,2.0,9.0,15.0,3.0,,,,,,89.0,31.0,7.6,9.0,5,2.0,,6.0,1.0,2.0,1.0,2.0,,,1.0,3.0,,,,,,,1.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,
11481885,away,Cittadella,Filippo Pittarello,,,pittarello-filippo,F. Pittarello,F,8,185,76,M,915098,EUR,844819200,F,11,11,False,6.0,4.0,,,,,4.0,6.0,1.0,,,,,,59.0,15.0,6.7,5.0,3,,1.0,4.0,2.0,2.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,3.0,,,,
11481885,away,Cittadella,Emil Kornvig,,,emil-kornvig,E. Kornvig,M,8,185,319,M,996685,EUR,956880000,M,17,17,True,8.0,7.0,1.0,,2.0,2.0,8.0,10.0,3.0,,,,,,31.0,17.0,6.5,4.0,0,4.0,,9.0,1.0,,,,,,2.0,1.0,4.0,,,,1.0,,4.0,,,3.0,3.0,,,,,,,,
11481885,away,Cittadella,Tommy Maistrello,,,tommy-maistrello,T. Maistrello,F,17,193,24,M,260435,EUR,740880000,F,32,32,True,7.0,7.0,,,,,7.0,7.0,2.0,,,,,,31.0,13.0,7.0,3.0,1,,2.0,4.0,3.0,,1.0,1.0,,,2.0,2.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,
11481885,away,Cittadella,Valerio Mastrantonio,,,valerio-mastrantonio,V. Mastrantonio,M,21,180,12,M,896187,EUR,930009600,M,5,5,True,5.0,2.0,1.0,1.0,,,2.0,5.0,,,,,,,8.0,5.0,6.6,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Claudio Cassano,,,claudio-cassano,C. Cassano,F,19,165,188,M,1067063,EUR,1058832000,M,10,10,True,4.0,2.0,,,1.0,2.0,2.0,5.0,2.0,,,,,,8.0,10.0,6.3,4.0,1,3.0,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0
11481885,away,Cittadella,Luca Pandolfi,,,luca-pandolfi,L. Pandolfi,F,8,186,70,M,918112,EUR,889833600,F,14,14,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,9.0,5.0,6.6,1.0,0,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Filippo Veneran,,,filippo-veneran,F. Veneran,G,1,184,4,M,1521041,EUR,1111104000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Alessio Rizza,,,alessio-rizza,A. Rizza,D,28,175,23,M,1064801,EUR,1046995200,D,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Alessandro Salvi,,,alessandro-salvi,A. Salvi,D,2,182,25,M,126880,EUR,581472000,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Andrea Danzi,,,andrea-danzi,A. Danzi,M,,175,17,M,893993,EUR,919900800,M,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Andrea Tessiore,,,andrea-tessiore,A. Tessiore,M,99,177,30,M,871687,EUR,938736000,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481885,away,Cittadella,Nicholas Saggionetto,Nicholas Saggionetto,,nicholas-saggionetto,N. Saggionetto,M,,184,5,M,1190950,EUR,1039046400,M,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
