match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,player_sofascoreId,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_clearanceOffLine,stat_goals,stat_bigChanceMissed
11369973,home,KAS Eupen,Gabriel Słonina,gabriel-slonina,G. Słonina,G,44,193,5893,M,978787,EUR,1084579200,G,24,24,False,26.0,19.0,13.0,6.0,0.0,14.0,16.0,5.0,10.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,90.0,31.0,6.2,8.0,0.00237513,0,-0.7832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369973,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,45,M,921951,EUR,966556800,D,2,2,False,31.0,27.0,3.0,2.0,0.0,12.0,13.0,16.0,24.0,,,,2.0,3.0,,,90.0,53.0,6.9,10.0,0.353534,0,,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369973,home,KAS Eupen,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186,193,M,87507,EUR,672969600,D,4,4,False,74.0,58.0,14.0,4.0,0.0,36.0,39.0,22.0,35.0,1.0,2.0,,5.0,5.0,,,90.0,84.0,6.8,16.0,0.0102532,0,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369973,home,KAS Eupen,Oleksandr Filin,oleksandr-filin,O. Filin,D,25,179,38,M,788155,EUR,835660800,D,25,25,False,70.0,64.0,4.0,2.0,0.0,38.0,41.0,26.0,29.0,4.0,7.0,,3.0,8.0,,,90.0,83.0,6.7,7.0,0.0320868,2,,,,4.0,,,2.0,,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,0.096,1.0,,,,,,,,,,,,,,,
11369973,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,74,M,105350,EUR,678153600,D,3,3,False,44.0,33.0,8.0,2.0,0.0,9.0,14.0,25.0,35.0,3.0,3.0,,1.0,4.0,,,86.0,68.0,7.1,16.0,0.140503,0,,5.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,
11369973,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173,149,M,990265,EUR,939686400,M,15,15,False,25.0,16.0,4.0,2.0,0.0,5.0,6.0,14.0,26.0,2.0,9.0,2.0,,3.0,,,90.0,53.0,7.2,20.0,0.264646,4,,7.0,3.0,3.0,2.0,,3.0,2.0,3.0,,,2.0,1.0,3.0,,,,0.2448,3.0,,,2.0,1.0,0.8338,,,,,,,,,,
11369973,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,35,35,False,58.0,48.0,8.0,5.0,0.0,15.0,17.0,33.0,42.0,2.0,6.0,,1.0,10.0,,,90.0,78.0,7.8,14.0,0.0630086,1,,1.0,,11.0,6.0,4.0,6.0,3.0,1.0,1.0,,1.0,2.0,,,,,0.0185,2.0,,,,1.0,0.0367,True,,,,,,,,,
11369973,home,KAS Eupen,Kevin Möhwald,kevin-mohwald,K. Möhwald,M,8,183,29,M,168833,EUR,741657600,M,8,8,False,69.0,61.0,2.0,2.0,0.0,23.0,25.0,40.0,47.0,1.0,2.0,1.0,1.0,1.0,,,86.0,83.0,7.3,10.0,0.0966808,2,,3.0,2.0,3.0,,,,,1.0,1.0,,,,2.0,,,2.0,0.0858,3.0,,,,,,,,,,,,,,,
11369973,home,KAS Eupen,Amadou Keita,amadou-keita,A. Keita,M,18,170,120,M,1145139,EUR,1004227200,M,18,18,False,33.0,27.0,1.0,1.0,0.0,9.0,12.0,18.0,21.0,2.0,6.0,1.0,,7.0,,,63.0,45.0,6.9,12.0,0.0552614,1,,,,4.0,1.0,,1.0,1.0,4.0,3.0,,,1.0,,,,,0.095,1.0,Amadou Keita,,1.0,1.0,0.1172,,,,,,,,,,
11369973,home,KAS Eupen,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,F,19,19,False,21.0,16.0,,,0.0,6.0,6.0,10.0,17.0,1.0,2.0,,,3.0,,,63.0,33.0,6.8,12.0,0.0113386,2,,2.0,,3.0,,,,,3.0,2.0,,,1.0,1.0,1.0,,1.0,0.0598,,,,,,,,,,,,,,,,
