match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_bigChanceMissed,stat_goodHighClaim,player_sofascoreId,stat_goals,stat_goalAssist,stat_totalOffside
11067630,home,Coritiba,Pedro Morisco,Pedro Morisco,pedro-morisco,Pedro Morisco,G,1,191,1643,M,1507616,EUR,1073692800,G,72,72,False,19.0,15.0,7.0,3.0,13.0,15.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,90.0,29.0,6.8,4.0,0.00034799,0,-1.2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Natanael,,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,16,16,False,30.0,28.0,1.0,1.0,17.0,17.0,11.0,16.0,1.0,5.0,,,,90.0,51.0,7.0,7.0,0.143444,0,,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Thalisson Gabriel,Thalisson,thalisson-gabriel,Thalisson Gabriel,D,6,190,175,M,1109577,EUR,1011484800,D,14,14,False,60.0,56.0,2.0,1.0,45.0,48.0,11.0,12.0,2.0,2.0,,,,90.0,70.0,7.1,5.0,0.00389564,3,,,4.0,3.0,5.0,,,,,2.0,1.0,1.0,1.0,,1.0,1.0,Gabriel,2.0,1.0,2.0,0.2424,0.221,,,,,,,,,,,
11067630,home,Coritiba,Thiago Dombroski,Thiago Dombroski,thiago-dombroski,T. Dombroski,D,55,190,95,M,1134106,EUR,1024531200,D,55,55,False,35.0,31.0,6.0,3.0,22.0,24.0,9.0,11.0,1.0,2.0,,,,45.0,40.0,6.2,4.0,0.0027643,1,,,,2.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,0.081,,1.0,,,,,,,,,,
11067630,home,Coritiba,Jamerson,,jamerson,Jamerson,D,83,177,408,M,972373,EUR,905299200,D,83,83,False,49.0,45.0,2.0,2.0,22.0,22.0,24.0,31.0,3.0,9.0,,,,90.0,78.0,7.4,10.0,0.093872,2,,4.0,1.0,4.0,11.0,1.0,4.0,4.0,,1.0,5.0,3.0,2.0,1.0,2.0,1.0,,,,1.0,0.0297,0.0974,1.0,1.0,1.0,,,,,,,,
11067630,home,Coritiba,Willian Farias,,willian-farias,W. Farias,M,5,176,330,M,243239,EUR,613094400,M,8,8,False,36.0,33.0,3.0,1.0,22.0,22.0,11.0,14.0,,1.0,,,,45.0,37.0,6.4,3.0,0.00900956,0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,True,,,,,,,
11067630,home,Coritiba,Sebastian Gomez,,sebastian-gomez,S. Gomez,M,19,172,521,M,925142,EUR,833760000,M,19,19,False,49.0,47.0,3.0,2.0,30.0,30.0,18.0,21.0,,4.0,,,,90.0,57.0,6.8,3.0,0.093558,0,,2.0,,6.0,2.0,,,,,,1.0,1.0,,1.0,2.0,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
11067630,home,Coritiba,Kaio César,Kaio César,kaio-cesar,Kaio César,M,37,168,5030,M,1396009,EUR,1076803200,M,37,37,False,22.0,18.0,,,7.0,8.0,12.0,17.0,,4.0,,,,90.0,40.0,6.7,12.0,0.0341597,1,,3.0,,5.0,6.0,3.0,4.0,3.0,,,1.0,,2.0,2.0,,2.0,,1.0,,1.0,0.0098,0.2381,,1.0,,,,,,,,,
11067630,home,Coritiba,Andrey,,andrey,Andrey,M,5,176,251,M,822513,EUR,887500800,M,7,7,False,45.0,39.0,5.0,3.0,20.0,21.0,20.0,28.0,1.0,3.0,,,,66.0,56.0,7.0,9.0,0.242156,1,,4.0,1.0,,4.0,,1.0,1.0,,1.0,2.0,1.0,,,1.0,2.0,,,,,0.0339,,,1.0,1.0,,,,,,,,
11067630,home,Coritiba,Gabriel Silva,Gabriel,gabriel-silva,G. Silva,M,19,180,190,M,1176796,EUR,1025654400,M,20,20,False,10.0,8.0,1.0,1.0,1.0,2.0,7.0,8.0,,2.0,,,,45.0,14.0,6.5,3.0,0.031489,1,,,,1.0,,,,,,1.0,,,1.0,,,,Silva Azevedo Figueiredo,1.0,1.0,,0.0377,,,,,,,,,,,,
11067630,home,Coritiba,Edu,,edu,Edu,F,9,180,327,M,868864,EUR,731289600,F,99,99,False,9.0,8.0,1.0,1.0,5.0,5.0,3.0,5.0,,2.0,,,,66.0,19.0,6.8,5.0,0.00883567,0,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,,,,,2.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,
11067630,home,Coritiba,Maurício Antônio,,mauricio-antonio,M. Antônio,D,13,183,71,M,583824,EUR,697334400,D,5,5,True,26.0,26.0,1.0,1.0,18.0,18.0,8.0,8.0,6.0,4.0,,,,45.0,36.0,7.2,,0.00322602,0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,
11067630,home,Coritiba,Lucas Ronier,,lucas-ronier,L. Ronier,M,11,165,1047,M,1172056,EUR,1101427200,M,98,98,True,21.0,18.0,1.0,1.0,9.0,10.0,9.0,13.0,,3.0,,,,45.0,31.0,6.6,8.0,0.0179759,0,,2.0,,5.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Matheus Bianqui,,matheus-bianqui,M. Bianqui,M,17,187,122,M,981746,EUR,886204800,M,17,17,True,18.0,15.0,1.0,1.0,8.0,9.0,7.0,9.0,,3.0,,,,45.0,26.0,6.7,4.0,0.0098923,3,,,1.0,2.0,4.0,,,,,,1.0,1.0,1.0,2.0,2.0,,,,2.0,1.0,0.1995,0.4475,,,,,,1.0,,,,,
11067630,home,Coritiba,Diogo Batista de Souza,Diogo,diogo-batista-de-souza,D. B. d. Souza,D,25,173,100,M,1588320,EUR,1062115200,D,29,29,True,19.0,18.0,3.0,2.0,12.0,12.0,6.0,8.0,1.0,2.0,,,,24.0,23.0,6.8,3.0,0.03865,0,,1.0,1.0,2.0,1.0,,,,,,,,1.0,,2.0,2.0,Batista de Souza,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Eberth Araujo Nogueira,Eberth,nogueira-eberth-araujo,E. A. Nogueira,F,9,193,51,M,1588326,EUR,1055980800,F,77,77,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,,24.0,11.0,6.4,5.0,0.00191062,1,,,,2.0,,1.0,,,,,,,2.0,,1.0,,Araújo Nogueira,,,,0.033,,,,1.0,,,,,,,,
11067630,home,Coritiba,Marcão,Marcão,marcao,Marcão,G,,192,16,M,1084326,EUR,956102400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Luan Polli,,luan-polli,Luan Polli,G,,189,94,M,880117,EUR,734054400,G,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Reynaldo,,reynaldo,Reynaldo,D,,186,185,M,877470,EUR,852249600,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Jean Pedroso,,jean-pedroso,Jean Pedroso,D,47,191,259,M,1462756,EUR,1075248000,D,47,47,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Hayner,,hayner,Hayner,D,60,178,269,M,807767,EUR,812592000,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Marcelino Moreno,,marcelino-moreno,M. Moreno,M,10,175,936,M,848472,EUR,804038400,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067630,home,Coritiba,Jorge Vinicius Ribeiro Da Silva,Jorge Vinicius,jorge-vinicius-ribeiro-da-silva,J. V. R. D. Silva,M,25,175,21,M,1588329,EUR,1052870400,M,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Ribeiro Da Silva,,,,,,,,,,,,,,,,
11067630,away,Corinthians,Carlos Miguel,,carlos-miguel,C. Miguel,G,1,204,5473,M,973738,EUR,907891200,G,22,22,False,25.0,22.0,6.0,3.0,21.0,21.0,1.0,4.0,,10.0,4.0,5.0,,90.0,41.0,8.3,4.0,0.0003408,0,1.004,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,
