match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_shotOffTarget,stat_clearanceOffLine,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_fouls,stat_keyPass,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_accurateCross,captain,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,player_sofascoreId
10382243,home,Fortuna Sittard,Ivor Pandur,ivor-pandur,I. Pandur,G,1,187,669,M,943212,EUR,953942400,G,31,31,False,41.0,28.0,30.0,17.0,23.0,28.0,5.0,13.0,7.0,3.0,1.0,1.0,90.0,48.0,5.7,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382243,home,Fortuna Sittard,Ximo Navarro,ximo-navarro,X. Navarro,D,23,176,95,M,150864,EUR,633052800,D,2,2,False,30.0,17.0,5.0,1.0,13.0,23.0,4.0,8.0,7.0,,,,89.0,53.0,6.2,16.0,0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382243,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,37.0,30.0,9.0,4.0,22.0,25.0,8.0,12.0,6.0,,,,90.0,49.0,7.1,7.0,1,,,,2.0,,4.0,2.0,1.0,2.0,2.0,,,Rodrigo,Guth,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382243,home,Fortuna Sittard,Dimitrios Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,44.0,36.0,7.0,4.0,26.0,30.0,10.0,14.0,6.0,,,,90.0,54.0,6.8,8.0,1,,4.0,2.0,4.0,1.0,7.0,,,,,,,Dimitrios,Siovas,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10382243,home,Fortuna Sittard,Rémy Vita,remy-vita,R. Vita,D,21,170,144,M,1035696,EUR,986083200,D,61,61,False,28.0,25.0,3.0,2.0,16.0,18.0,9.0,13.0,8.0,,,,80.0,54.0,6.3,12.0,0,3.0,,8.0,11.0,3.0,,,2.0,3.0,1.0,,2.0,,,,,1.0,,,1.0,8.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,
10382243,home,Fortuna Sittard,Arianit Ferati,arianit-ferati,A. Ferati,M,10,168,71,M,548088,EUR,873590400,M,19,19,False,22.0,14.0,4.0,3.0,6.0,8.0,8.0,14.0,1.0,,,,45.0,31.0,6.2,8.0,0,,,2.0,4.0,1.0,,,3.0,2.0,,,,,,,,1.0,,,,2.0,2.0,,,,1.0,,,,,,,,,,,
10382243,home,Fortuna Sittard,Deroy Duarte,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,33.0,23.0,7.0,3.0,9.0,12.0,14.0,21.0,9.0,,,,90.0,49.0,7.3,12.0,2,,,2.0,2.0,1.0,,,1.0,2.0,,,2.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10382243,home,Fortuna Sittard,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1224,M,1069244,EUR,931305600,M,77,77,False,16.0,13.0,1.0,,8.0,9.0,5.0,7.0,4.0,,,,67.0,25.0,6.7,4.0,0,,,4.0,5.0,2.0,,,,4.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,
10382243,home,Fortuna Sittard,Oğuzhan Özyakup,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,False,37.0,26.0,4.0,2.0,11.0,14.0,18.0,30.0,10.0,,,,90.0,57.0,6.9,20.0,1,7.0,,4.0,3.0,,,1.0,1.0,2.0,2.0,,,,,1.0,,,,,3.0,2.0,1.0,,,3.0,,,3.0,,,,,,,,,
10382243,home,Fortuna Sittard,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,,170,335,M,901857,EUR,989107200,M,85,85,False,11.0,9.0,,,4.0,5.0,5.0,8.0,2.0,,,,45.0,20.0,6.3,5.0,1,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
