match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_challengeLost,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_saves
11369395,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,38.0,23.0,24.0,9.0,14.0,16.0,9.0,22.0,12.0,1.0,1.0,90.0,43.0,6.2,15.0,0.00403927,0,-0.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369395,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,39.0,28.0,7.0,3.0,11.0,11.0,17.0,29.0,7.0,,,90.0,68.0,6.6,22.0,0.0240302,0,,,,1.0,4.0,7.0,8.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
11369395,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,38.0,29.0,9.0,4.0,17.0,19.0,12.0,19.0,3.0,,,90.0,43.0,6.6,10.0,0.00884312,0,,,,,1.0,6.0,2.0,,,,1.0,,,,,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11369395,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,49.0,45.0,8.0,6.0,23.0,23.0,22.0,26.0,8.0,,,90.0,56.0,7.0,4.0,0.0137622,2,,,,,4.0,6.0,6.0,,,,1.0,1.0,,,,6.0,,,2.0,True,1.0,1.0,1.0,0.1414,0.3646,,,,,,,,,,,,
11369395,home,Osasuna,Johan Mojica,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,False,47.0,33.0,13.0,4.0,15.0,21.0,20.0,34.0,16.0,,,90.0,80.0,7.3,26.0,0.177629,0,,,,8.0,2.0,4.0,6.0,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,1.0,,,,,,,2.0,2.0,2.0,,,,,,,,,
11369395,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,44.0,30.0,3.0,1.0,15.0,18.0,15.0,26.0,8.0,,,90.0,53.0,6.8,15.0,0.0292761,1,,,,,3.0,9.0,7.0,,2.0,2.0,,2.0,2.0,2.0,1.0,6.0,4.0,,,,,,,0.019,,,,,1.0,,,,,,,,
11369395,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,37.0,31.0,2.0,,13.0,14.0,18.0,24.0,2.0,,,67.0,46.0,6.6,9.0,0.0215473,0,,,,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
11369395,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,M,15,15,False,20.0,11.0,2.0,1.0,3.0,4.0,8.0,19.0,6.0,,,67.0,39.0,6.3,17.0,0.0200766,0,,,,3.0,,8.0,1.0,1.0,2.0,,,,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
11369395,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,35.0,30.0,3.0,3.0,7.0,8.0,23.0,27.0,5.0,,,88.0,46.0,6.6,11.0,0.0365287,0,,,,,1.0,7.0,3.0,1.0,1.0,,1.0,,1.0,,4.0,2.0,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,,
11369395,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,M,9,9,False,25.0,19.0,4.0,3.0,7.0,10.0,15.0,24.0,2.0,,,81.0,51.0,7.3,16.0,0.397693,1,,,,9.0,2.0,5.0,6.0,,3.0,1.0,1.0,,,,2.0,1.0,2.0,,3.0,,,,,0.0152,,3.0,,4.0,1.0,,1.0,,,,,,
