match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11067612,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,12.0,11.0,2.0,1.0,11.0,11.0,1.0,5.0,2.0,1.0,1.0,90.0,20.0,7.1,1.0,4.121e-05,0,0.1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,45.0,36.0,7.0,2.0,21.0,24.0,27.0,4.0,,,,90.0,70.0,7.2,19.0,0.0710761,0,,True,17.0,6.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,57.0,51.0,2.0,1.0,42.0,43.0,14.0,3.0,,,,90.0,64.0,6.6,8.0,0.00502581,0,,,9.0,,,5.0,2.0,2.0,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,63.0,58.0,6.0,4.0,40.0,43.0,20.0,4.0,,,,90.0,70.0,7.3,5.0,0.0149508,0,,,18.0,,,3.0,4.0,1.0,2.0,,2.0,2.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Gonzalo Escobar,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,33,33,False,35.0,31.0,3.0,1.0,16.0,19.0,18.0,4.0,,,,90.0,56.0,7.2,8.0,0.00637614,0,,,15.0,2.0,,3.0,4.0,1.0,2.0,3.0,2.0,2.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,25.0,17.0,2.0,1.0,9.0,9.0,16.0,5.0,,,,89.0,35.0,6.0,13.0,0.00524715,1,,,8.0,,,7.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,2.0,,,1.0,2.0,1.0,1.0,0.4827,,,,,,,,,,,,,,
11067612,home,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,65.0,59.0,3.0,,34.0,34.0,31.0,4.0,,,,74.0,77.0,6.9,7.0,0.0181629,0,,,25.0,,,6.0,8.0,3.0,,,5.0,4.0,,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,False,51.0,48.0,2.0,1.0,23.0,24.0,28.0,9.0,,,,90.0,66.0,6.5,5.0,0.0166145,1,,,25.0,1.0,,13.0,7.0,9.0,,4.0,6.0,5.0,,1.0,4.0,,,,1.0,,,,0.0657,1.0,,,,,,,,,,,,,
11067612,home,Fortaleza,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,29,29,False,26.0,18.0,5.0,,9.0,10.0,23.0,4.0,,,,74.0,46.0,8.5,14.0,0.463049,1,,,13.0,7.0,4.0,,6.0,,1.0,1.0,3.0,,2.0,2.0,,,,,,1.0,,,0.4586,,1.0,1.0,1.0,1.0,1.0,0.6504,5.0,,,,,,
11067612,home,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,F,27,27,False,22.0,18.0,,,5.0,5.0,21.0,4.0,,,,61.0,33.0,7.3,9.0,0.198055,0,,,14.0,4.0,1.0,2.0,3.0,1.0,,,,,,2.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,Calebe,,1.0,,,
11067612,home,Fortaleza,Thiago Galhardo,thiago-galhardo,T. Galhardo,F,,182,1617,M,165677,EUR,616896000,F,91,91,False,8.0,4.0,,,1.0,1.0,7.0,,,,,60.0,14.0,6.6,5.0,0.00547904,1,,,3.0,,,2.0,1.0,,2.0,,1.0,1.0,1.0,,2.0,,,,,,,1.0,0.0532,,,,,,1.0,,,,,,,,
11067612,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,True,3.0,2.0,1.0,1.0,,,3.0,1.0,,,,30.0,3.0,6.5,1.0,0.00140333,0,,,2.0,,,3.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,True,11.0,7.0,1.0,1.0,4.0,4.0,8.0,2.0,,,,29.0,17.0,6.6,7.0,0.00176771,2,,,3.0,1.0,,3.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,2.0,0.1297,,,,,,,,,,,,,,
11067612,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,True,11.0,9.0,,,5.0,7.0,4.0,2.0,,,,16.0,17.0,6.5,3.0,0.00679406,0,,,4.0,,,2.0,2.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,F,12,12,True,6.0,5.0,1.0,1.0,,,8.0,1.0,,,,16.0,13.0,6.8,3.0,0.00388186,0,,,5.0,2.0,,,4.0,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Lucas Crispim,lucas-crispim,L. Crispim,M,10,178,449,M,795178,EUR,771984000,M,10,10,True,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,0.00445021,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Fernando Miguel,fernando-miguel,F. Miguel,G,16,191,318,M,358418,EUR,476150400,G,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Marcelo Benevenuto,marcelo-benevenuto,Marcelo,D,14,180,199,M,841808,EUR,820972800,D,5,5,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Pedro Augusto,pedro-augusto,P. Augusto,M,28,181,302,M,922556,EUR,857347200,M,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,home,Fortaleza,Pedro Rocha,pedro-rocha,Pedro Rocha,F,32,178,1163,M,794930,EUR,780969600,F,32,32,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro,Rocha,,,,
11067612,home,Fortaleza,Imanol Machuca,imanol-machuca,I. Machuca,F,7,169,1281,M,974698,EUR,947894400,F,39,39,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,away,Goiás,Tadeu,tadeu,Tadeu,G,23,184,759,M,552172,EUR,697161600,G,23,23,False,29.0,24.0,9.0,5.0,22.0,24.0,5.0,9.0,1.0,,,90.0,36.0,6.5,5.0,0.00063797,0,-0.3496,True,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
11067612,away,Goiás,Maguinho,maguinho,Maguinho,D,26,175,81,M,871209,EUR,694656000,D,2,2,False,24.0,21.0,3.0,1.0,12.0,15.0,11.0,2.0,,,,83.0,42.0,6.1,10.0,0.0459254,0,,,10.0,2.0,1.0,5.0,,1.0,3.0,1.0,,,3.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
11067612,away,Goiás,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,False,58.0,52.0,6.0,6.0,36.0,38.0,20.0,1.0,,,,90.0,65.0,6.8,7.0,0.0113372,0,,,16.0,,,1.0,2.0,,4.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11067612,away,Goiás,Edu,edu,Edu,D,43,188,302,M,989715,EUR,961113600,D,43,43,False,71.0,63.0,7.0,2.0,45.0,49.0,22.0,5.0,,,,90.0,86.0,7.0,9.0,0.00973927,0,,,18.0,,,,3.0,,6.0,2.0,,,,2.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
11067612,away,Goiás,Dieguinho,dieguinho,Dieguinho,M,20,175,466,M,1016930,EUR,815097600,D,20,20,False,55.0,46.0,2.0,1.0,29.0,33.0,23.0,5.0,,,,90.0,77.0,6.4,14.0,0.102062,0,,,17.0,1.0,,6.0,6.0,,,1.0,3.0,2.0,,2.0,2.0,,1.0,,2.0,2.0,,,,,,,,,,,1.0,,,,,,
11067612,away,Goiás,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,12,12,False,54.0,46.0,4.0,2.0,24.0,26.0,28.0,3.0,,,,64.0,58.0,6.7,8.0,0.0105018,0,,,22.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,away,Goiás,Guilherme Marques,guilherme-marques,Guilherme Marques,M,12,174,277,M,109610,EUR,674784000,M,60,60,False,33.0,28.0,,,11.0,11.0,25.0,1.0,,,,64.0,48.0,6.5,12.0,0.0199527,0,,,17.0,3.0,,4.0,5.0,,,,,,2.0,2.0,1.0,1.0,,,1.0,4.0,,,,,3.0,,,,,,,,,,,,
11067612,away,Goiás,Luís Oyama,luis-oyama,Luís Oyama,M,6,171,231,M,922570,EUR,854582400,M,55,55,False,57.0,54.0,4.0,3.0,24.0,26.0,31.0,7.0,,,,90.0,73.0,6.7,9.0,0.0216109,0,,,30.0,,,5.0,5.0,,1.0,2.0,,,2.0,1.0,1.0,,1.0,,3.0,4.0,,,,,3.0,,,,,,,,,,,,
11067612,away,Goiás,Everton Morelli,everton-morelli,E. Morelli,M,8,185,105,M,928137,EUR,878601600,M,40,40,False,44.0,41.0,,,18.0,19.0,25.0,3.0,,,,82.0,55.0,6.8,6.0,0.0146597,1,,,23.0,,,2.0,2.0,,1.0,3.0,,,2.0,1.0,1.0,,1.0,,1.0,,,1.0,0.0164,,,,,,,,1.0,,,,,,
11067612,away,Goiás,Anderson Oliveira,anderson-oliveira,Anderson Oliveira,F,70,169,239,M,931538,EUR,900547200,M,70,70,False,49.0,41.0,2.0,2.0,15.0,17.0,33.0,5.0,,,,90.0,77.0,6.6,21.0,0.097169,1,,,26.0,1.0,,10.0,11.0,,,,1.0,1.0,4.0,3.0,3.0,1.0,,,2.0,12.0,,,0.0087,1.0,7.0,,,,,,,,,,,,
11067612,away,Goiás,Pedrinho,pedro-junqueira,Pedrinho,M,17,182,140,M,1217904,EUR,1080000000,F,17,17,False,15.0,14.0,,,8.0,8.0,7.0,,,,,83.0,26.0,7.0,3.0,0.00370787,1,,,6.0,,,2.0,6.0,,1.0,,2.0,2.0,1.0,1.0,,1.0,,,,4.0,,,0.1834,,3.0,,1.0,,,0.1822,1.0,Pedro,Junqueira de Oliveira,,,,
11067612,away,Goiás,Raphael Guzzo,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,5,5,True,23.0,19.0,2.0,,7.0,8.0,15.0,3.0,,,,26.0,30.0,6.5,6.0,0.00548298,1,,,12.0,,,2.0,3.0,,,,,,,1.0,,,,,,4.0,,,0.0716,1.0,2.0,,,,,,,,,,,,
11067612,away,Goiás,Breno Herculano,breno-herculano,B. Herculano,F,9,189,149,M,1018671,EUR,919123200,F,18,18,True,3.0,1.0,,,,,4.0,1.0,,,,26.0,6.0,6.4,4.0,0.00103169,0,,,1.0,1.0,,3.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11067612,away,Goiás,Dodô,dodo,Dodô,M,10,170,230,M,1018871,EUR,992563200,M,95,95,True,8.0,7.0,,,2.0,2.0,6.0,1.0,,,,8.0,11.0,6.6,2.0,0.00557717,0,,,5.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,Dodô,,,,,
11067612,away,Goiás,Matheus Babi,matheus-babi,Matheus Babi,F,17,191,465,M,1007431,EUR,869184000,F,9,9,True,3.0,2.0,,,,,3.0,,,,,12.0,8.0,6.6,3.0,0.0216018,0,,,2.0,,,2.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
11067612,away,Goiás,Alesson,alesson,Alesson,F,77,173,437,M,871015,EUR,919123200,F,27,27,True,5.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,,,,12.0,11.0,6.8,1.0,0.00063268,1,,,2.0,,,2.0,3.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,0.063,1.0,1.0,,,,,,,,,,,,
11067612,away,Goiás,Marcelo Rangel,marcelo-rangel,M. Rangel,G,88,186,371,M,870902,EUR,579830400,G,88,88,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067612,away,Goiás,Sidimar,sidimar,Sidimar,D,4,185,39,M,312072,EUR,710640000,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
