match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_aerialLost,stat_interceptionWon,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_goals,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated
11369382,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,31.0,25.0,20.0,14.0,15.0,17.0,10.0,14.0,1.0,8.0,2.0,3.0,1.0,1.0,1.0,90.0,39.0,7.2,6.0,0.00183407,0,-0.5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369382,home,Real Sociedad,Hamari Traoré,hamari-traore,H. Traoré,D,14,175,4235,M,362014,EUR,696470400,D,18,18,False,23.0,20.0,6.0,4.0,13.0,13.0,7.0,10.0,1.0,6.0,,,,,,63.0,36.0,6.7,7.0,0.463701,1,,,,hamarintos27,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0258,1.0,,,,,,,,,,,,,,,,,
11369382,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,40.0,34.0,6.0,3.0,19.0,21.0,15.0,19.0,2.0,5.0,,,,,,90.0,46.0,6.8,7.0,0.00785717,0,,,,,4.0,4.0,1.0,,,,,2.0,1.0,,4.0,,,2.0,1.0,,,,,,,,,,,,,,,
11369382,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,False,57.0,53.0,3.0,2.0,44.0,46.0,9.0,11.0,,4.0,,,,,,90.0,63.0,6.9,4.0,0.00284035,0,,,,lenormand_r,3.0,1.0,,,1.0,1.0,,,,,1.0,0.0418,,,2.0,2.0,1.0,,,,,,,,,,,,,
11369382,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,3,3,False,40.0,33.0,4.0,1.0,19.0,21.0,14.0,21.0,3.0,2.0,,,,,,90.0,63.0,7.2,14.0,0.0290362,0,,,,,3.0,7.0,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,
11369382,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,25.0,23.0,3.0,3.0,9.0,9.0,15.0,18.0,1.0,4.0,,,,,,90.0,49.0,6.8,10.0,0.0656878,1,,,,,13.0,9.0,5.0,2.0,3.0,2.0,,5.0,2.0,4.0,4.0,0.0435,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.2622,,,,,,,,
11369382,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,48.0,38.0,2.0,1.0,16.0,16.0,23.0,34.0,1.0,9.0,,,,,,90.0,66.0,7.2,17.0,0.0353958,3,,,,mikelmerino,13.0,7.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,0.2164,,3.0,1.0,8.0,,2.0,,1.0,,,1.0,,,,,,,
11369382,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,4,4,False,42.0,36.0,3.0,3.0,18.0,21.0,18.0,21.0,2.0,6.0,,,,,,90.0,52.0,7.0,9.0,0.0506468,1,,,,martin_zubimendi,4.0,4.0,1.0,1.0,,,,2.0,,1.0,2.0,0.2658,,2.0,,,2.0,,,,1.0,0.6107,,1.0,,,,,,
11369382,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,F,14,14,False,29.0,21.0,2.0,2.0,7.0,8.0,17.0,30.0,,1.0,,,,,,90.0,52.0,7.6,19.0,0.279861,2,,,,KuboTake,3.0,5.0,1.0,1.0,5.0,4.0,,1.0,1.0,3.0,,0.0728,5.0,,,,,9.0,,3.0,1.0,0.0373,1.0,,1.0,,,,,
11369382,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,20.0,16.0,,,4.0,4.0,12.0,16.0,,4.0,,,,,,84.0,28.0,6.8,6.0,0.0252432,1,,,,mikel10oyar,3.0,5.0,1.0,,,,,1.0,1.0,2.0,,0.242,,1.0,,2.0,,,3.0,,1.0,0.88,,1.0,,True,,,,
