match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_clearanceOffLine,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAGoal,stat_wonContest,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded
12499807,home,Holstein Kiel,Steven Skrzybski,steven-skrzybski,S. Skrzybski,F,7,173,278,M,122573,EUR,722044800,F,7,7,False,3.0,2.0,,,0.0,1.0,1.0,1.0,4.0,,,,,,,,,25.0,11.0,6.9,7.0,0.00191255,1,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,0.7884,0.7651,,,,,,,,,,,,2.0,,,,
12499807,home,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,M,6,6,True,36.0,32.0,2.0,,0.0,26.0,29.0,6.0,7.0,3.0,3.0,6.0,1.0,,,,,71.0,51.0,7.0,5.0,0.00426754,0,,2.0,3.0,,2.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12499807,home,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,True,33.0,23.0,2.0,,0.0,10.0,14.0,14.0,20.0,1.0,5.0,2.0,5.0,,,,,65.0,56.0,7.0,17.0,0.394646,2,,2.0,6.0,1.0,,,,,2.0,3.0,,1.0,,,2.0,0.0968,,2.0,,,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,
12499807,home,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,True,13.0,11.0,1.0,,0.0,5.0,6.0,6.0,7.0,1.0,5.0,2.0,,,,,,45.0,31.0,6.6,7.0,0.00530804,1,,2.0,6.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,0.0286,,1.0,,,,1.0,3.0,1.0,1.0,,1.0,,,,,,
12499807,home,Holstein Kiel,Fiete Arp,jann-fiete-arp,F. Arp,F,7,186,976,M,877837,EUR,947116800,F,20,20,True,8.0,7.0,,,0.0,,,8.0,10.0,,8.0,1.0,1.0,,,,,45.0,28.0,7.3,7.0,0.161553,1,,1.0,6.0,2.0,,1.0,1.0,1.0,2.0,2.0,,1.0,,,1.0,0.0351,,1.0,,,,1.0,6.0,,,,5.0,,2.0,1.0,,,
12499807,home,Holstein Kiel,Thomas Dähne,thomas-dahne,T. Dähne,G,21,193,74,M,126346,EUR,757641600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,home,Holstein Kiel,Ivan Nekić,ivan-nekic,I. Nekić,D,13,184,148,M,880741,EUR,977616000,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,home,Holstein Kiel,Dominik Javorček,dominik-javorcek,D. Javorček,D,37,183,151,M,964152,EUR,1036195200,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,home,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,home,Holstein Kiel,Andu Yobel Kelati,andu-yobel-kelati,A. Y. Kelati,F,16,181,53,M,1021087,EUR,1029196800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,away,VfL Bochum 1848,Patrick Drewes,patrick-drewes,P. Drewes,G,30,194,349,M,132607,EUR,728784000,G,27,27,False,32.0,15.0,22.0,5.0,0.0,11.0,18.0,4.0,14.0,,1.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,39.0,6.2,17.0,0.00048127,0,-0.0213,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,
12499807,away,VfL Bochum 1848,Tim Oermann,tim-oermann,T. Oermann,D,15,187,294,M,1138778,EUR,1065398400,D,14,14,False,25.0,17.0,6.0,4.0,0.0,13.0,16.0,4.0,11.0,1.0,5.0,3.0,3.0,,,,,90.0,42.0,6.7,13.0,0.0142018,0,,,3.0,,1.0,,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,2.0,1.0,,,,1.0,,2.0,,,,
12499807,away,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,45.0,29.0,4.0,1.0,0.0,16.0,19.0,13.0,26.0,10.0,13.0,5.0,6.0,,,,,90.0,64.0,7.4,17.0,0.00915376,1,,2.0,2.0,,1.0,2.0,1.0,,1.0,2.0,,,,,,0.0499,,,,,,,,1.0,,,,,,,,,
12499807,away,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,47.0,32.0,17.0,8.0,0.0,17.0,23.0,15.0,25.0,7.0,10.0,5.0,5.0,,,,,90.0,64.0,6.9,17.0,0.0383994,2,,5.0,6.0,1.0,,,3.0,2.0,,,,1.0,,,,0.3531,,,,,,,,1.0,,,,,1.0,,,,
12499807,away,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,36.0,28.0,5.0,2.0,0.0,12.0,14.0,20.0,32.0,2.0,6.0,5.0,4.0,,,,,90.0,71.0,7.1,17.0,0.600741,0,,1.0,4.0,,,1.0,3.0,2.0,1.0,1.0,,,,,2.0,,,4.0,,,,1.0,1.0,,,,,True,10.0,4.0,1.0,,
12499807,away,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,42.0,32.0,3.0,1.0,1.0,7.0,7.0,26.0,43.0,,2.0,,6.0,,,,,89.0,77.0,6.8,30.0,0.199468,0,,1.0,10.0,,,2.0,,,6.0,1.0,,,,,5.0,,,3.0,,,,1.0,4.0,,,,1.0,,8.0,1.0,,,
12499807,away,VfL Bochum 1848,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,17,17,False,44.0,37.0,7.0,3.0,0.0,10.0,10.0,27.0,36.0,1.0,5.0,2.0,7.0,,,,,81.0,59.0,6.9,12.0,0.0561433,0,,,4.0,,,1.0,2.0,,3.0,2.0,,,,,2.0,,,,,,,2.0,,,,,,,2.0,,,,
12499807,away,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,M,15,15,False,30.0,14.0,6.0,,1.0,1.0,4.0,13.0,27.0,2.0,4.0,,5.0,,,,,90.0,46.0,7.0,21.0,0.501061,4,,,2.0,1.0,,,1.0,,3.0,,,3.0,1.0,,1.0,0.3917,0.4102,1.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0
12499807,away,VfL Bochum 1848,Giorgos Masouras,giorgos-masouras,G. Masouras,M,9,184,1892,M,592560,EUR,757382400,M,11,11,False,17.0,13.0,1.0,1.0,0.0,1.0,2.0,13.0,18.0,2.0,6.0,,2.0,,,,,89.0,36.0,7.0,9.0,0.128713,3,,7.0,11.0,,,,2.0,1.0,1.0,2.0,,2.0,,,2.0,0.1433,,3.0,,,,1.0,1.0,1.0,,,,,3.0,1.0,,,
12499807,away,VfL Bochum 1848,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,M,21,21,False,13.0,9.0,1.0,,0.0,1.0,1.0,11.0,16.0,2.0,2.0,,,,,,,45.0,26.0,6.8,8.0,0.657994,4,,1.0,4.0,1.0,,1.0,,,1.0,,,1.0,,,2.0,0.2633,,3.0,,,,,1.0,3.0,,,,,4.0,3.0,1.0,,
12499807,away,VfL Bochum 1848,Myron Boadu,myron-boadu,M. Boadu,F,21,183,1727,M,856744,EUR,979430400,F,9,9,False,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,3.0,4.0,,1.0,,,,,45.0,14.0,8.1,5.0,0.00272314,3,,,2.0,,,,1.0,,2.0,,1.0,,3.0,2.0,,0.9201,0.8334,,,,,,2.0,,,,,,,,,,
12499807,away,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,F,29,29,True,18.0,13.0,,,0.0,2.0,2.0,12.0,18.0,,2.0,3.0,2.0,,,,,45.0,35.0,6.6,15.0,0.227565,1,,1.0,6.0,2.0,,,,,5.0,1.0,,,,,1.0,0.0333,,2.0,,,,,3.0,1.0,,,1.0,,2.0,1.0,,,
12499807,away,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,True,20.0,14.0,,,0.0,2.0,4.0,12.0,17.0,4.0,4.0,1.0,4.0,,,,,45.0,31.0,7.1,10.0,0.0330195,2,,4.0,5.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,0.2096,0.1355,1.0,,,,,,,,,,,1.0,,,,
12499807,away,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,True,5.0,5.0,1.0,1.0,0.0,,,5.0,5.0,,1.0,,1.0,,,,,9.0,7.0,6.6,,0.00333186,0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12499807,away,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,M,4,4,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,1.0,4.135e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,away,VfL Bochum 1848,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,away,VfL Bochum 1848,Timo Horn,timo-horn,T. Horn,G,1,192,267,M,97923,EUR,737164800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,away,VfL Bochum 1848,Jakov Medić,jakov-medic,J. Medić,D,5,194,859,M,872307,EUR,905126400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,away,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499807,away,VfL Bochum 1848,Koji Miyoshi,koji-miyoshi,K. Miyoshi,M,23,167,672,M,358984,EUR,859334400,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
