match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_accurateCross,stat_aerialLost,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_clearanceOffLine
14054085,home,Venezia,Alessandro Plizzari,alessandro-plizzari,A. Plizzari,G,22,187.0,320,M,835596,EUR,952819200,G,22,22,False,30.0,22.0,14.0,7.0,0.0,18.0,22.0,4.0,8.0,1.0,1.0,4.0,1.0,2.0,2.0,90.0,35.0,8.3,8.0,0.899,0,0.09,0.06,0.15,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054085,home,Venezia,Joel Schingtienne,schingtienne-joel,J. Schingtienne,D,3,188.0,257,M,1388438,EUR,1029283200,D,3,3,False,33.0,30.0,1.0,1.0,0.0,15.0,16.0,15.0,17.0,,2.0,4.0,,,,66.0,41.0,6.7,5.0,,1,0.1,0.06,-0.03,,Joel Schingtienne,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,,,,,,,,,,,,,,,,,,,
14054085,home,Venezia,Seid Korać,seid-korac,S. Korać,D,2,188.0,174,M,985900,EUR,1003536000,D,2,2,False,33.0,28.0,5.0,2.0,0.0,19.0,21.0,9.0,12.0,6.0,9.0,,,,,90.0,47.0,7.8,6.0,,2,0.37,0.02,0.37,,,,4.0,,,,3.0,,3.0,2.0,-0.46,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,
14054085,home,Venezia,Bartol Franjić,bartol-franjic,B. Franjić,D,4,188.0,632,M,880742,EUR,947808000,D,4,4,False,54.0,50.0,10.0,8.0,0.0,28.0,28.0,22.0,26.0,1.0,4.0,7.0,,,,90.0,64.0,7.7,7.0,,1,0.32,0.52,-0.03,,,,4.0,4.0,3.0,1.0,,,2.0,1.0,-0.53,,,,1.0,,2.0,1.0,,,,,,,,,,,,
14054085,home,Venezia,Bjarki Steinn Bjarkason,bjarki-steinn-bjarkason,B. S. Bjarkason,M,19,180.0,137,M,933207,EUR,958003200,M,19,19,False,45.0,38.0,4.0,3.0,0.0,14.0,16.0,24.0,29.0,3.0,5.0,2.0,1.0,,,90.0,62.0,7.0,13.0,,0,-0.05,0.29,0.27,,,,6.0,2.0,1.0,,,,2.0,2.0,,2.0,,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,
14054085,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170.0,922,M,896180,EUR,1022544000,M,6,6,False,28.0,26.0,2.0,2.0,0.0,8.0,9.0,18.0,19.0,,8.0,6.0,4.0,,,81.0,51.0,7.2,7.0,,3,0.07,0.24,-0.04,,,,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,-0.07,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,,,True,,,,,,,,
14054085,home,Venezia,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178.0,578,M,232224,EUR,731721600,M,32,32,False,46.0,37.0,6.0,2.0,0.0,13.0,15.0,24.0,31.0,,1.0,4.0,,,,90.0,59.0,7.2,13.0,,4,0.36,0.19,0.14,,,,1.0,,,2.0,1.0,1.0,,3.0,0.14,1.0,1.0,,1.0,1.0,4.0,,3.0,,,,1.0,,,,,,,
14054085,home,Venezia,Issa Doumbia,issa-doumbia,I. Doumbia,M,8,185.0,324,M,1141754,EUR,1066262400,M,8,8,False,32.0,30.0,1.0,1.0,0.0,9.0,9.0,21.0,23.0,,6.0,4.0,2.0,,,66.0,46.0,9.8,3.0,,3,0.18,0.23,0.17,,,,3.0,3.0,2.0,,2.0,,1.0,1.0,0.92,,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,2.0,,,,,,
14054085,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175.0,340,M,250501,EUR,739843200,M,5,5,False,17.0,14.0,,,1.0,4.0,4.0,10.0,13.0,,3.0,1.0,3.0,,,66.0,31.0,7.6,8.0,,1,0.43,0.24,-0.01,,,,,,,,,,,2.0,-0.17,,,,1.0,,5.0,,1.0,,,,1.0,,2.0,,,,,
14054085,home,Venezia,John Yeboah,john-yeboah,J. Yeboah,F,10,170.0,3983,M,879802,EUR,961718400,F,10,10,False,37.0,35.0,2.0,2.0,1.0,9.0,9.0,26.0,28.0,,5.0,2.0,1.0,,,90.0,56.0,10.0,8.0,,5,-0.02,0.78,-0.01,,,,5.0,6.0,4.0,1.0,,1.0,1.0,4.0,0.89,2.0,1.0,,,,1.0,,,,,,3.0,2.0,,,,,,
