match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_interceptionWon,stat_aerialWon,stat_fouls,stat_wonContest,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goalAssist,stat_dispossessed,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed,stat_totalOffside
11451081,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,1,1,False,24.0,13.0,15.0,4.0,9.0,13.0,4.0,11.0,4.0,2.0,3.0,90.0,29.0,7.1,11.0,0.00092459,0,1.1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451081,home,Antalyaspor,Bünyamin Balcı,,,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,33.0,20.0,11.0,3.0,12.0,18.0,9.0,17.0,7.0,,,90.0,64.0,6.9,17.0,0.327163,0,,2.0,1.0,2.0,6.0,7.0,2.0,2.0,3.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11451081,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,34.0,25.0,4.0,1.0,21.0,25.0,4.0,9.0,4.0,,,62.0,42.0,6.6,10.0,0.00318029,0,,,,,,1.0,,,4.0,1.0,1.0,1.0,,,True,1.0,,,,,,,,,,,,,,,,
11451081,home,Antalyaspor,Ömer Toprak,,,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,35.0,30.0,7.0,4.0,22.0,25.0,8.0,10.0,3.0,,,90.0,43.0,6.9,5.0,0.00463526,0,,,,3.0,4.0,3.0,1.0,,5.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,
11451081,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,38.0,28.0,5.0,3.0,13.0,18.0,15.0,23.0,6.0,,,90.0,57.0,7.3,15.0,0.0246274,0,,3.0,,,3.0,4.0,1.0,,3.0,3.0,3.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,
11451081,home,Antalyaspor,Erdal Rakip,,,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,28.0,21.0,7.0,2.0,10.0,12.0,11.0,16.0,10.0,,,90.0,46.0,7.5,9.0,0.0116173,0,,,,1.0,4.0,11.0,1.0,1.0,2.0,4.0,3.0,2.0,5.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
11451081,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180,555,M,848385,EUR,864950400,M,8,8,False,24.0,19.0,3.0,1.0,9.0,10.0,10.0,14.0,8.0,,,89.0,46.0,7.7,9.0,0.00508573,3,,,,1.0,6.0,10.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,,,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.3112,0.2075,,,,,,,
11451081,home,Antalyaspor,Sagiv Jehezkel,Sagiv,Jehezkel,sagiv-jehezkel,S. Jehezkel,D,11,184,114,M,1513792,EUR,795744000,M,29,29,False,16.0,11.0,1.0,1.0,3.0,4.0,8.0,12.0,4.0,,,69.0,27.0,7.0,8.0,0.0460346,1,,,,,3.0,3.0,,3.0,,,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,0.0739,,1.0,,,,,,
11451081,home,Antalyaspor,Ramzi Safuri,,,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,16,16,False,13.0,8.0,,,3.0,3.0,9.0,18.0,,,,69.0,28.0,7.6,10.0,0.294253,1,,8.0,4.0,2.0,4.0,3.0,,1.0,,1.0,1.0,1.0,,4.0,,,1.0,2.0,1.0,,,,,0.0635,,1.0,1.0,,,,,
11451081,home,Antalyaspor,Zymer Bytyqi,,,zymer-bytyqi,Z. Bytyqi,M,,176,255,M,226784,EUR,842400000,M,77,77,False,17.0,15.0,2.0,1.0,7.0,7.0,8.0,14.0,1.0,,,63.0,27.0,6.7,8.0,0.0211653,0,,4.0,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,
