match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_punches
11061802,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196.0,390,M,347726,EUR,770256000.0,G,1,1,False,12.0,9.0,4.0,1.0,8.0,10.0,1.0,2.0,5.0,2.0,4.0,90.0,20.0,6.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061802,home,FC Utrecht,Sean Klaiber,,,sean-klaiber,S. Klaiber,D,31,184.0,217,M,336535,EUR,775612800.0,D,17,17,False,84.0,64.0,9.0,3.0,9.0,13.0,56.0,75.0,9.0,,,90.0,112.0,6.7,25.0,1,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,
11061802,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190.0,158,M,152414,EUR,719107200.0,D,33,33,False,78.0,67.0,6.0,4.0,21.0,23.0,46.0,55.0,5.0,,,90.0,89.0,7.2,11.0,3,,,10.0,2.0,11.0,,,2.0,1.0,,,1.0,True,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,
11061802,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187.0,580,M,904759,EUR,924048000.0,D,27,27,False,37.0,32.0,6.0,5.0,15.0,16.0,17.0,21.0,3.0,,,64.0,44.0,6.3,6.0,0,,,1.0,7.0,4.0,2.0,,,,,,,,5.0,,3.0,,1.0,2.0,2.0,1.0,,,,,,,,
11061802,home,FC Utrecht,Hidde ter Avest,,,hidde-ter-avest,H. t. Avest,D,24,182.0,96,M,361788,EUR,864086400.0,D,5,5,False,46.0,37.0,4.0,1.0,15.0,17.0,22.0,31.0,7.0,,,90.0,69.0,6.4,13.0,1,2.0,,1.0,1.0,2.0,,,,4.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,
11061802,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178.0,203,M,99960,EUR,607651200.0,M,18,18,False,65.0,58.0,2.0,2.0,9.0,9.0,50.0,63.0,7.0,,,80.0,82.0,6.9,15.0,0,7.0,1.0,1.0,4.0,4.0,2.0,1.0,,1.0,3.0,2.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,
11061802,home,FC Utrecht,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180.0,141,M,794014,EUR,894153600.0,M,8,8,False,48.0,45.0,5.0,3.0,8.0,8.0,37.0,40.0,3.0,,,45.0,51.0,6.8,4.0,0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,
11061802,home,FC Utrecht,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180.0,186,M,220155,EUR,732931200.0,M,22,22,False,40.0,30.0,1.0,,10.0,13.0,21.0,30.0,7.0,,,90.0,50.0,7.4,13.0,1,3.0,1.0,3.0,4.0,5.0,1.0,,1.0,,2.0,1.0,3.0,,,,,,,1.0,,,,1.0,2.0,2.0,,,,
11061802,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175.0,411,M,856648,EUR,949968000.0,F,7,7,False,29.0,26.0,1.0,1.0,5.0,5.0,22.0,27.0,1.0,,,64.0,38.0,6.4,5.0,6,3.0,1.0,,,,,,2.0,,,,1.0,,,1.0,,,,,,,3.0,,,,2.0,,,
11061802,home,FC Utrecht,Anastasios Douvikas,,,douvikas-anastasios,A. Douvikas,F,11,184.0,4415,M,894863,EUR,933552000.0,F,9,9,False,15.0,9.0,,,6.0,7.0,3.0,8.0,1.0,,,90.0,28.0,6.9,13.0,3,,,1.0,4.0,2.0,,,1.0,,,,,,2.0,1.0,,,,3.0,1.0,5.0,1.0,,,,,1.0,1.0,
