match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonTackle,stat_fouls,stat_expectedGoalsOnTarget,stat_dispossessed,stat_accurateCross,captain,stat_wonContest,stat_bigChanceCreated,player_sofascoreId,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goodHighClaim,stat_goals,stat_goalAssist,stat_totalOffside
11408418,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,15.0,13.0,3.0,1.0,13.0,13.0,2.0,3.0,12.0,3.0,4.0,3.0,3.0,90.0,30.0,6.5,2.0,0.00010351,0,-1.2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408418,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,57.0,45.0,6.0,3.0,8.0,11.0,50.0,1.0,5.0,,,,,90.0,83.0,7.1,19.0,0.0375259,1,,37.0,4.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,0.0229,2.0,,,,,,,,,,,,,,,,,,,
11408418,home,Vizela,Jota Gonçalves,,,jota-goncalves,J. Gonçalves,D,6,186,40,M,987565,EUR,961200000,D,4,4,False,80.0,75.0,2.0,,37.0,39.0,41.0,2.0,4.0,,,,,90.0,93.0,6.3,7.0,0.0233078,1,,38.0,,2.0,,5.0,3.0,,3.0,1.0,1.0,2.0,0.2964,,1.0,1.0,1.0,1.0,1.0,2.0,0.4028,,,,,,,,,,,,
11408418,home,Vizela,Rodrigo Escoval,,,rodrigo-escoval,R. Escoval,D,26,188,59,M,825675,EUR,863049600,D,25,25,False,56.0,47.0,4.0,2.0,35.0,39.0,17.0,3.0,5.0,,,,,90.0,63.0,6.1,9.0,0.255655,1,,12.0,,1.0,1.0,2.0,3.0,1.0,,1.0,,1.0,0.0511,,,,,,,1.0,,,,,,,,,,,,,
11408418,home,Vizela,Orest Lebedenko,,,orest-lebedenko,O. Lebedenko,D,17,174,156,M,844409,EUR,906508800,D,19,19,False,17.0,15.0,1.0,1.0,7.0,8.0,10.0,1.0,1.0,,,,,45.0,31.0,6.5,8.0,0.00237792,0,,8.0,1.0,1.0,1.0,3.0,3.0,,2.0,2.0,4.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
11408418,home,Vizela,Diogo Nascimento,,,diogo-nascimento,D. Nascimento,M,8,166,875,M,997022,EUR,1036195200,M,90,90,False,34.0,32.0,,,13.0,13.0,23.0,,3.0,,,,,45.0,41.0,6.6,5.0,0.075867,0,,20.0,2.0,,,3.0,1.0,,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,
11408418,home,Vizela,Pedro Ortiz,,,ortiz-pedro,P. Ortiz,M,24,184,91,M,964981,EUR,966643200,M,34,34,False,30.0,25.0,3.0,3.0,9.0,9.0,22.0,1.0,3.0,,,,,45.0,40.0,6.9,6.0,0.0276857,1,,16.0,1.0,1.0,,2.0,4.0,1.0,1.0,3.0,,1.0,0.0175,,1.0,,,,1.0,,,,,,,,,,,,,,
11408418,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,63.0,54.0,6.0,3.0,14.0,15.0,54.0,,4.0,,,,,90.0,81.0,7.3,15.0,0.0739509,2,,42.0,6.0,,3.0,6.0,7.0,1.0,,2.0,,1.0,0.0877,3.0,3.0,2.0,,1.0,1.0,1.0,0.02,1.0,2.0,True,1.0,,,,,,,,
11408418,home,Vizela,Jason Lokilo,,,jason-lokilo,J. Lokilo,M,98,175,217,M,818036,EUR,905990400,F,75,75,False,22.0,20.0,,,5.0,5.0,20.0,,3.0,,,,,67.0,42.0,7.1,11.0,0.231726,1,,17.0,3.0,1.0,,4.0,4.0,1.0,,,5.0,2.0,0.0118,1.0,,4.0,,,,,,1.0,2.0,,2.0,1.0,,,,,,,
11408418,home,Vizela,Samuel Essende,,,samuel-essende,S. Essende,F,9,192,6433,M,855808,EUR,885513600,F,99,99,False,24.0,21.0,1.0,1.0,6.0,6.0,18.0,,3.0,,,,,90.0,40.0,6.4,12.0,0.0102303,4,,15.0,,3.0,3.0,9.0,4.0,2.0,,,4.0,,0.5086,,,5.0,1.0,1.0,,1.0,0.9073,1.0,,,1.0,,essende.s,1.0,,,,,
