match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,player_firstName,player_lastName,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_hitWoodwork
11352540,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,38.0,20.0,23.0,5.0,16.0,18.0,4.0,20.0,1.0,1.0,2.0,12.0,2.0,3.0,5.0,1.0,90.0,51.0,8.0,18.0,0.00117352,0,0.3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352540,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,23.0,18.0,3.0,2.0,12.0,15.0,6.0,10.0,,1.0,5.0,4.0,,,,,90.0,48.0,7.4,8.0,0.0144098,0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352540,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,False,38.0,27.0,6.0,1.0,20.0,25.0,7.0,13.0,3.0,8.0,7.0,3.0,,,,,90.0,51.0,7.3,11.0,0.00239116,1,,,,,,,5.0,,,tosinadarabioyo,1.0,3.0,0.0318,,,,,,,,,,,,,,,,,,,,,,,
11352540,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,35.0,31.0,3.0,1.0,26.0,27.0,5.0,8.0,,2.0,3.0,8.0,,,,,90.0,43.0,7.0,5.0,0.0016581,0,,,1.0,2.0,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352540,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,33.0,16.0,5.0,,10.0,19.0,6.0,17.0,1.0,7.0,1.0,2.0,,,,,90.0,57.0,7.0,22.0,0.00462863,0,,3.0,,5.0,,1.0,3.0,,,,,2.0,,,,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
11352540,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,23.0,17.0,4.0,1.0,9.0,9.0,8.0,15.0,2.0,8.0,3.0,4.0,,,,,90.0,40.0,7.3,8.0,0.0217097,1,,1.0,2.0,7.0,2.0,1.0,3.0,,,,,1.0,0.0719,,,3.0,2.0,2.0,,,True,1.0,1.0,0.4771,,,,,,,,,,,,
11352540,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,28,28,False,28.0,23.0,2.0,1.0,16.0,20.0,7.0,8.0,,3.0,2.0,4.0,,,,,88.0,40.0,6.7,8.0,0.00948898,0,,,1.0,6.0,,1.0,3.0,1.0,1.0,,,2.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11352540,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,18.0,13.0,2.0,1.0,6.0,8.0,8.0,12.0,,3.0,1.0,6.0,,,,,84.0,36.0,8.6,7.0,0.0927965,4,,2.0,,5.0,,2.0,1.0,,2.0,,1.0,1.0,0.3957,,,2.0,2.0,2.0,1.0,,,,1.0,0.4381,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,
11352540,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,24.0,18.0,2.0,1.0,7.0,10.0,12.0,17.0,,1.0,,3.0,,,,,69.0,36.0,6.7,10.0,0.0344913,3,,3.0,,5.0,,,1.0,,1.0,andreaspereira,1.0,,0.2111,,,,1.0,2.0,2.0,,,,1.0,0.0741,,1.0,,1.0,,,,,,,,
11352540,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,15.0,13.0,1.0,1.0,6.0,7.0,8.0,11.0,,3.0,,7.0,,,,,69.0,28.0,6.7,9.0,0.0889636,0,,3.0,2.0,8.0,,1.0,1.0,1.0,3.0,alexanderiwobi,,1.0,,,,,1.0,1.0,5.0,2.0,,1.0,,,,1.0,,,,,,,,,,
