match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_shotOffTarget,stat_lastManTackle,stat_wasFouled,stat_keyPass,stat_totalCross,stat_dispossessed,stat_totalOffside,captain,stat_errorLeadToAShot,stat_accurateCross,stat_hitWoodwork,stat_goodHighClaim,stat_punches,player_sofascoreId
14032387,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,27.0,19.0,13.0,5.0,0.0,17.0,20.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,90.0,32.0,6.7,8.0,0.00273976,25.218085968445,4.0,9.975,3.78,0.0938,0,0.2675,0.0,-0.02,-0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032387,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,31.0,24.0,5.0,3.0,0.0,15.0,16.0,9.0,15.0,9.0,3.0,,,,,90.0,49.0,7.7,8.0,0.00756992,81.197321125298,11.0,25.095,30.03,,1,,0.15,0.01,0.57,,4.0,6.0,7.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0545,0.1321,30.518756527749,1.0,0.02,,,,,,,,,,,,,,,,,,,,,
14032387,home,Oud-Heverlee Leuven,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,41.0,34.0,4.0,1.0,0.0,31.0,32.0,3.0,9.0,5.0,,,,,,90.0,57.0,6.6,9.0,0.00064304,140.94745766417,14.0,103.95,26.145,,2,,0.01,0.1,0.28,,2.0,,4.0,1.0,,1.0,2.0,,,2.0,0.16,0.1496,26.915027196717,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14032387,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,D,30,30,False,34.0,27.0,1.0,,0.0,12.0,14.0,15.0,20.0,5.0,5.0,,,,,90.0,58.0,8.4,8.0,0.00650063,196.44948655872,17.0,123.585,35.91,,2,,0.05,0.05,1.0,,1.0,,4.0,13.0,1.0,,1.0,6.0,5.0,1.0,0.0755,,93.73079673878,3.0,-0.09,3.0,2.0,,,1.0,,1.0,2.0,3.0,5.0,1.0,,,,,,,,,,
14032387,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,19.0,15.0,1.0,,0.0,3.0,4.0,12.0,15.0,6.0,2.0,,,,,90.0,56.0,5.9,15.0,0.0104649,66.616367156825,10.0,10.815,6.09,,2,,-0.05,-0.51,-0.01,,2.0,1.0,11.0,2.0,2.0,1.0,,,,3.0,0.1292,0.2241,8.5379362846065,1.0,-0.18,3.0,,,1.0,1.0,1.0,,,,1.0,,4.0,1.0,1.0,,,,,,,
14032387,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,33.0,21.0,4.0,1.0,0.0,8.0,11.0,13.0,22.0,1.0,5.0,,,,,72.0,48.0,6.6,16.0,0.0289749,51.27281796875,8.0,34.44,13.02,,3,,0.25,0.05,-0.15,,,,2.0,2.0,,,,1.0,1.0,1.0,0.384,,,,-0.49,,,1.0,,1.0,3.0,,3.0,,1.0,1.0,,1.0,,True,1.0,,,,,
14032387,home,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,45.0,37.0,10.0,7.0,0.0,18.0,20.0,19.0,25.0,,10.0,,,,,90.0,63.0,8.0,15.0,0.12667,139.67803568263,21.0,79.38,21.525,,1,,0.53,0.32,-0.13,,,,2.0,6.0,1.0,,,5.0,2.0,1.0,0.1794,,23.508847887551,1.0,0.02,,,,,1.0,,,1.0,,1.0,1.0,6.0,,,,1.0,2.0,,,,
14032387,home,Oud-Heverlee Leuven,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,M,7,7,False,22.0,14.0,2.0,,0.0,5.0,7.0,9.0,15.0,3.0,3.0,,,,,78.0,42.0,6.8,13.0,0.0146403,99.336155400896,12.0,13.965,11.445,,0,,0.1,0.11,-0.02,,,1.0,3.0,3.0,2.0,,,,,,,,12.127826227317,1.0,,3.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,
14032387,home,Oud-Heverlee Leuven,Henok Teklab,,,henok-teklab,H. Teklab,M,14,174.0,150,M,940558,EUR,911174400,F,14,14,False,20.0,14.0,2.0,1.0,0.0,4.0,6.0,10.0,14.0,,5.0,,,,,72.0,35.0,6.6,12.0,0.027072,42.493236137648,9.0,5.565,4.83,,0,,-0.06,0.22,0.15,,1.0,,6.0,5.0,1.0,,,,,1.0,,,,,,4.0,4.0,,,,3.0,,,,1.0,1.0,,3.0,1.0,,,,,,,
14032387,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,F,10,10,False,29.0,19.0,2.0,,0.0,8.0,8.0,11.0,21.0,,5.0,,,,,89.0,52.0,6.8,21.0,0.154249,100.38503438507,14.0,13.23,15.855,,4,,0.31,0.06,0.0,,,,5.0,4.0,,1.0,,2.0,2.0,2.0,0.1977,0.039,,,-0.1,2.0,,,3.0,,4.0,1.0,,,2.0,2.0,5.0,1.0,,,,1.0,1.0,,,
