match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_wonTackle,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAGoal,stat_fouls,player_sofascoreId,stat_accurateCross,stat_penaltyWon,stat_totalContest,captain,stat_bigChanceMissed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
10406979,home,SV Zulte Waregem,Louis Bostyn,,,louis-bostyn,L. Bostyn,G,1,195.0,46,M,145093,EUR,749692800,G,25,25,False,34.0,30.0,19.0,15.0,20.0,20.0,10.0,14.0,9.0,1.0,2.0,3.0,90.0,42.0,5.6,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Alessandro Ciranni,,,alessandro-ciranni,A. Ciranni,D,2,172.0,38,M,845968,EUR,835920000,D,14,14,False,40.0,26.0,12.0,5.0,8.0,9.0,18.0,38.0,3.0,,,,90.0,58.0,6.4,21.0,0,7.0,3.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Modou Tambedou,Moudou Tambedou,,modou-tambedou,M. Tambedou,D,20,,99,M,1391466,EUR,1049414400,D,18,18,False,47.0,39.0,11.0,5.0,20.0,21.0,19.0,26.0,5.0,,,,90.0,57.0,5.8,10.0,0,,3.0,4.0,1.0,1.0,1.0,,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Lukas Willen,,,willen-lukas,L. Willen,D,31,189.0,70,M,1145065,EUR,1051228800,D,31,31,False,44.0,37.0,8.0,5.0,25.0,30.0,12.0,14.0,13.0,1.0,,,90.0,53.0,6.3,8.0,1,,4.0,,,4.0,,1.0,1.0,,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Novatus Miroshi,,,novatus-miroshi,N. Miroshi,M,20,185.0,3868,M,1103597,EUR,1030924800,D,26,26,False,32.0,28.0,6.0,3.0,13.0,13.0,16.0,23.0,3.0,,,,57.0,50.0,6.8,8.0,0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,,,3.0,,,1.0,1.0,1.0,,,,3.0,novatus_40,1.0,,,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Lasse Vigen,,,lasse-vigen-christensen,L. Vigen,M,6,178.0,51,M,135257,EUR,776908800,M,8,8,False,23.0,17.0,1.0,,7.0,8.0,10.0,15.0,3.0,2.0,,,60.0,31.0,6.2,9.0,0,,2.0,2.0,,2.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Nicolas Rommens,,,nicolas-rommens,N. Rommens,M,8,183.0,22,M,328159,EUR,787622400,M,20,20,False,47.0,41.0,8.0,7.0,18.0,20.0,30.0,39.0,7.0,,,,90.0,72.0,8.5,11.0,1,12.0,11.0,1.0,1.0,7.0,1.0,6.0,2.0,3.0,4.0,1.0,,4.0,,,1.0,,,1.0,,7.0,1.0,,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Mamadou Sangare,Mamadou Sangare,,mamadou-sangare,M. Sangare,M,8,181.0,4848,M,1064697,EUR,1025049600,M,10,10,False,32.0,21.0,5.0,4.0,5.0,8.0,16.0,25.0,4.0,1.0,,,57.0,42.0,6.3,15.0,0,1.0,2.0,,1.0,,1.0,,1.0,1.0,5.0,,,,,,,1.0,,2.0,,,,2.0,,,,,,,,,,,
10406979,home,SV Zulte Waregem,Jelle Vossen,,,jelle-vossen,J. Vossen,F,9,180.0,294,M,45946,EUR,606528000,M,9,9,False,24.0,16.0,3.0,2.0,5.0,6.0,13.0,20.0,3.0,1.0,,,79.0,33.0,6.4,10.0,2,2.0,2.0,1.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,,,,2.0,,,,,2.0,,,True,1.0,,,,,,,,,
10406979,home,SV Zulte Waregem,Alieu Fadera,,,fadera-alieu,A. Fadera,M,20,181.0,1184,M,1031548,EUR,1004745600,M,7,7,False,20.0,16.0,1.0,1.0,2.0,2.0,15.0,23.0,2.0,2.0,,,90.0,42.0,8.4,16.0,3,5.0,5.0,,,1.0,1.0,2.0,2.0,1.0,7.0,,2.0,1.0,,1.0,,,,,,1.0,,5.0,,1.0,2.0,3.0,1.0,,,,,,
