match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_blockedScoringAttempt,captain,stat_wonContest,stat_aerialLost,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside
12437620,home,Las Palmas,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1502,M,123865,EUR,609206400,G,1,1,False,27.0,14.0,21.0,8.0,0.0,11.0,14.0,3.0,13.0,1.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,90.0,34.0,7.4,13.0,0.001264,0,0.4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437620,home,Las Palmas,Viti Rozada,,,viti-rozada,V. Rozada,D,17,171.0,116,M,1031499,EUR,874368000,D,18,18,False,21.0,16.0,1.0,1.0,0.0,14.0,16.0,3.0,8.0,5.0,3.0,1.0,,,,,,85.0,50.0,7.3,8.0,0.0155708,0,,3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437620,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,35.0,32.0,5.0,2.0,0.0,23.0,23.0,9.0,12.0,4.0,1.0,2.0,,,,,,90.0,48.0,7.4,3.0,0.00534598,0,,,,,,7.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12437620,home,Las Palmas,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188.0,973,M,358108,EUR,847756800,D,15,15,False,41.0,36.0,3.0,1.0,0.0,27.0,28.0,9.0,13.0,4.0,,1.0,,,,,,90.0,50.0,7.1,6.0,0.00475549,0,,,,1.0,,6.0,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,
12437620,home,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185.0,176,M,273227,EUR,775526400,D,23,23,False,34.0,28.0,4.0,1.0,0.0,15.0,15.0,15.0,23.0,3.0,1.0,1.0,,,,,,90.0,57.0,8.0,9.0,0.175983,2,,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,,3.0,1.0,,1.0,,1.0,1.0,1.0,0.2133,0.1592,,,,,,,,,,,
12437620,home,Las Palmas,Dário Essugo,,,dario-essugo,D. Essugo,M,14,178.0,9115,M,1110006,EUR,1110758400,M,29,29,False,40.0,35.0,4.0,2.0,0.0,22.0,23.0,13.0,17.0,5.0,6.0,2.0,,,,,,90.0,57.0,7.1,9.0,0.0988296,0,,,,6.0,2.0,1.0,5.0,3.0,2.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,
12437620,home,Las Palmas,José Campaña,,,jose-campana,J. Campaña,M,20,179.0,241,M,96373,EUR,738806400,M,8,8,False,39.0,37.0,2.0,,0.0,11.0,11.0,27.0,29.0,2.0,2.0,,,,,,,59.0,48.0,6.5,4.0,0.114439,0,,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
12437620,home,Las Palmas,Manuel Fuster,,,manuel-fuster,M. Fuster,M,14,169.0,223,M,916654,EUR,877478400,M,14,14,False,20.0,16.0,2.0,1.0,0.0,2.0,4.0,15.0,19.0,4.0,1.0,1.0,,,,,,60.0,34.0,6.7,10.0,0.0358534,1,,3.0,1.0,4.0,2.0,1.0,1.0,2.0,,2.0,,1.0,,2.0,1.0,,,,0.0213,,1.0,1.0,,,,,,,,,
12437620,home,Las Palmas,Kirian Rodríguez,,,kirian-rodriguez,K. Rodríguez,M,20,180.0,441,M,964985,EUR,825984000,M,20,20,False,43.0,36.0,,,0.0,14.0,14.0,22.0,29.0,3.0,5.0,1.0,,,,,,84.0,53.0,7.4,9.0,0.038391,2,,,,1.0,1.0,,1.0,1.0,,2.0,,,,3.0,,2.0,,,0.0612,,1.0,,True,1.0,,,,,,,
12437620,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,23.0,21.0,,,0.0,3.0,4.0,18.0,20.0,2.0,5.0,,,,,,,90.0,46.0,6.6,11.0,0.0321446,5,,1.0,,10.0,,2.0,2.0,1.0,,,1.0,,,1.0,3.0,2.0,2.0,,0.4469,1.0848,6.0,1.0,,1.0,1.0,1.0,1.0,,,,
12437620,home,Las Palmas,Fábio Silva,,,fabio-silva,F. Silva,F,21,185.0,5306,M,954076,EUR,1027036800,F,37,37,False,16.0,9.0,,,1.0,6.0,7.0,3.0,10.0,8.0,2.0,3.0,,,,,,70.0,33.0,7.3,14.0,0.00935444,2,,1.0,,7.0,,1.0,,,,3.0,2.0,4.0,,1.0,1.0,2.0,,,0.1552,,2.0,,,1.0,3.0,,,fabio.silva,1.0,,
