match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_wonContest,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_blockedScoringAttempt
14083454,home,Real Oviedo,Aarón Escandell,aaron-escandell,A. Escandell,G,13,188,1018,M,368922,EUR,812160000,G,13,13,False,47.0,28.0,28.0,9.0,0.0,20.0,21.0,8.0,26.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,90.0,56.0,6.0,19.0,0.00193852,104.86000752726,14.0,8.881699856495,0.0,0.0439,0,-0.8276,0.1,0.01,-0.19,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083454,home,Real Oviedo,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,22,22,False,34.0,25.0,5.0,,0.0,15.0,17.0,10.0,17.0,8.0,3.0,4.0,3.0,,,,,,81.0,59.0,6.6,12.0,0.00628795,53.801482494345,6.0,30.886279181552,1.0,,0,,0.08,0.02,-0.24,,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,13.708047809981,18.378145309035,,,,,,,,,,,,,,,,,,,,,,,,,,
14083454,home,Real Oviedo,Eric Bailly,eric-bailly,E. Bailly,D,2,187,4266,M,606346,EUR,766108800,D,2,2,False,64.0,53.0,10.0,2.0,0.0,44.0,45.0,9.0,19.0,10.0,11.0,6.0,2.0,,,,,,90.0,83.0,7.0,11.0,0.00183878,235.64199566901,27.0,63.748185229352,0.0,,0,,0.04,0.15,-0.14,,5.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,ericbailly,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
14083454,home,Real Oviedo,David Carmo,david-carmo,D. Carmo,D,16,196,2254,M,892235,EUR,932342400,D,16,16,False,75.0,58.0,14.0,4.0,0.0,39.0,45.0,19.0,30.0,3.0,7.0,4.0,,,,,,,90.0,91.0,6.7,19.0,0.0434295,149.67942223868,21.0,53.036885500642,0.0,,0,,0.37,0.13,-0.14,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
14083454,home,Real Oviedo,Javi López,lopez-javi,J. López,D,25,183,403,M,945404,EUR,1009843200,D,25,25,False,30.0,26.0,4.0,2.0,0.0,14.0,17.0,12.0,13.0,6.0,4.0,3.0,2.0,,,,,,90.0,63.0,6.5,11.0,0.0143009,52.443149654094,10.0,27.743384258066,0.0,,1,,0.11,0.06,-0.36,,2.0,5.0,,1.0,2.0,1.0,1.0,2.0,,,,,,1.0,,3.0,,,,,3.0,1.0,0.021,-0.12,,,,,,,,,,,,
14083454,home,Real Oviedo,Kwasi Sibo,kwasi-sibo,K. Sibo,M,6,182,4475,M,905639,EUR,898646400,M,6,6,False,23.0,16.0,1.0,1.0,0.0,8.0,12.0,8.0,11.0,4.0,2.0,3.0,,,,,,,65.0,30.0,6.7,7.0,0.00392274,17.037399301056,3.0,-0.55474019666884,0.0,,0,,0.02,0.02,0.13,,1.0,2.0,,2.0,3.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14083454,home,Real Oviedo,Santiago Colombatto,santiago-colombatto,S. Colombatto,M,11,180,607,M,822379,EUR,853459200,M,11,11,False,32.0,28.0,3.0,1.0,0.0,19.0,19.0,9.0,13.0,2.0,1.0,4.0,2.0,,,,,,81.0,45.0,6.4,5.0,0.00366121,27.160859252967,5.0,12.02185254724,0.0,,0,,0.0,0.02,-0.06,,,1.0,,6.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,True,,,,,,,,,,,
14083454,home,Real Oviedo,Haissem Hassan,haissem-hassan,H. Hassan,M,10,173,5658,M,942836,EUR,1013126400,M,10,10,False,14.0,10.0,2.0,1.0,0.0,6.0,7.0,4.0,7.0,2.0,,6.0,,,,,,,57.0,27.0,6.6,10.0,0.00112383,129.88189307142,9.0,0.078993445857101,2.0,,1,,-0.17,0.19,0.16,,,3.0,2.0,,1.0,,1.0,,17.90628113552,37.941729275908,,,,,1.0,2.0,,,,,,1.0,0.0165,0.01,,2.0,1.0,,,,,,,,,
14083454,home,Real Oviedo,Alberto Reina,alberto-reina-campos,A. Reina,M,5,179,345,M,882475,EUR,873763200,M,5,5,False,21.0,16.0,3.0,3.0,0.0,5.0,6.0,11.0,15.0,6.0,,3.0,3.0,,,,,,65.0,26.0,6.9,6.0,0.00682049,36.518230553732,7.0,23.907440093369,0.0,,0,,0.05,0.06,-0.11,,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14083454,home,Real Oviedo,Ilyas Chaira,ilyas-chaira,I. Chaira,M,7,179,2598,M,1008037,EUR,981072000,M,7,7,False,22.0,15.0,,,0.0,5.0,6.0,10.0,16.0,8.0,,2.0,2.0,,,,,,90.0,47.0,7.5,20.0,0.0086875,91.331694404234,9.0,31.399517972926,1.0,,2,,-0.13,0.3,-0.11,,1.0,10.0,5.0,,4.0,3.0,3.0,,26.426720494887,26.59978994278,,,,2.0,1.0,3.0,,,,1.0,1.0,1.0,0.1747,0.5,,3.0,1.0,1.0,1.0,1.0,0.3704,,,,,
