match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_bigChanceCreated,stat_wonTackle,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_wonContest,stat_wasFouled,stat_accurateCross,captain,stat_goalAssist,stat_hitWoodwork,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11396413,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,22.0,13.0,11.0,3.0,12.0,14.0,1.0,8.0,13.0,1.0,1.0,2.0,90.0,38.0,6.7,9.0,0.00086266,0,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396413,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,68.0,56.0,5.0,2.0,22.0,26.0,34.0,43.0,10.0,,,,90.0,91.0,7.9,14.0,0.110095,0,,1.0,2.0,7.0,3.0,8.0,1.0,5.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396413,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,73.0,65.0,5.0,1.0,36.0,38.0,29.0,35.0,3.0,,,,90.0,84.0,7.4,10.0,0.315402,0,,,3.0,6.0,3.0,7.0,,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396413,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,58.0,55.0,2.0,1.0,26.0,28.0,29.0,31.0,2.0,,,,90.0,62.0,6.4,4.0,0.0123368,1,,1.0,2.0,3.0,3.0,3.0,,2.0,,,,,,,,,,,1.0,1.0,1.0,0.1032,,,,,,,,,,,,,,,,,
11396413,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,29.0,22.0,,,4.0,5.0,18.0,26.0,5.0,,,,82.0,43.0,7.0,14.0,0.126095,4,,2.0,,2.0,6.0,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,,2.0,0.9307,doanritsu,1.0,2.0,3.0,1.0,1.0,1.0,1.0038,,,,,,,,,
11396413,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,42.0,31.0,,,7.0,9.0,24.0,34.0,6.0,,,,90.0,65.0,7.2,17.0,0.0627223,4,,1.0,1.0,2.0,5.0,8.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,2.0,0.3472,,2.0,2.0,,3.0,,3.0,,2.0,2.0,,,,,,,
11396413,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,40.0,36.0,1.0,1.0,15.0,17.0,21.0,23.0,3.0,,,,90.0,57.0,7.0,8.0,0.0310736,1,,,2.0,5.0,7.0,8.0,3.0,3.0,,1.0,1.0,2.0,,1.0,,,,,,1.0,1.0,0.0071,,1.0,1.0,,,,2.0,,1.0,,,,,,,,
11396413,home,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,M,7,7,False,36.0,31.0,2.0,1.0,11.0,12.0,22.0,28.0,2.0,,,,82.0,51.0,7.2,9.0,0.0832825,0,,4.0,3.0,,5.0,7.0,,,,,,,,,,1.0,,,,,1.0,,,,3.0,,,,,,2.0,5.0,2.0,,,,,,
11396413,home,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,F,22,22,False,19.0,14.0,,,4.0,5.0,10.0,14.0,3.0,,,,73.0,30.0,6.7,9.0,0.0257894,1,,,4.0,2.0,8.0,4.0,1.0,,,,,,,,,2.0,,,,1.0,,0.0377,rolandsallai,,4.0,,,,1.0,,1.0,1.0,,,,,,,
11396413,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,F,32,32,False,50.0,43.0,2.0,2.0,10.0,10.0,38.0,52.0,8.0,,,,88.0,76.0,9.4,18.0,0.720243,4,,12.0,2.0,,6.0,3.0,1.0,,,,,1.0,2.0,1.0,1.0,5.0,,,,2.0,1.0,0.8911,,1.0,3.0,2.0,,1.0,2.0,1.3104,2.0,,5.0,True,1.0,,,,
11396413,home,SC Freiburg,Maximilian Philipp,maximilian-philipp,M. Philipp,F,26,184,492,M,171927,EUR,762480000,F,26,26,False,24.0,16.0,1.0,,4.0,6.0,12.0,18.0,1.0,,,,73.0,31.0,6.7,11.0,0.0112603,2,,,4.0,2.0,7.0,3.0,1.0,,,,,1.0,,,,,,,,1.0,2.0,0.1156,,1.0,,,1.0,,2.0,,,,,,,1.0,,,
11396413,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,True,11.0,6.0,1.0,,1.0,2.0,5.0,9.0,2.0,,,,17.0,14.0,6.4,5.0,0.00392047,0,,,1.0,1.0,3.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
11396413,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,True,3.0,1.0,,,,2.0,1.0,1.0,1.0,,,,17.0,9.0,6.7,5.0,0.00116321,0,,,1.0,1.0,4.0,2.0,,2.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,
11396413,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,True,6.0,4.0,,,1.0,3.0,3.0,3.0,3.0,,,,8.0,9.0,6.9,3.0,0.00290312,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
11396413,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,True,7.0,7.0,1.0,1.0,2.0,2.0,5.0,5.0,,,,,8.0,8.0,6.8,,0.0512537,0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
