match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,captain,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_totalOffside
14035940,home,Club Brugge KV,Nordin Jackers,nordin-jackers,N. Jackers,G,29,185,424,M,361722,EUR,873417600,G,29,29,False,35.0,29.0,13.0,7.0,0.0,27.0,29.0,2.0,6.0,1.0,1.0,3.0,1.0,90.0,36.0,7.0,6.0,0.00790478,66.029570694175,12.0,46.515,10.185,0,0.13,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,D,41,41,False,41.0,36.0,2.0,,0.0,15.0,17.0,21.0,24.0,2.0,5.0,,1.0,87.0,83.0,7.4,15.0,0.404832,184.01061670786,23.0,72.555,25.2,3,0.5,0.16,0.21,,,10.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,0.2625,4.0,-0.61,,,,,,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,False,81.0,75.0,3.0,3.0,0.0,51.0,53.0,24.0,28.0,1.0,1.0,4.0,,90.0,93.0,7.4,6.0,0.0141678,203.06888074191,26.0,121.17,26.145,1,0.26,0.28,0.36,Jorne,Spileers,,,1.0,1.0,,,,,1.0,5.0,,,,,0.0247,,-0.25,1.0,,,,,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,84.0,80.0,9.0,9.0,0.0,48.0,49.0,32.0,35.0,6.0,6.0,2.0,,90.0,96.0,8.3,4.0,0.0472286,227.4990863667,31.0,137.34,17.115,0,0.28,0.24,0.6,,,,,2.0,2.0,,,,,,11.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1482,M,1395881,EUR,1111968000,D,65,65,False,38.0,35.0,1.0,,1.0,16.0,17.0,19.0,21.0,1.0,4.0,1.0,,90.0,61.0,7.5,7.0,0.189008,145.3447868351,16.0,25.725,33.18,0,0.45,0.05,0.27,,,2.0,1.0,2.0,3.0,,,,,,4.0,1.0,3.0,1.0,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Aleksandar Stanković,aleksandar-stankovic,A. Stanković,M,25,187,2861,M,1153957,EUR,1123027200,M,25,25,False,52.0,47.0,9.0,6.0,0.0,26.0,27.0,21.0,25.0,1.0,4.0,4.0,,90.0,64.0,7.7,6.0,0.0427962,121.79263212167,19.0,2.5200000000001,7.98,5,0.32,0.21,0.21,,,1.0,,,2.0,1.0,,,1.0,1.0,2.0,1.0,3.0,1.0,,0.2456,1.0,0.17,,1.0,,3.0,0.4144,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,72.0,63.0,9.0,5.0,0.0,31.0,36.0,32.0,36.0,1.0,4.0,6.0,1.0,90.0,82.0,7.4,10.0,0.0183943,149.02854748899,21.0,70.665,14.49,0,0.25,0.42,0.45,,,,,1.0,4.0,,1.0,,,,2.0,,1.0,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,
14035940,home,Club Brugge KV,Carlos Forbs,carlos-borges,C. Forbs,F,9,169,11145,M,1069486,EUR,1079654400,M,9,9,False,40.0,33.0,,,0.0,8.0,11.0,25.0,29.0,,2.0,4.0,1.0,90.0,62.0,7.2,17.0,0.295405,282.14972591214,27.0,200.025,27.09,2,0.52,0.53,0.17,Carlos Forbs,,2.0,1.0,1.0,5.0,,2.0,,1.0,,2.0,,,,4.0,0.0999,3.0,-0.55,,,1.0,1.0,0.103,3.0,1.0,,,,,,,,,,,
14035940,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,52.0,47.0,1.0,,0.0,23.0,23.0,24.0,29.0,3.0,3.0,3.0,,90.0,65.0,8.0,8.0,0.232173,149.2966530301,19.0,54.6,15.645,1,0.35,-0.2,0.21,,,2.0,1.0,3.0,7.0,2.0,1.0,,,,3.0,1.0,,,,0.341,3.0,0.51,1.0,,,1.0,0.9374,1.0,,True,1.0,,,,,,,,,
14035940,home,Club Brugge KV,Mamadou Diakhon,diakhon-mamadou,M. Diakhon,F,67,180,1898,M,1495876,EUR,1127347200,M,67,67,False,29.0,27.0,1.0,1.0,0.0,11.0,11.0,16.0,18.0,,3.0,4.0,3.0,63.0,38.0,6.9,5.0,0.0415685,296.9558994681,26.0,133.875,33.39,0,-0.39,0.46,0.14,,,1.0,,,1.0,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Nicolò Tresoldi,nicolo-tresoldi,N. Tresoldi,F,7,183,3021,M,1177167,EUR,1092960000,F,7,7,False,13.0,13.0,,,0.0,7.0,7.0,6.0,6.0,,3.0,1.0,2.0,79.0,23.0,6.3,3.0,0.0360942,50.125599849721,7.0,6.72,10.71,3,-0.18,0.15,0.15,,,,,1.0,3.0,,2.0,,3.0,,1.0,,1.0,,1.0,0.2013,,-0.49,,,,,,,,,,,,,,,,,,
14035940,home,Club Brugge KV,Romeo Vermant,romeo-vermant,R. Vermant,F,17,184,1524,M,1069336,EUR,1074902400,F,17,17,True,12.0,11.0,,,0.0,5.0,6.0,6.0,6.0,,,3.0,,27.0,16.0,6.6,3.0,0.0114157,56.236403236208,6.0,32.235,29.925,1,0.14,0.17,0.0,Romeo,Vermant,,,,1.0,,1.0,,1.0,,,,,,1.0,0.0189,,-0.25,,,,,,,,,,,,,,,,,,
