match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,captain,stat_crossNotClaimed,stat_punches,stat_clearanceOffLine,stat_outfielderBlock,stat_totalOffside
12117246,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,32.0,27.0,13.0,8.0,0.0,25.0,26.0,2.0,6.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,90.0,35.0,7.0,6.0,0.00089252,0,0.3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117246,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177,3440,M,158583,EUR,695260800,D,13,13,False,52.0,42.0,1.0,,1.0,13.0,18.0,29.0,36.0,6.0,,2.0,,,,,90.0,78.0,7.8,13.0,0.100958,2,,,,2.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,0.1365,1.0,,,,,,,,,,,,,,,,
12117246,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,67.0,63.0,5.0,3.0,0.0,36.0,39.0,27.0,28.0,2.0,1.0,7.0,,,,,90.0,81.0,7.3,5.0,0.00577526,1,,Gabriel Xavier,,,1.0,3.0,5.0,,,,,2.0,3.0,1.0,,,0.1621,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12117246,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,76.0,67.0,8.0,2.0,0.0,37.0,40.0,30.0,36.0,1.0,1.0,5.0,,,,,90.0,83.0,7.0,10.0,0.0137845,0,,,,,,1.0,1.0,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,
12117246,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,48.0,42.0,4.0,1.0,0.0,24.0,27.0,18.0,24.0,1.0,,7.0,,,,,90.0,71.0,7.7,12.0,0.128661,0,,,,3.0,,,3.0,1.0,,,,3.0,2.0,2.0,1.0,,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,
12117246,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,62.0,58.0,5.0,3.0,0.0,28.0,29.0,31.0,35.0,6.0,2.0,6.0,,,,,79.0,79.0,7.3,8.0,0.149713,0,,,,2.0,1.0,,7.0,,2.0,2.0,,1.0,,4.0,3.0,3.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,
12117246,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,17.0,14.0,1.0,1.0,0.0,4.0,5.0,10.0,13.0,1.0,1.0,2.0,,,,,79.0,27.0,6.9,6.0,0.00857989,2,,,,1.0,,1.0,4.0,,2.0,2.0,,,,,,,0.4483,,1.0,,1.0,,1.0,,2.0,0.2692,,,,,,,,
12117246,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,28.0,25.0,1.0,1.0,0.0,4.0,4.0,22.0,27.0,6.0,,1.0,,,,,75.0,41.0,7.3,10.0,0.172067,3,,,,3.0,,,1.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,0.3439,5.0,1.0,,,,2.0,1.0,2.0,0.9683,1.0,,,,,,,
12117246,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,70.0,54.0,5.0,1.0,0.0,12.0,13.0,44.0,63.0,8.0,2.0,5.0,,,,,90.0,94.0,7.6,27.0,0.333276,1,,,,6.0,1.0,,5.0,1.0,2.0,1.0,,,1.0,2.0,2.0,3.0,0.0211,3.0,,,2.0,1.0,4.0,2.0,1.0,0.0124,,evertonri,True,,,,,
12117246,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,F,16,16,False,8.0,5.0,,,0.0,2.0,2.0,3.0,6.0,3.0,,,,,,,65.0,16.0,7.1,5.0,0.00530555,4,,,,,2.0,2.0,3.0,1.0,,,,,,,,,0.3473,,,3.0,1.0,,2.0,,1.0,0.2975,,,,,,,,
12117246,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,12.0,10.0,,,0.0,1.0,1.0,9.0,12.0,4.0,1.0,3.0,,,,,65.0,25.0,7.1,6.0,0.00953149,4,,,,1.0,,1.0,4.0,2.0,2.0,1.0,1.0,,,2.0,2.0,,0.3955,1.0,,3.0,,,1.0,,,,,,,,,,,
